"geological_age","age_min","age_max","age_unit"
"?",NULL,NULL,NULL
"~148",NULL,NULL,NULL
"~50 Ma (Eocene)",NULL,NULL,NULL
NULL,"2856","2856","Thousand years (ka)"
NULL,"2858","2858","Thousand years (ka)"
NULL,"2860.1","2860.1","Thousand years (ka)"
NULL,"2861.6","2861.6","Thousand years (ka)"
NULL,"2865","2964","cal yrs BP"
NULL,"2881","3064","cal yrs BP"
NULL,"2886.5","2886.5","Thousand years (ka)"
NULL,"2888.1","2888.1","Thousand years (ka)"
NULL,"2890.2","2890.2","Thousand years (ka)"
NULL,"2892.4","2892.4","Thousand years (ka)"
NULL,"2894.1","2894.1","Thousand years (ka)"
NULL,"2896.2","2896.2","Thousand years (ka)"
NULL,"2898","2898","Thousand years (ka)"
NULL,"2899.9","2899.9","Thousand years (ka)"
NULL,"2901.4","2901.4","Thousand years (ka)"
NULL,"2905.1","2905.1","Thousand years (ka)"
NULL,"2906.1","2906.1","Thousand years (ka)"
NULL,"2908","2908","Thousand years (ka)"
NULL,"2910","2910","Thousand years (ka)"
NULL,"2912.1","2912.1","Thousand years (ka)"
NULL,"2914.2","2914.2","Thousand years (ka)"
NULL,"2916","2916","Thousand years (ka)"
NULL,"2917.2","2917.2","Thousand years (ka)"
NULL,"2917.4","2917.4","Thousand years (ka)"
NULL,"2931","2931","Thousand years (ka)"
NULL,"2932.1","2932.1","Thousand years (ka)"
NULL,"2934.1","2934.1","Thousand years (ka)"
NULL,"2936","2936","Thousand years (ka)"
NULL,"2942.1","2942.1","Thousand years (ka)"
NULL,"2944.1","2944.1","Thousand years (ka)"
NULL,"2976.7","2976.7","Thousand years (ka)"
NULL,"2977.2","2977.2","Thousand years (ka)"
NULL,"2997",NULL,"years before present"
NULL,"3000","3000","years"
NULL,"3020",NULL,NULL
NULL,"3025","3085",NULL
NULL,"3032.6","3032.6","Thousand years (ka)"
NULL,"3032.7","3032.7","Thousand years (ka)"
NULL,"3034.1","3034.1","Thousand years (ka)"
NULL,"3036.1","3036.1","Thousand years (ka)"
NULL,"3038.1","3038.1","Thousand years (ka)"
NULL,"3040","3040","Thousand years (ka)"
NULL,"3042",NULL,"years before present"
NULL,"3042.1","3042.1","Thousand years (ka)"
NULL,"3044","3044","Thousand years (ka)"
NULL,"3045.8","3045.8","Thousand years (ka)"
NULL,"3050","3110",NULL
NULL,"3053.6","3053.6","Thousand years (ka)"
NULL,"3053.8","3053.8","Thousand years (ka)"
NULL,"3054","3054","Thousand years (ka)"
NULL,"3056.1","3056.1","Thousand years (ka)"
NULL,"3058.1","3058.1","Thousand years (ka)"
NULL,"3060.1","3060.1","Thousand years (ka)"
NULL,"3062.1","3062.1","Thousand years (ka)"
NULL,"3068",NULL,"years before present"
NULL,"3081.9","3081.9","Thousand years (ka)"
NULL,"3082.1","3082.1","Thousand years (ka)"
NULL,"3084.1","3084.1","Thousand years (ka)"
NULL,"3086.1","3086.1","Thousand years (ka)"
NULL,"3088.4","3088.4","Thousand years (ka)"
NULL,"3090.3","3090.3","Thousand years (ka)"
NULL,"3092.2","3092.2","Thousand years (ka)"
NULL,"3093.5","3093.5","Thousand years (ka)"
NULL,"3095.1","3095.1","Thousand years (ka)"
NULL,"3096.8","3096.8","Thousand years (ka)"
NULL,"3098.5","3098.5","Thousand years (ka)"
NULL,"3100.2","3100.2","Thousand years (ka)"
NULL,"3101.9","3101.9","Thousand years (ka)"
NULL,"3103.6","3103.6","Thousand years (ka)"
NULL,"3105.3","3105.3","Thousand years (ka)"
NULL,"3107","3107","Thousand years (ka)"
NULL,"3108.7","3108.7","Thousand years (ka)"
NULL,"3110",NULL,NULL
NULL,"3110.3","3110.3","Thousand years (ka)"
NULL,"3112","3112","Thousand years (ka)"
NULL,"3114.2","3114.2","Thousand years (ka)"
NULL,"3115.7","3115.7","Thousand years (ka)"
NULL,"3116.4","3116.4","Thousand years (ka)"
NULL,"3117.9","3117.9","Thousand years (ka)"
NULL,"3118.6","3118.6","Thousand years (ka)"
NULL,"3119.3","3119.3","Thousand years (ka)"
NULL,"3120.1","3120.1","Thousand years (ka)"
NULL,"3122.3","3122.3","Thousand years (ka)"
NULL,"3123.7","3123.7","Thousand years (ka)"
NULL,"3124.4","3124.4","Thousand years (ka)"
NULL,"3125.9","3125.9","Thousand years (ka)"
NULL,"3126.6","3126.6","Thousand years (ka)"
NULL,"3128.1","3128.1","Thousand years (ka)"
NULL,"3129.1","3129.1","Thousand years (ka)"
NULL,"3130","3130","Thousand years (ka)"
NULL,"3130.3","3130.3","Thousand years (ka)"
NULL,"3131.3","3131.3","Thousand years (ka)"
NULL,"3131.9","3131.9","Thousand years (ka)"
NULL,"3132.2","3132.2","Thousand years (ka)"
NULL,"3133.2","3133.2","Thousand years (ka)"
NULL,"3134.1","3134.1","Thousand years (ka)"
NULL,"3134.5","3134.5","Thousand years (ka)"
NULL,"3135","3135","Thousand years (ka)"
NULL,"3135.1","3135.1","Thousand years (ka)"
NULL,"3137.1","3137.1","Thousand years (ka)"
NULL,"3137.6","3137.6","Thousand years (ka)"
NULL,"3138.4","3138.4","Thousand years (ka)"
NULL,"3140",NULL,NULL
NULL,"3140.4","3140.4","Thousand years (ka)"
NULL,"3142.2","3142.2","Thousand years (ka)"
NULL,"3144.3","3144.3","Thousand years (ka)"
NULL,"3145.8","3145.8","Thousand years (ka)"
NULL,"3146.5","3146.5","Thousand years (ka)"
NULL,"3147.5","3147.5","Thousand years (ka)"
NULL,"3148.6","3148.6","Thousand years (ka)"
NULL,"3150.8","3150.8","Thousand years (ka)"
NULL,"3151.9","3151.9","Thousand years (ka)"
NULL,"3153.9","3153.9","Thousand years (ka)"
NULL,"3156","3156","Thousand years (ka)"
NULL,"3159.9","3159.9","Thousand years (ka)"
NULL,"3162.2","3162.2","Thousand years (ka)"
NULL,"3163.3","3163.3","Thousand years (ka)"
NULL,"3167.4","3167.4","Thousand years (ka)"
NULL,"3168","3168","Thousand years (ka)"
NULL,"3170.1","3170.1","Thousand years (ka)"
NULL,"3172","3172","Thousand years (ka)"
NULL,"3174.1","3174.1","Thousand years (ka)"
NULL,"3178.6","3178.6","Thousand years (ka)"
NULL,"3179.7","3179.7","Thousand years (ka)"
NULL,"3191.6","3191.6","Thousand years (ka)"
NULL,"3192.1","3192.1","Thousand years (ka)"
NULL,"3194.4","3194.4","Thousand years (ka)"
NULL,"3196.3","3196.3","Thousand years (ka)"
NULL,"3198.2","3198.2","Thousand years (ka)"
NULL,"3199.7","3199.7","Thousand years (ka)"
NULL,"3228.7","3228.7","Thousand years (ka)"
NULL,"3256","3256","Thousand years (ka)"
NULL,"3274.5","3274.5","Thousand years (ka)"
NULL,"3288.8","3288.8","Thousand years (ka)"
NULL,"3294.8","3294.8","Thousand years (ka)"
NULL,"3296.4","3296.4","Thousand years (ka)"
NULL,"3298","3298","Thousand years (ka)"
NULL,"3299.5","3299.5","Thousand years (ka)"
NULL,"3303.2","3303.2","Thousand years (ka)"
NULL,"3336",NULL,"years before present"
NULL,"3356.8","3356.8","Thousand years (ka)"
NULL,"3395.2","3395.2","Thousand years (ka)"
NULL,"3407",NULL,"years before present"
NULL,"3435",NULL,NULL
NULL,"3467",NULL,"years before present"
NULL,"3480",NULL,"years before present"
NULL,"3515","3575",NULL
NULL,"3515",NULL,NULL
NULL,"3536",NULL,"years before present"
NULL,"3551",NULL,"years before present"
NULL,"3600","3600","years"
NULL,"3690",NULL,NULL
NULL,"3734",NULL,"years before present"
NULL,"3800","3860",NULL
NULL,"4000","4000","years"
NULL,"4000","8000",NULL
NULL,"4013","4235","cal yr BP"
NULL,"4092","4242","cal yr BP"
NULL,"4098","4243","cal yrs BP"
NULL,"4125",NULL,NULL
NULL,"4220","4453",NULL
NULL,"4248","4413","cal yr BP"
NULL,"4420",NULL,NULL
NULL,"4453","4825",NULL
NULL,"4853","4964","cal yrs BP"
NULL,"4895",NULL,"years before present"
NULL,"5000",NULL,NULL
NULL,"5001",NULL,"years before present"
NULL,"5020",NULL,NULL
NULL,"5042","5285","cal yrs BP"
NULL,"5193",NULL,"years before present"
NULL,"5200",NULL,NULL
NULL,"5275",NULL,NULL
NULL,"5294",NULL,"years before present"
NULL,"5390",NULL,"years before present"
NULL,"5561",NULL,"years before present"
NULL,"5741","5901","cal yrs BP"
NULL,"5756","5849",NULL
NULL,"5895","6128",NULL
NULL,"5916",NULL,"years before present"
NULL,"6128","6500",NULL
NULL,"6199","6290","cal yrs BP"
NULL,"6200","6300","cal yrs BP"
NULL,"6330","6430","years"
NULL,"6500","6919",NULL
NULL,"6570",NULL,"years before present"
NULL,"6652",NULL,"years before present"
NULL,"6656",NULL,"years before present"
NULL,"6680",NULL,"years before present"
NULL,"6699",NULL,"years before present"
NULL,"6703",NULL,"years before present"
NULL,"6860",NULL,"years before present"
NULL,"6966","7291",NULL
NULL,"7000","7000","years"
NULL,"7000","50000","years"
NULL,"7278",NULL,"years before present"
NULL,"7291","7737",NULL
NULL,"7415",NULL,"years before present"
NULL,"7460",NULL,"years before present"
NULL,"7465",NULL,NULL
NULL,"7468",NULL,"years before present"
NULL,"7489",NULL,"years before present"
NULL,"7673","9400","cal yrs BP"
NULL,"7706",NULL,"years before present"
NULL,"7751",NULL,"years before present"
NULL,"7817",NULL,"years before present"
NULL,"7890",NULL,"years before present"
NULL,"8020","8120","years"
NULL,"8387","8519","cal yrs BP"
NULL,"8430",NULL,"years before present"
NULL,"8458","8636","cal yrs BP"
NULL,"8490","8590","years"
NULL,"8492",NULL,"years before present"
NULL,"8571",NULL,"years before present"
NULL,"8871",NULL,"years before present"
NULL,"8883",NULL,"years before present"
NULL,"9120","9200","years"
NULL,"9135","9225","years"
NULL,"9230",NULL,"years before present"
NULL,"9282",NULL,"years before present"
NULL,"9298",NULL,"years before present"
NULL,"9317",NULL,"years before present"
NULL,"9332",NULL,"years before present"
NULL,"9334",NULL,"years before present"
NULL,"9336",NULL,"years before present"
NULL,"9364",NULL,"years before present"
NULL,"9377",NULL,"years before present"
NULL,"9380",NULL,"years before present"
NULL,"9381",NULL,"years before present"
NULL,"9400","9480","years"
NULL,"9403",NULL,"years before present"
NULL,"9421",NULL,"years before present"
NULL,"9427",NULL,"years before present"
NULL,"9429",NULL,"years before present"
NULL,"9439",NULL,"years before present"
NULL,"9456",NULL,"years before present"
NULL,"9522",NULL,"years before present"
NULL,"9557","9897","cal yrs BP"
NULL,"9558",NULL,"years before present"
NULL,"9568",NULL,"years before present"
NULL,"9622",NULL,"years before present"
NULL,"9630",NULL,NULL
NULL,"10122",NULL,"years before present"
NULL,"10182",NULL,"years before present"
NULL,"10205",NULL,"years before present"
NULL,"10216",NULL,"years before present"
NULL,"10226","11969","cal yrs BP"
NULL,"10246","10499","cal yrs BP"
NULL,"10262",NULL,"years before present"
NULL,"10272",NULL,"years before present"
NULL,"10283",NULL,"years before present"
NULL,"10300",NULL,"years before present"
NULL,"10335",NULL,NULL
NULL,"10357",NULL,"years before present"
NULL,"10366",NULL,"years before present"
NULL,"10491",NULL,"years before present"
NULL,"10500",NULL,NULL
NULL,"10570",NULL,"years before present"
NULL,"10578","11070","cal yrs BP"
NULL,"10579",NULL,"years before present"
NULL,"10583","10643",NULL
NULL,"10643","11306",NULL
NULL,"10663","11078","cal yrs BP"
NULL,"10670",NULL,"years before present"
NULL,"10897","11245","cal yrs BP"
NULL,"10900",NULL,"years before present"
NULL,"10903",NULL,"years before present"
NULL,"10919",NULL,"years before present"
NULL,"10920",NULL,"years before present"
NULL,"11008",NULL,"years before present"
NULL,"11057",NULL,"years before present"
NULL,"11306","13065",NULL
NULL,"11483",NULL,"years before present"
NULL,"11649",NULL,"years before present"
NULL,"11725",NULL,"years before present"
NULL,"11739","12417","cal yrs BP"
NULL,"11746",NULL,"years before present"
NULL,"11757",NULL,"years before present"
NULL,"12048",NULL,"years before present"
NULL,"12198","12672","cal yrs BP"
NULL,"12346",NULL,"years before present"
NULL,"12408",NULL,"years before present"
NULL,"12425",NULL,"years before present"
NULL,"12438",NULL,"years before present"
NULL,"12582",NULL,"years before present"
NULL,"12635",NULL,"years before present"
NULL,"12641",NULL,"years before present"
NULL,"12694",NULL,"years before present"
NULL,"12736",NULL,"years before present"
NULL,"12740",NULL,"years before present"
NULL,"12746","12907","cal yrs BP"
NULL,"12747","12832","cal yrs BP"
NULL,"12785",NULL,"years before present"
NULL,"12787",NULL,"years before present"
NULL,"12800",NULL,"years before present"
NULL,"12842",NULL,"years before present"
NULL,"12895",NULL,"years before present"
NULL,"13065","13171",NULL
NULL,"13207","13298",NULL
NULL,"13298","13453",NULL
NULL,"13339","13585","cal yrs BP"
NULL,"13453","13676",NULL
NULL,"13564",NULL,"years before present"
NULL,"13608",NULL,"years before present"
NULL,"13676","13995",NULL
NULL,"13683",NULL,"years before present"
NULL,"13837",NULL,"years before present"
NULL,"13881",NULL,"years before present"
NULL,"13889",NULL,"years before present"
NULL,"13898",NULL,"years before present"
NULL,"13928",NULL,"years before present"
NULL,"14051",NULL,"years before present"
NULL,"14114",NULL,"years before present"
NULL,"14157",NULL,"years before present"
NULL,"14201","14294",NULL
NULL,"14219",NULL,"years before present"
NULL,"14294","14524",NULL
NULL,"14511",NULL,"years before present"
NULL,"14524","14757",NULL
NULL,"14630",NULL,"years before present"
NULL,"14757","15473",NULL
NULL,"14809",NULL,"years before present"
NULL,"14915",NULL,"years before present"
NULL,"14938",NULL,"years before present"
NULL,"14966",NULL,"years before present"
NULL,"15130",NULL,"years before present"
NULL,"15236",NULL,"years before present"
NULL,"15350",NULL,"years before present"
NULL,"15473","15488",NULL
NULL,"15477",NULL,"years before present"
NULL,"15488","15506",NULL
NULL,"15507",NULL,"years before present"
NULL,"15514",NULL,"years before present"
NULL,"15524","15541",NULL
NULL,"15541","15661",NULL
NULL,"15614",NULL,"years before present"
NULL,"15621",NULL,"years before present"
NULL,"15624",NULL,"years before present"
NULL,"15661","15758",NULL
NULL,"15698",NULL,"years before present"
NULL,"15741",NULL,"years before present"
NULL,"15758","15873",NULL
NULL,"15827",NULL,"years before present"
NULL,"15873","16669",NULL
NULL,"16126","19290",NULL
NULL,"16142",NULL,"years before present"
NULL,"16158",NULL,"years before present"
NULL,"16279",NULL,"years before present"
NULL,"16379",NULL,"years before present"
NULL,"16477",NULL,"years before present"
NULL,"16509",NULL,"years before present"
NULL,"16530",NULL,"years before present"
NULL,"16614",NULL,"years before present"
NULL,"16669",NULL,"years before present"
NULL,"16745","16879",NULL
NULL,"16757",NULL,"years before present"
NULL,"16766",NULL,"years before present"
NULL,"16877",NULL,"years before present"
NULL,"16879","17026",NULL
NULL,"16898",NULL,"years before present"
NULL,"16899",NULL,"years before present"
NULL,"17026","17182",NULL
NULL,"17049",NULL,"years before present"
NULL,"17268",NULL,"years before present"
NULL,"17334",NULL,"years before present"
NULL,"17376",NULL,"years before present"
NULL,"17481",NULL,"years before present"
NULL,"17947","21925",NULL
NULL,"19041","22561",NULL
NULL,"19150","31035",NULL
NULL,"19295","25208",NULL
NULL,"20000","200000","years"
NULL,"20369","21268",NULL
NULL,"20668","25316",NULL
NULL,"20811","25179",NULL
NULL,"21264","24921",NULL
NULL,"21268","21735",NULL
NULL,"21449","25715",NULL
NULL,"21735","22314",NULL
NULL,"22314","22479",NULL
NULL,"22643","22890",NULL
NULL,"22890","23220",NULL
NULL,"23929","23961",NULL
NULL,"23961","24041",NULL
NULL,"24314","28326",NULL
NULL,"24947","36728",NULL
NULL,"39600","43600",NULL
NULL,"44100",NULL,NULL
NULL,"48520","56045",NULL
NULL,"49559","57232",NULL
NULL,"50000","90000","years"
NULL,"51000",NULL,"years"
NULL,"52439","62472",NULL
NULL,"54000",NULL,"years"
NULL,"60000","85000","years"
NULL,"64000","75000","years"
NULL,"67000","116000","years"
NULL,"72827","83654",NULL
NULL,"84000",NULL,"years"
NULL,"94600",NULL,"years"
NULL,"95205","110253",NULL
NULL,"98080","112681",NULL
NULL,"100000","100000","years"
NULL,"118584","135864",NULL
NULL,"121117","138930",NULL
NULL,"186593","213528",NULL
NULL,"212998","243549",NULL
NULL,"700000","700000","years"
NULL,"2900000","2900000","years"
NULL,"3900000","3900000","years"
NULL,"5700000","5700000","years"
NULL,"6700000","6700000","years"
NULL,NULL,"0",NULL
NULL,NULL,"0.1","Ma"
NULL,NULL,"0.1",NULL
NULL,NULL,"0.7","Ka"
NULL,NULL,"1","Ma"
NULL,NULL,"1.305","Ma"
NULL,NULL,"1.47","Ma"
NULL,NULL,"2","Ka"
NULL,NULL,"2","Ma"
NULL,NULL,"2","million years (Ma)"
NULL,NULL,"2.2","Ma"
NULL,NULL,"2.5",NULL
NULL,NULL,"2.7","Ma"
NULL,NULL,"2.7",NULL
NULL,NULL,"2.77","Ma"
NULL,NULL,"3","ka"
NULL,NULL,"3","Ka"
NULL,NULL,"3","Ma"
NULL,NULL,"3.6","Ma"
NULL,NULL,"3.95","Ma"
NULL,NULL,"3.98","Ma"
NULL,NULL,"3.99","Ma"
NULL,NULL,"4.2","Ma"
NULL,NULL,"4.3","Ma"
NULL,NULL,"4.5","Ma"
NULL,NULL,"4.7","Ma"
NULL,NULL,"5.4","Ma"
NULL,NULL,"5.5","Ma"
NULL,NULL,"6.05","Ma"
NULL,NULL,"7.4","Ma"
NULL,NULL,"7.86","Ma"
NULL,NULL,"10","ka"
NULL,NULL,"10","Ma"
NULL,NULL,"11","Ma"
NULL,NULL,"18","Ma"
NULL,NULL,"21.6","million years (Ma)"
NULL,NULL,"22","Ma"
NULL,NULL,"29","ka"
NULL,NULL,"40","Ka"
NULL,NULL,"65","Ka"
NULL,NULL,"80","Ka"
NULL,NULL,"86","Ma"
NULL,NULL,"88","Ma"
NULL,NULL,"89","Ma"
NULL,NULL,"91","Ma"
NULL,NULL,"120","Ma"
NULL,NULL,"137","Ka"
NULL,NULL,"145",NULL
NULL,NULL,"146","Ma"
NULL,NULL,"157","Ma"
NULL,NULL,"166",NULL
NULL,NULL,"194","Ka"
NULL,NULL,"200","AD years"
NULL,NULL,"226","Ka"
NULL,NULL,"266",NULL
NULL,NULL,"276",NULL
NULL,NULL,"287","cal yr BP"
NULL,NULL,"295","cal yr BP"
NULL,NULL,"317.3",NULL
NULL,NULL,"330.5",NULL
NULL,NULL,"428","million years (Ma)"
NULL,NULL,"438.4",NULL
NULL,NULL,"1000","years"
NULL,NULL,"1454.5",NULL
NULL,NULL,"1859","AD"
NULL,NULL,"1865","AD"
NULL,NULL,"1873","AD"
NULL,NULL,"1883","AD"
NULL,NULL,"1892","AD"
NULL,NULL,"1901","AD"
NULL,NULL,"1912","AD"
NULL,NULL,"1922","AD"
NULL,NULL,"1933","AD"
NULL,NULL,"1943","AD"
NULL,NULL,"1954","AD"
NULL,NULL,"1955.1509433962","Common Era (CE)"
NULL,NULL,"1956.2075471698","Common Era (CE)"
NULL,NULL,"1957.1132075472","Common Era (CE)"
NULL,NULL,"1958.0188679245","Common Era (CE)"
NULL,NULL,"1958.9245283019","Common Era (CE)"
NULL,NULL,"1959.8301886792","Common Era (CE)"
NULL,NULL,"1960.7358490566","Common Era (CE)"
NULL,NULL,"1961.641509434","Common Era (CE)"
NULL,NULL,"1962.5471698113","Common Era (CE)"
NULL,NULL,"1964","AD"
NULL,NULL,"1965.5555555556","Common Era (CE)"
NULL,NULL,"1970.6666666667","Common Era (CE)"
NULL,NULL,"1975.7777777778","Common Era (CE)"
NULL,NULL,"1976","AD"
NULL,NULL,"1980.8888888889","Common Era (CE)"
NULL,NULL,"1984.2962962963","Common Era (CE)"
NULL,NULL,"1986","Common Era (CE)"
NULL,NULL,"1987","AD"
NULL,NULL,"1988.6842105263","Common Era (CE)"
NULL,NULL,"1991.3684210526","Common Era (CE)"
NULL,NULL,"1993.1578947368","Common Era (CE)"
NULL,NULL,"1995.8421052632","Common Era (CE)"
NULL,NULL,"1996","AD"
NULL,NULL,"1999.4210526316","Common Era (CE)"
NULL,NULL,"2000.3157894737","Common Era (CE)"
NULL,NULL,"2004.8888889","Common Era (CE)"
NULL,NULL,"2006","AD"
NULL,NULL,"2008.8888889","Common Era (CE)"
NULL,NULL,"2010.8888889","Common Era (CE)"
NULL,NULL,"2011.6","Common Era (CE)"
NULL,NULL,"2012","Common Era (CE)"
NULL,NULL,"2012.6","Common Era (CE)"
NULL,NULL,"2013","Common Era (CE)"
NULL,NULL,"2013.7","Common Era (CE)"
NULL,NULL,"2013.8","Common Era (CE)"
NULL,NULL,"2014.3","Common Era (CE)"
NULL,NULL,"2014.6","Common Era (CE)"
NULL,NULL,"2014.8","Common Era (CE)"
NULL,NULL,"2014.9","Common Era (CE)"
NULL,NULL,"2015.3","Common Era (CE)"
NULL,NULL,"2015.36","Common Era (CE)"
NULL,NULL,"2016.3","Common Era (CE)"
NULL,NULL,"2017","Common Era (CE)"
NULL,NULL,"2017.9","Common Era (CE)"
NULL,NULL,"2018","Common Era (CE)"
NULL,NULL,"2018.1","Common Era (CE)"
NULL,NULL,"2018.2","Common Era (CE)"
NULL,NULL,"2018.4","Common Era (CE)"
NULL,NULL,"2018.5","Common Era (CE)"
NULL,NULL,"2018.6","Common Era (CE)"
NULL,NULL,"2019.1","Common Era (CE)"
NULL,NULL,"2019.6","Common Era (CE)"
NULL,NULL,"2019.8","Common Era (CE)"
NULL,NULL,"2020","Common Era (CE)"
NULL,NULL,"2020.2","Common Era (CE)"
NULL,NULL,"2020.3","Common Era (CE)"
NULL,NULL,"2020.7","Common Era (CE)"
NULL,NULL,"2021","Common Era (CE)"
NULL,NULL,"2021.2","Common Era (CE)"
NULL,NULL,"2021.4","Common Era (CE)"
NULL,NULL,"2021.5","Common Era (CE)"
NULL,NULL,"7040","years"
NULL,NULL,"10000","years"
NULL,NULL,"20000","years"
NULL,NULL,"30000",NULL
NULL,NULL,"51000","years"
NULL,NULL,NULL,"Ma"
NULL,NULL,NULL,NULL
