"sample_type_id","depth_min","depth_max","depth_scale","elevation","elevation_end","vertical_datum"
2,NULL,NULL,NULL,"165.51","582.17",NULL
2,NULL,NULL,NULL,"3.96","626.67",NULL
2,NULL,NULL,NULL,"121.31",NULL,NULL
2,NULL,NULL,NULL,"122.22","-442.87",NULL
2,NULL,NULL,NULL,"25.6","583.08",NULL
2,NULL,NULL,NULL,"176.78","533.4",NULL
2,NULL,NULL,NULL,"161.54","691.9",NULL
2,NULL,NULL,NULL,"177.7","815.34",NULL
2,NULL,NULL,NULL,"125.27","1542.29",NULL
1,NULL,NULL,NULL,"-18.93",NULL,"NAVD88"
2,NULL,NULL,NULL,"170.38","754.38",NULL
2,NULL,NULL,NULL,"85.65","3533.85",NULL
2,NULL,NULL,NULL,"150","94","MSL"
2,NULL,NULL,NULL,"157.28","547.12",NULL
2,NULL,NULL,NULL,"992.4","967.4","MSL"
2,NULL,NULL,NULL,"186.84","615.7",NULL
2,NULL,NULL,NULL,"369",NULL,NULL
1,NULL,NULL,NULL,"434",NULL,NULL
1,NULL,NULL,NULL,"107.937542096",NULL,NULL
2,NULL,NULL,NULL,"12.5","1171.96",NULL
2,NULL,NULL,NULL,"35.36","-1442.92",NULL
2,NULL,NULL,NULL,"-3730",NULL,NULL
2,NULL,NULL,NULL,"101.8","966.22",NULL
2,NULL,NULL,NULL,"103.63","1183.84",NULL
2,NULL,NULL,NULL,"101.8","579.12",NULL
2,NULL,NULL,NULL,"205.74","1194.82",NULL
2,NULL,NULL,NULL,"44.5","2674.32",NULL
2,NULL,NULL,NULL,"126.49","728.47",NULL
2,NULL,NULL,NULL,"15.85","4232.15",NULL
2,NULL,NULL,NULL,"125.27","1645.92",NULL
2,NULL,NULL,NULL,"368.9","-14231.1",NULL
2,NULL,NULL,NULL,"117.04","4389.12",NULL
2,NULL,NULL,NULL,"60.96","-1097.28",NULL
1,NULL,NULL,NULL,"-6007",NULL,NULL
2,NULL,NULL,NULL,"111.56","1472.18",NULL
2,NULL,NULL,NULL,"23.16","6013.7",NULL
2,NULL,NULL,NULL,"-3715.5",NULL,NULL
2,NULL,NULL,NULL,"207.07",NULL,NULL
2,NULL,NULL,NULL,"364.58",NULL,NULL
2,NULL,NULL,NULL,"133.81","436.17",NULL
2,NULL,NULL,NULL,"209.7","1089.66",NULL
2,NULL,NULL,NULL,"175.87","426.72",NULL
2,NULL,NULL,NULL,"178",NULL,NULL
2,NULL,NULL,NULL,"-5059.6",NULL,NULL
2,NULL,NULL,NULL,"79.25","-1749.55",NULL
2,NULL,NULL,NULL,"121.01","371.86",NULL
1,NULL,NULL,NULL,"-847",NULL,NULL
2,NULL,NULL,NULL,"1213",NULL,NULL
2,NULL,NULL,NULL,"201.78","740.66",NULL
2,NULL,NULL,NULL,"-2146",NULL,NULL
2,NULL,NULL,NULL,"216.41","1188.72",NULL
2,"196","206","cm",NULL,NULL,NULL
1,NULL,NULL,NULL,"-93",NULL,NULL
2,NULL,NULL,NULL,"153.31","504.44",NULL
1,NULL,NULL,NULL,"-42.4",NULL,NULL
2,NULL,NULL,NULL,"3486.4",NULL,NULL
2,NULL,NULL,NULL,"200","-9665",NULL
1,NULL,NULL,NULL,"-2015",NULL,NULL
1,NULL,NULL,NULL,"-1542",NULL,NULL
2,NULL,NULL,NULL,"-1141.4",NULL,NULL
1,NULL,NULL,NULL,"2454",NULL,NULL
2,NULL,NULL,NULL,"-814.4",NULL,NULL
2,NULL,NULL,NULL,"40.23","1371.6",NULL
2,NULL,NULL,NULL,"140.51","541.02",NULL
2,NULL,NULL,NULL,"196.29","800.71",NULL
2,NULL,NULL,NULL,"107","-33","MSL"
2,NULL,NULL,NULL,"58.25",NULL,NULL
1,NULL,NULL,NULL,"911",NULL,NULL
2,NULL,NULL,NULL,"60.96","5640.93",NULL
1,NULL,NULL,NULL,"-3.4",NULL,NULL
2,NULL,NULL,NULL,"901.4","521.4","MSL"
1,"0","10","cm","1890",NULL,NULL
1,NULL,"10","cm","1890",NULL,NULL
2,NULL,NULL,NULL,"55.17","3584.45",NULL
2,NULL,NULL,NULL,"138.38","1222.25",NULL
2,NULL,NULL,NULL,"155.75","490.73",NULL
2,NULL,NULL,NULL,"138.38","792.48",NULL
2,NULL,NULL,NULL,"98.45","769.01",NULL
2,NULL,NULL,NULL,"926",NULL,NULL
2,NULL,NULL,NULL,"195.99","902.21",NULL
2,NULL,NULL,NULL,"650","545","MSL"
2,NULL,NULL,NULL,"174.04","1176.22",NULL
2,NULL,NULL,NULL,"725","667","MSL"
2,NULL,NULL,NULL,"124.05","-1389.28",NULL
2,NULL,NULL,NULL,"20.42","2923.64",NULL
2,NULL,NULL,NULL,"141.43","1905",NULL
1,NULL,NULL,NULL,"1436",NULL,NULL
1,NULL,NULL,NULL,"675",NULL,NULL
2,NULL,NULL,NULL,"15.85","1769.67",NULL
2,NULL,NULL,NULL,"850","735","MSL"
2,NULL,NULL,NULL,"120.7","3300.98",NULL
2,NULL,NULL,NULL,"130.76","490.73",NULL
2,NULL,NULL,NULL,"68.88","2424.07",NULL
1,NULL,NULL,NULL,"-943.65",NULL,NULL
2,NULL,NULL,NULL,"147.52","1216.15",NULL
2,NULL,NULL,NULL,"74.68","-2759.35",NULL
2,NULL,NULL,NULL,"167.64","1036.32",NULL
2,NULL,NULL,NULL,"54.86","5621.43",NULL
2,NULL,NULL,NULL,"121.62","1435.61",NULL
2,NULL,NULL,NULL,"105.46","685.8",NULL
2,NULL,NULL,NULL,"40.23","-4028.85",NULL
2,NULL,NULL,NULL,"-3013.1",NULL,NULL
1,NULL,NULL,NULL,"-1154",NULL,NULL
1,NULL,NULL,NULL,"-22.4",NULL,NULL
2,NULL,NULL,NULL,"140.82","719.33",NULL
2,NULL,NULL,NULL,"49","-13922",NULL
2,NULL,NULL,NULL,"115.52","1007.36",NULL
1,NULL,NULL,NULL,"-240.519189181",NULL,NULL
2,NULL,NULL,NULL,"90.83","1123.19",NULL
1,NULL,NULL,NULL,"606",NULL,NULL
2,NULL,NULL,NULL,"130.15","1490.47",NULL
2,NULL,NULL,NULL,"53.04","4547.31",NULL
2,NULL,NULL,NULL,"71.93","1508.76",NULL
2,NULL,NULL,NULL,"522.5",NULL,NULL
1,NULL,NULL,NULL,"-224.6822602",NULL,NULL
2,NULL,NULL,NULL,"426.1",NULL,NULL
2,NULL,NULL,NULL,"320",NULL,NULL
2,NULL,NULL,NULL,"56.39","4780.18",NULL
2,NULL,NULL,NULL,"116.43","4345.84",NULL
2,NULL,NULL,NULL,"98.45","3538.73",NULL
2,NULL,NULL,NULL,"137.16","752.86",NULL
2,NULL,NULL,NULL,"148.6","111.6","MSL"
2,NULL,NULL,NULL,"134.42","1112.52",NULL
2,NULL,NULL,NULL,"79.55","3510.08",NULL
1,NULL,NULL,NULL,"-1997.96",NULL,NULL
2,NULL,NULL,NULL,"60.96","457.2",NULL
2,NULL,NULL,NULL,"109.12","458.72",NULL
2,NULL,NULL,NULL,"84.12","-3272.64",NULL
1,NULL,NULL,NULL,"-180.9300643",NULL,NULL
1,NULL,NULL,NULL,"-5934",NULL,NULL
2,NULL,NULL,NULL,"232",NULL,NULL
2,NULL,NULL,NULL,"710","512","MSL"
2,NULL,NULL,NULL,"189.28","684.28",NULL
2,NULL,NULL,NULL,"282","112","MSL"
2,NULL,NULL,NULL,"14.02","-3887.42",NULL
2,NULL,NULL,NULL,"146.61","938.78",NULL
1,NULL,NULL,NULL,"-1697",NULL,NULL
2,NULL,NULL,NULL,"-4881.9",NULL,NULL
2,NULL,NULL,NULL,"-3413.5",NULL,NULL
2,NULL,NULL,NULL,"427",NULL,NULL
2,NULL,NULL,NULL,"63","-11557",NULL
2,NULL,NULL,NULL,"-2436.4",NULL,NULL
2,NULL,NULL,NULL,"3194",NULL,NULL
2,NULL,NULL,NULL,"174","-14396",NULL
2,NULL,NULL,NULL,"170.08","-361.8",NULL
2,NULL,NULL,NULL,"121","-129","MSL"
1,NULL,NULL,NULL,"-3926.75",NULL,NULL
2,NULL,NULL,NULL,"131.06","577.6",NULL
2,NULL,NULL,NULL,"119.48","762",NULL
2,NULL,NULL,NULL,"137.46","691.9",NULL
2,NULL,NULL,NULL,"111.56","1158.24",NULL
2,NULL,NULL,NULL,"147.52","1034.8",NULL
1,NULL,NULL,NULL,"-9.91",NULL,"NAVD88"
2,NULL,NULL,NULL,"170.69","-217.93",NULL
2,NULL,NULL,NULL,"150.27","525.78",NULL
1,"2","9","cm","163.98","163.91",NULL
2,NULL,NULL,NULL,"169.77","112.78",NULL
2,NULL,NULL,NULL,"110.95","454.15",NULL
2,NULL,NULL,NULL,"26.82","1837.64",NULL
2,NULL,NULL,NULL,"258.47",NULL,NULL
2,NULL,NULL,NULL,"156.06","600.46",NULL
2,NULL,NULL,NULL,"7.92",NULL,NULL
2,NULL,NULL,NULL,"170.38","525.78",NULL
2,NULL,NULL,NULL,"126.49","92.66",NULL
2,NULL,NULL,NULL,"121.92","466.04",NULL
2,NULL,NULL,NULL,"139.6","3262.27",NULL
2,NULL,NULL,NULL,"38.71","-3722.52",NULL
2,NULL,NULL,NULL,"175.56","1186.28",NULL
2,NULL,NULL,NULL,"152.4","716.28",NULL
2,NULL,NULL,NULL,"-2347",NULL,NULL
2,NULL,NULL,NULL,"273.6","-1666.4","MSL"
2,NULL,NULL,NULL,"97.54","30.48",NULL
1,NULL,NULL,NULL,"-1659","-1659",NULL
2,NULL,NULL,NULL,"-739",NULL,NULL
1,NULL,NULL,NULL,"-1815",NULL,NULL
2,NULL,NULL,NULL,"148.13","509.93",NULL
2,NULL,NULL,NULL,"120.4","1424.33",NULL
1,NULL,NULL,NULL,"153.9",NULL,"MSL"
2,NULL,NULL,NULL,"15.85","2529.84",NULL
2,NULL,NULL,NULL,"99.67","3796.89",NULL
2,NULL,NULL,NULL,"85.65","4985.61",NULL
2,NULL,NULL,NULL,"161",NULL,NULL
1,NULL,NULL,NULL,"-611",NULL,NULL
2,NULL,NULL,NULL,"87.48","3786.84",NULL
2,NULL,NULL,NULL,"119.48","609.6",NULL
2,NULL,NULL,NULL,"750","546","MSL"
1,NULL,NULL,NULL,"717.5",NULL,NULL
2,NULL,NULL,NULL,"183.18","473.05",NULL
2,NULL,NULL,NULL,"188.98","12.19",NULL
1,NULL,NULL,NULL,"-5681",NULL,NULL
2,NULL,NULL,NULL,"203.91","783.34",NULL
2,NULL,NULL,NULL,"-903.1",NULL,NULL
2,NULL,NULL,NULL,"128.02","-512.06",NULL
2,NULL,NULL,NULL,"161.85","716.28",NULL
2,NULL,NULL,NULL,"102.11","1773.94",NULL
1,NULL,NULL,NULL,"-564",NULL,NULL
1,"0","15","MCD",NULL,NULL,NULL
2,NULL,NULL,NULL,"170.38","731.52",NULL
2,NULL,NULL,NULL,"106.07","567.23",NULL
1,NULL,NULL,NULL,"-49.896",NULL,NULL
2,NULL,NULL,NULL,"601.22","301.22","MSL"
2,NULL,NULL,NULL,"126.19","1072.9",NULL
2,NULL,NULL,NULL,"80.47","1527.05",NULL
2,NULL,NULL,NULL,"71.32","-1055.22",NULL
2,NULL,NULL,NULL,"1190.95","1105.35","MSL"
1,NULL,NULL,NULL,"-260",NULL,NULL
2,NULL,NULL,NULL,"176.17","795.53",NULL
2,NULL,NULL,NULL,"362.1","-1737.9","MSL"
1,NULL,NULL,NULL,"-1554.21914371",NULL,NULL
1,NULL,NULL,NULL,"-911.39851",NULL,NULL
2,NULL,NULL,NULL,"23.16","5458.36",NULL
2,NULL,NULL,NULL,"169","-231","MSL"
2,NULL,NULL,NULL,"163.68","794.92",NULL
2,NULL,NULL,NULL,"136.55","709.57",NULL
1,NULL,NULL,NULL,"1430",NULL,NULL
1,NULL,NULL,NULL,"-2721",NULL,NULL
2,NULL,NULL,NULL,"189.89","1185.67",NULL
2,NULL,NULL,NULL,"119.48","902.21",NULL
1,NULL,NULL,NULL,"-1412",NULL,NULL
2,NULL,NULL,NULL,"38.4","-1668.48",NULL
2,NULL,NULL,NULL,"-658.4",NULL,NULL
2,NULL,NULL,NULL,"134.42","1203.96",NULL
2,NULL,NULL,NULL,"129.24","131.06",NULL
2,NULL,NULL,NULL,"62.84",NULL,NULL
2,NULL,NULL,NULL,"73.76","1219.2",NULL
2,NULL,NULL,NULL,"143.56","822.96",NULL
2,NULL,NULL,NULL,"3399",NULL,NULL
2,NULL,NULL,NULL,"65.84","4098.95",NULL
2,NULL,NULL,NULL,"-1030",NULL,NULL
1,"130","140","cm","159",NULL,NULL
2,NULL,NULL,NULL,"41.76","-1451.76",NULL
2,NULL,NULL,NULL,"163.37","833.02",NULL
2,NULL,NULL,NULL,"-2608",NULL,NULL
2,NULL,NULL,NULL,"60.05","4975.86",NULL
2,NULL,NULL,NULL,"134.11","991.51",NULL
2,NULL,NULL,NULL,"161.85","1165.86",NULL
2,NULL,NULL,NULL,"181.66","646.18",NULL
2,NULL,NULL,NULL,"104.55","4102.3",NULL
2,NULL,NULL,NULL,"135.64","1594.1",NULL
2,NULL,NULL,NULL,"78.33","3535.68",NULL
1,NULL,NULL,NULL,"-3100",NULL,NULL
2,NULL,NULL,NULL,"53.04","4005.07",NULL
2,NULL,NULL,NULL,"678","453","MSL"
1,NULL,NULL,NULL,"-1174","-1174",NULL
2,NULL,NULL,NULL,"120.09","3635.65",NULL
2,NULL,NULL,NULL,"188.37","946.1",NULL
2,NULL,NULL,NULL,"159.6","-464.4","MSL"
2,NULL,NULL,NULL,"620","496","MSL"
1,NULL,NULL,NULL,"630",NULL,NULL
2,NULL,NULL,NULL,"134.72","950.98",NULL
1,NULL,NULL,NULL,"-105",NULL,NULL
2,NULL,NULL,NULL,"90.22","527.3",NULL
1,NULL,NULL,NULL,"558",NULL,NULL
2,NULL,NULL,NULL,"96.01","1514.86",NULL
2,NULL,NULL,NULL,"-4696",NULL,NULL
1,NULL,NULL,NULL,"3649.6",NULL,NULL
2,NULL,NULL,NULL,"363",NULL,NULL
1,NULL,NULL,NULL,"-1591.90459173",NULL,NULL
1,NULL,NULL,NULL,"-84",NULL,NULL
1,NULL,NULL,NULL,"-2519.93",NULL,NULL
2,NULL,NULL,NULL,"100","-1443","MSL"
1,NULL,NULL,NULL,"-3071.19983536",NULL,NULL
2,NULL,NULL,NULL,"3046",NULL,NULL
1,NULL,NULL,NULL,"-115.2",NULL,NULL
1,NULL,NULL,NULL,"-826.41",NULL,NULL
2,NULL,NULL,NULL,"121.92","844.3",NULL
2,NULL,NULL,NULL,"182.27","408.43",NULL
2,NULL,NULL,NULL,"38",NULL,NULL
2,NULL,NULL,NULL,"161.54","656.84",NULL
2,NULL,NULL,NULL,"47.55","-1308.81",NULL
2,NULL,NULL,NULL,"108.2","1091.18",NULL
2,NULL,NULL,NULL,"184.71","1158.24",NULL
2,NULL,NULL,NULL,"185.32","426.72",NULL
2,NULL,NULL,NULL,"23.16","613.56",NULL
1,"140","150","cm","159",NULL,NULL
2,NULL,NULL,NULL,"112.17","560.83",NULL
2,NULL,NULL,NULL,"197.82","1031.44",NULL
2,NULL,NULL,NULL,"124.36","1086.61",NULL
2,NULL,NULL,NULL,"152.4","981.46",NULL
1,NULL,NULL,NULL,"-533.397872",NULL,NULL
2,NULL,NULL,NULL,"153.01","-370.64",NULL
2,NULL,NULL,NULL,"-3075.4",NULL,NULL
2,NULL,NULL,NULL,"-4420",NULL,NULL
1,NULL,NULL,NULL,"-1518.04",NULL,NULL
2,NULL,NULL,NULL,"47.24","1783.08",NULL
2,NULL,NULL,NULL,"142.95","987.55",NULL
2,NULL,NULL,NULL,"144.48","713.54",NULL
2,NULL,NULL,NULL,"24.38","1466.7",NULL
2,NULL,NULL,NULL,"108.2","3703.62",NULL
2,NULL,NULL,NULL,"169.77","874.17",NULL
2,NULL,NULL,NULL,"768","588","MSL"
2,NULL,NULL,NULL,"-4430.4",NULL,NULL
2,NULL,NULL,NULL,"107.29","691.9",NULL
1,NULL,NULL,NULL,"-2707.849",NULL,NULL
2,NULL,NULL,NULL,"104.85","987.55",NULL
1,NULL,NULL,NULL,"610.4",NULL,"MSL"
2,NULL,NULL,NULL,"103.33","92.96",NULL
2,NULL,NULL,NULL,"200.25","464.82",NULL
2,NULL,NULL,NULL,"165.2","510.54",NULL
2,NULL,NULL,NULL,"1163",NULL,NULL
2,NULL,NULL,NULL,"108.2","624.84",NULL
2,"270","280","cm",NULL,NULL,NULL
2,NULL,NULL,NULL,"21.34","5567.78",NULL
2,NULL,NULL,NULL,"43.59","1015.9",NULL
2,NULL,NULL,NULL,"113.69","641.6",NULL
2,NULL,NULL,NULL,"150.57","894.59",NULL
2,NULL,NULL,NULL,"137.46","792.48",NULL
2,NULL,NULL,NULL,"-3296.4",NULL,NULL
2,NULL,NULL,NULL,"4838",NULL,NULL
2,NULL,NULL,NULL,"85.95","3526.54",NULL
2,NULL,NULL,NULL,"196.29","574.55",NULL
2,NULL,NULL,NULL,"162.15","527.3",NULL
2,NULL,NULL,NULL,"-545.9",NULL,NULL
2,NULL,NULL,NULL,"191.11","809.55",NULL
2,NULL,NULL,NULL,"107.29","1530.1",NULL
1,NULL,NULL,NULL,"-972",NULL,NULL
2,NULL,NULL,NULL,"89.31","373.99",NULL
2,NULL,NULL,NULL,"-2110",NULL,NULL
2,NULL,NULL,NULL,"140","-10691",NULL
2,NULL,NULL,NULL,"199.34","874.78",NULL
2,NULL,NULL,NULL,"0.3","5419.34",NULL
1,NULL,NULL,NULL,"2300",NULL,NULL
1,NULL,NULL,NULL,"-2124.85",NULL,NULL
2,NULL,NULL,NULL,"183.79","888.8",NULL
1,NULL,NULL,NULL,"-1594.8",NULL,NULL
1,NULL,NULL,NULL,"110",NULL,NULL
2,NULL,NULL,NULL,"206.04","1009.5",NULL
2,NULL,NULL,NULL,"110.64","1676.4",NULL
2,NULL,NULL,NULL,"87.17","3438.75",NULL
2,NULL,NULL,NULL,"310.53",NULL,NULL
1,NULL,NULL,NULL,"-104",NULL,NULL
2,NULL,NULL,NULL,"-1909.9",NULL,NULL
2,NULL,NULL,NULL,"146.91","903.73",NULL
2,NULL,NULL,NULL,"185.93","545.59",NULL
2,NULL,NULL,NULL,"103.02","598.93",NULL
1,NULL,NULL,NULL,"-2415.62901",NULL,NULL
2,NULL,NULL,NULL,"-1015.8",NULL,NULL
2,NULL,NULL,NULL,"161.85","455.68",NULL
2,NULL,NULL,NULL,"765","465","MSL"
2,NULL,NULL,NULL,"590","525","MSL"
2,NULL,NULL,NULL,"273","-12227",NULL
2,NULL,NULL,NULL,"-2504",NULL,NULL
1,NULL,NULL,NULL,"1000",NULL,NULL
2,NULL,NULL,NULL,"170.08","1019.56",NULL
2,NULL,NULL,NULL,"114.91","1143",NULL
2,NULL,NULL,NULL,"156.06","627.89",NULL
2,NULL,NULL,NULL,"170.69","552.91",NULL
1,NULL,NULL,NULL,"-2590",NULL,NULL
2,NULL,NULL,NULL,"121.8","-1438.2","MSL"
1,NULL,NULL,NULL,"-3413.103",NULL,NULL
2,NULL,NULL,NULL,"-1069.5",NULL,NULL
2,NULL,NULL,NULL,"113.69","-4100.17",NULL
2,NULL,NULL,NULL,"-4645.3",NULL,NULL
2,NULL,NULL,NULL,"136.25","563.88",NULL
2,NULL,NULL,NULL,"116.74","938.78",NULL
2,NULL,NULL,NULL,"106.68","1110.69",NULL
2,NULL,NULL,NULL,"98.76","1239.01",NULL
2,NULL,NULL,NULL,"159.8","-847.2","MSL"
1,NULL,NULL,NULL,"3847",NULL,NULL
2,NULL,NULL,NULL,"68.28","929.03",NULL
2,NULL,NULL,NULL,"29.64",NULL,NULL
2,NULL,NULL,NULL,"167.64","1234.44",NULL
2,NULL,NULL,NULL,"106.68","1834.9",NULL
1,NULL,NULL,NULL,"-38.8",NULL,NULL
1,NULL,NULL,NULL,"205.1",NULL,"MSL"
2,NULL,NULL,NULL,"-3042.2",NULL,NULL
2,NULL,NULL,NULL,"149.05","554.74",NULL
1,NULL,NULL,NULL,"-721.78",NULL,NULL
2,NULL,NULL,NULL,"131.06","752.86",NULL
2,NULL,NULL,NULL,"108.81","1548.38",NULL
1,NULL,NULL,NULL,"-1351.32",NULL,NULL
2,NULL,NULL,NULL,"289.56","-624.54",NULL
2,NULL,NULL,NULL,"655","490","MSL"
1,"250","270","cm","153",NULL,NULL
2,NULL,NULL,NULL,"189.28","-567.54",NULL
1,NULL,NULL,NULL,"-2587",NULL,NULL
1,NULL,NULL,NULL,"-2100",NULL,NULL
2,NULL,NULL,NULL,"121.92","792.48",NULL
1,NULL,NULL,NULL,"-2200",NULL,NULL
2,NULL,NULL,NULL,"156.67","487.68",NULL
1,NULL,NULL,NULL,"-21.5",NULL,NULL
2,NULL,NULL,NULL,"16.76","425.81",NULL
2,NULL,NULL,NULL,"163.07","464.82",NULL
1,NULL,NULL,NULL,"1367",NULL,NULL
2,NULL,NULL,NULL,"224.03","1185.67",NULL
1,NULL,NULL,NULL,"-1631.4",NULL,NULL
2,NULL,NULL,NULL,"127.41","591.31",NULL
2,NULL,NULL,NULL,"63.7","-1004.93",NULL
2,NULL,NULL,NULL,"168.86","647.7",NULL
2,NULL,NULL,NULL,"72.54","4465.62",NULL
2,NULL,NULL,NULL,"464","-1582","MSL"
2,NULL,NULL,NULL,"363.06",NULL,NULL
1,NULL,NULL,NULL,"-2179.27689366",NULL,NULL
2,NULL,NULL,NULL,"105.16","1162.81",NULL
2,NULL,NULL,NULL,"120.09","355.4",NULL
2,NULL,NULL,NULL,"117.35","1467.61",NULL
1,NULL,NULL,NULL,"625",NULL,NULL
2,NULL,NULL,NULL,"154.53","554.74",NULL
2,NULL,NULL,NULL,"132.28","344.73",NULL
2,NULL,NULL,NULL,"45.72","2341.47",NULL
2,NULL,NULL,NULL,"172.21","624.54",NULL
1,NULL,NULL,NULL,"790",NULL,NULL
2,NULL,NULL,NULL,"169.16","860.76",NULL
1,NULL,NULL,NULL,"-1941.456986",NULL,NULL
2,NULL,NULL,NULL,"190.5","78.03",NULL
2,NULL,NULL,NULL,"26.21","4764.94",NULL
2,NULL,NULL,NULL,"26.21","624.84",NULL
1,NULL,NULL,NULL,"1835",NULL,NULL
2,NULL,NULL,NULL,"404",NULL,NULL
2,NULL,NULL,NULL,"79.55","3581.4",NULL
2,NULL,NULL,NULL,"129.54","1178.05",NULL
1,NULL,NULL,NULL,"-3728",NULL,NULL
2,NULL,NULL,NULL,"135.64","434.34",NULL
2,NULL,NULL,NULL,"103.63","768.1",NULL
2,NULL,NULL,NULL,"112.78",NULL,NULL
2,NULL,NULL,NULL,"138.07","470.92",NULL
2,NULL,NULL,NULL,"-4796",NULL,NULL
1,NULL,NULL,NULL,"-20.79",NULL,"NAVD88"
2,NULL,NULL,NULL,"67.97","3470.15",NULL
1,NULL,NULL,NULL,"-55.311",NULL,NULL
2,NULL,NULL,NULL,"191.41","-3786.23",NULL
2,NULL,NULL,NULL,"99.97","762",NULL
2,NULL,NULL,NULL,"154.23","646.18",NULL
2,NULL,NULL,NULL,"102.11","-1452.37",NULL
2,NULL,NULL,NULL,"141.73","789.43",NULL
2,NULL,NULL,NULL,"86.26","3478.07",NULL
1,"20","30","cm","2582",NULL,NULL
2,NULL,NULL,NULL,"85","-491","MSL"
2,NULL,NULL,NULL,"-4768",NULL,NULL
2,NULL,NULL,NULL,"108.2","1045.46",NULL
2,NULL,NULL,NULL,"134.72","390.14",NULL
1,NULL,NULL,NULL,"-103.9",NULL,NULL
2,NULL,NULL,NULL,"97.54","126.49",NULL
1,NULL,NULL,NULL,"-2236.82",NULL,NULL
1,NULL,NULL,NULL,"-3662",NULL,NULL
1,"170","180","cm","164",NULL,NULL
2,NULL,NULL,NULL,"240","-13914",NULL
2,NULL,NULL,NULL,"2681",NULL,NULL
1,NULL,NULL,NULL,"-830.8",NULL,NULL
2,NULL,NULL,NULL,"31.09","4730.5",NULL
1,NULL,NULL,NULL,"-2367.564683",NULL,NULL
1,NULL,NULL,NULL,"-2011.21847158",NULL,NULL
2,NULL,NULL,NULL,"138.38","995.17",NULL
2,NULL,NULL,NULL,"145.08","701.04",NULL
2,NULL,NULL,NULL,"135.03","746.76",NULL
1,NULL,NULL,NULL,"-966",NULL,NULL
1,NULL,NULL,NULL,"-1916.23",NULL,NULL
2,NULL,NULL,NULL,"121.01","992.73",NULL
2,NULL,NULL,NULL,"117.65","1463.04",NULL
2,NULL,NULL,NULL,"-1650.2",NULL,NULL
1,NULL,NULL,NULL,"670","670","NAVD88"
2,NULL,NULL,NULL,"174.96","905.26",NULL
2,NULL,NULL,NULL,"164.59","602.28",NULL
2,NULL,NULL,NULL,"-1593.5",NULL,NULL
2,NULL,NULL,NULL,"-2407.4",NULL,NULL
1,NULL,NULL,NULL,"-988.61",NULL,NULL
2,NULL,NULL,NULL,"128.02","958.6",NULL
2,NULL,NULL,NULL,"112.78","977.49",NULL
1,NULL,NULL,NULL,"1919.81",NULL,NULL
2,NULL,NULL,NULL,"109.42","1411.22",NULL
2,NULL,NULL,NULL,"44.5","133.2",NULL
2,NULL,NULL,NULL,"125","-770","MSL"
2,NULL,NULL,NULL,"27.13","-3827.07",NULL
2,NULL,NULL,NULL,"154.84","541.32",NULL
2,NULL,NULL,NULL,"94.79","1036.32",NULL
2,NULL,NULL,NULL,"167.03","632.46",NULL
1,NULL,NULL,NULL,"-1178.731167",NULL,NULL
2,NULL,NULL,NULL,"199.64","441.96",NULL
2,NULL,NULL,NULL,"175.26","633.98",NULL
2,NULL,NULL,NULL,"30.78","-986.95",NULL
2,NULL,NULL,NULL,"79.86","1234.44",NULL
2,NULL,NULL,NULL,"79.86","-4172.71",NULL
1,NULL,NULL,NULL,"-294",NULL,NULL
2,NULL,NULL,NULL,"160.32","842.77",NULL
1,NULL,NULL,NULL,"-1728.64333",NULL,NULL
1,NULL,NULL,NULL,"-121.8",NULL,NULL
2,NULL,NULL,NULL,"570","387","MSL"
2,NULL,NULL,NULL,"128.02","874.78",NULL
2,NULL,NULL,NULL,"198.73","509.02",NULL
2,NULL,NULL,NULL,"83.21","4791.15",NULL
1,NULL,NULL,NULL,"-70.91724455",NULL,NULL
2,NULL,NULL,NULL,"97.99",NULL,NULL
2,NULL,NULL,NULL,"133.81","1319.78",NULL
2,NULL,NULL,NULL,"6.71","1809.9",NULL
2,NULL,NULL,NULL,"-3192.2",NULL,NULL
1,NULL,NULL,NULL,"-1064.19",NULL,NULL
2,NULL,NULL,NULL,"166.42","777.24",NULL
2,NULL,NULL,NULL,"142.95","691.9",NULL
1,NULL,NULL,NULL,"-40.4",NULL,NULL
2,NULL,NULL,NULL,"-1240",NULL,NULL
1,NULL,NULL,NULL,"-430",NULL,NULL
2,NULL,NULL,NULL,"157.58","381",NULL
2,NULL,NULL,NULL,"1158",NULL,NULL
2,NULL,NULL,NULL,"207","-736","MSL"
1,NULL,NULL,NULL,"-964.24",NULL,NULL
1,NULL,NULL,NULL,"-797",NULL,NULL
2,NULL,NULL,NULL,"149.66","604.11",NULL
2,NULL,NULL,NULL,"23.16","4148.33",NULL
2,NULL,NULL,NULL,"1453.03",NULL,NULL
2,NULL,NULL,NULL,"83.52","3721.61",NULL
2,NULL,NULL,NULL,"124.05","-1399.95",NULL
2,NULL,NULL,NULL,"-2290",NULL,NULL
2,NULL,NULL,NULL,"145.08","654.41",NULL
2,NULL,NULL,NULL,"-4878.3",NULL,NULL
2,NULL,NULL,NULL,"-1331",NULL,NULL
2,NULL,NULL,NULL,"113.39","1127.76",NULL
2,NULL,NULL,NULL,"109.42","4405.88",NULL
2,NULL,NULL,NULL,"50.6","2998.93",NULL
2,NULL,NULL,NULL,"-4623.8",NULL,NULL
2,NULL,NULL,NULL,"98.76","1920.24",NULL
1,NULL,NULL,NULL,"1464",NULL,NULL
1,NULL,NULL,NULL,"-2158",NULL,NULL
