"sample_type_id","depth_min","depth_max","depth_scale","elevation","elevation_end","vertical_datum"
2,NULL,NULL,NULL,"128.02","864.11",NULL
2,NULL,NULL,NULL,"146.3","533.4",NULL
1,NULL,NULL,NULL,"-5633",NULL,NULL
2,NULL,NULL,NULL,"345.96",NULL,NULL
2,NULL,NULL,NULL,"107.59","3506.72",NULL
1,NULL,NULL,NULL,"-169",NULL,NULL
1,NULL,NULL,NULL,"-556",NULL,NULL
2,NULL,NULL,NULL,"211.84","-107.9",NULL
2,NULL,NULL,NULL,"139.9","851.92",NULL
1,NULL,NULL,NULL,"-2921.45683884",NULL,NULL
2,NULL,NULL,NULL,"174.86","-601.14","MSL"
2,NULL,NULL,NULL,"158.5","1075.33",NULL
2,NULL,NULL,NULL,"184.4","1009.19",NULL
2,NULL,NULL,NULL,"38.1","1240.84",NULL
