s	label	match
<https://w3id.org/geochem/1.0/mingroup/2380>	Lepidolite	<https://www.mindat.org/1:1:2380:7>
gcmin:lepkhenelmite-zn	Lepkhenelmite-Zn	<https://www.mindat.org/1:1:26521:4>
gcmin:lermontovite	Lermontovite	<https://www.mindat.org/1:1:2381:4>
gcmin:lesukite	Lesukite	<https://www.mindat.org/1:1:7153:2>
gcmin:letovicite	Letovicite	<https://www.mindat.org/1:1:2382:1>
gcmin:leucite	Leucite	<https://www.mindat.org/1:1:2465:1>
gcmin:leucophanite	Leucophanite	<https://www.mindat.org/1:1:2383:8>
gcmin:leucophoenicite	Leucophoenicite	<https://www.mindat.org/1:1:2384:5>
<https://w3id.org/geochem/1.0/mingroup/46181>	Leucophoenicite Subgroup	<https://www.mindat.org/1:1:46181:8>
gcmin:leucophosphite	Leucophosphite	<https://www.mindat.org/1:1:2385:2>
<https://w3id.org/geochem/1.0/mingroup/35756>	Leucophosphite Group	<https://www.mindat.org/1:1:35756:0>
gcmin:leucosphenite	Leucosphenite	<https://www.mindat.org/1:1:2386:9>
gcmin:leucostaurite	Leucostaurite	<https://www.mindat.org/1:1:35579:3>
gcmin:levantite	Levantite	<https://www.mindat.org/1:1:51837:4>
gcmin:levinsonite-y	Levinsonite-(Y)	<https://www.mindat.org/1:1:7024:5>
gcmin:leydetite	Leydetite	<https://www.mindat.org/1:1:43586:8>
gcmin:leoszilardite	Leószilárdite	<https://www.mindat.org/1:1:47785:5>
gcmin:liandratite	Liandratite	<https://www.mindat.org/1:1:2391:3>
gcmin:liberite	Liberite	<https://www.mindat.org/1:1:2393:7>
gcmin:libethenite	Libethenite	<https://www.mindat.org/1:1:2394:4>
gcmin:liebauite	Liebauite	<https://www.mindat.org/1:1:2396:8>
gcmin:liebenbergite	Liebenbergite	<https://www.mindat.org/1:1:2397:5>
gcmin:liebermannite	Liebermannite	<https://www.mindat.org/1:1:45898:4>
gcmin:liebigite	Liebigite	<https://www.mindat.org/1:1:2398:2>
gcmin:likasite	Likasite	<https://www.mindat.org/1:1:2399:9>
gcmin:lileyite	Lileyite	<https://www.mindat.org/1:1:41955:0>
gcmin:lillianite	Lillianite	<https://www.mindat.org/1:1:2400:2>
<https://w3id.org/geochem/1.0/mingroup/47733>	Lillianite Homologous Series	<https://www.mindat.org/1:1:47733:2>
gcmin:lime	Lime	<https://www.mindat.org/1:1:2401:9>
gcmin:linarite	Linarite	<https://www.mindat.org/1:1:2403:3>
<https://w3id.org/geochem/1.0/mingroup/32670>	Linarite-Chenite Group	<https://www.mindat.org/1:1:32670:0>
gcmin:lindackerite	Lindackerite	<https://www.mindat.org/1:1:2404:0>
<https://w3id.org/geochem/1.0/mingroup/39589>	Lindackerite Group	<https://www.mindat.org/1:1:39589:8>
<https://w3id.org/geochem/1.0/mingroup/46452>	Lindackerite Supergroup	<https://www.mindat.org/1:1:46452:3>
gcmin:lindbergite	Lindbergite	<https://www.mindat.org/1:1:26578:2>
gcmin:lindgrenite	Lindgrenite	<https://www.mindat.org/1:1:2405:7>
gcmin:lindqvistite	Lindqvistite	<https://www.mindat.org/1:1:2406:4>
gcmin:lindsleyite	Lindsleyite	<https://www.mindat.org/1:1:2407:1>
gcmin:lindstromite	Lindströmite	<https://www.mindat.org/1:1:2408:8>
gcmin:lingbaoite	Lingbaoite	<https://www.mindat.org/1:1:53671:4>
gcmin:linnaeite	Linnaeite	<https://www.mindat.org/1:1:2409:5>
<https://w3id.org/geochem/1.0/mingroup/52935>	Linnaeite Subgroup	<https://www.mindat.org/1:1:52935:2>
gcmin:lintisite	Lintisite	<https://www.mindat.org/1:1:2410:1>
gcmin:linzhiite	Linzhiite	<https://www.mindat.org/1:1:40150:6>
gcmin:liottite	Liottite	<https://www.mindat.org/1:1:2411:8>
gcmin:lipscombite	Lipscombite	<https://www.mindat.org/1:1:2412:5>
gcmin:liroconite	Liroconite	<https://www.mindat.org/1:1:2413:2>
gcmin:lisetite	Lisetite	<https://www.mindat.org/1:1:2414:9>
gcmin:lishizhenite	Lishizhenite	<https://www.mindat.org/1:1:2415:6>
gcmin:lisiguangite	Lisiguangite	<https://www.mindat.org/1:1:31586:5>
gcmin:lisitsynite	Lisitsynite	<https://www.mindat.org/1:1:10316:3>
gcmin:liskeardite	Liskeardite	<https://www.mindat.org/1:1:2416:3>
gcmin:lislkirchnerite	Lislkirchnerite	<https://www.mindat.org/1:1:46822:8>
gcmin:litharge	Litharge	<https://www.mindat.org/1:1:2466:8>
gcmin:lithiomarsturite	Lithiomarsturite	<https://www.mindat.org/1:1:2417:0>
gcmin:lithiophilite	Lithiophilite	<https://www.mindat.org/1:1:2418:7>
gcmin:lithiophorite	Lithiophorite	<https://www.mindat.org/1:1:2419:4>
gcmin:lithiophosphate	Lithiophosphate	<https://www.mindat.org/1:1:2420:0>
gcmin:lithiotantite	Lithiotantite	<https://www.mindat.org/1:1:2390:6>
gcmin:lithiowodginite	Lithiowodginite	<https://www.mindat.org/1:1:2392:0>
<https://w3id.org/geochem/1.0/mingroup/9390>	Lithium Amphibole Subgroup	<https://www.mindat.org/1:1:9390:9>
gcmin:lithosite	Lithosite	<https://www.mindat.org/1:1:2421:7>
gcmin:litidionite	Litidionite	<https://www.mindat.org/1:1:2422:4>
<https://w3id.org/geochem/1.0/mingroup/46027>	Litidionite Group	<https://www.mindat.org/1:1:46027:1>
gcmin:litochlebite	Litochlebite	<https://www.mindat.org/1:1:39637:4>
gcmin:litvinskite	Litvinskite	<https://www.mindat.org/1:1:11437:2>
gcmin:liveingite	Liveingite	<https://www.mindat.org/1:1:2423:1>
gcmin:liversidgeite	Liversidgeite	<https://www.mindat.org/1:1:39211:0>
gcmin:livingstonite	Livingstonite	<https://www.mindat.org/1:1:2424:8>
gcmin:lizardite	Lizardite	<https://www.mindat.org/1:1:2425:5>
gcmin:lokkaite-y	Lokkaite-(Y)	<https://www.mindat.org/1:1:2427:9>
gcmin:lomonosovite	Lomonosovite	<https://www.mindat.org/1:1:2428:6>
gcmin:londonite	Londonite	<https://www.mindat.org/1:1:7082:5>
gcmin:lonecreekite	Lonecreekite	<https://www.mindat.org/1:1:2430:9>
gcmin:lonsdaleite	Lonsdaleite	<https://www.mindat.org/1:1:2431:6>
gcmin:loparite-ce	Loparite-(Ce)	<https://www.mindat.org/1:1:2432:3>
gcmin:lopatkaite	Lopatkaite	<https://www.mindat.org/1:1:43603:4>
gcmin:loranskite-y	Loranskite-(Y)	<https://www.mindat.org/1:1:2435:4>
gcmin:lorenzenite	Lorenzenite	<https://www.mindat.org/1:1:2436:1>
gcmin:lorandite	Lorándite	<https://www.mindat.org/1:1:2434:7>
gcmin:loseyite	Loseyite	<https://www.mindat.org/1:1:2438:5>
gcmin:lotharmeyerite	Lotharmeyerite	<https://www.mindat.org/1:1:2439:2>
gcmin:loudounite	Loudounite	<https://www.mindat.org/1:1:2440:8>
gcmin:loughlinite	Loughlinite	<https://www.mindat.org/1:1:2441:5>
gcmin:lourenswalsite	Lourenswalsite	<https://www.mindat.org/1:1:2442:2>
gcmin:lovdarite	Lovdarite	<https://www.mindat.org/1:1:2443:9>
gcmin:loveringite	Loveringite	<https://www.mindat.org/1:1:2444:6>
gcmin:lovozerite	Lovozerite	<https://www.mindat.org/1:1:2445:3>
<https://w3id.org/geochem/1.0/mingroup/29304>	Lovozerite Group	<https://www.mindat.org/1:1:29304:0>
gcmin:low-calciumpyroxene	Low-calcium pyroxene	<https://www.mindat.org/1:1:47878:4>
gcmin:luanheite	Luanheite	<https://www.mindat.org/1:1:2447:7>
gcmin:luanshiweiite	Luanshiweiite	<https://www.mindat.org/1:1:42731:9>
gcmin:luberoite	Luberoite	<https://www.mindat.org/1:1:2448:4>
gcmin:lucabindiite	Lucabindiite	<https://www.mindat.org/1:1:41602:1>
<https://w3id.org/geochem/1.0/mingroup/471029>	Lucabindiite Group	<https://www.mindat.org/1:1:471029:1>
gcmin:lucasite-ce	Lucasite-(Ce)	<https://www.mindat.org/1:1:2449:1>
gcmin:lucchesiite	Lucchesiite	<https://www.mindat.org/1:1:46794:6>
gcmin:luddenite	Luddenite	<https://www.mindat.org/1:1:2450:7>
gcmin:ludjibaite	Ludjibaite	<https://www.mindat.org/1:1:2451:4>
gcmin:ludlamite	Ludlamite	<https://www.mindat.org/1:1:2452:1>
<https://w3id.org/geochem/1.0/mingroup/53340>	Ludlamite Group	<https://www.mindat.org/1:1:53340:7>
gcmin:ludlockite	Ludlockite	<https://www.mindat.org/1:1:2453:8>
gcmin:ludwigite	Ludwigite	<https://www.mindat.org/1:1:2454:5>
<https://w3id.org/geochem/1.0/mingroup/29305>	Ludwigite Group	<https://www.mindat.org/1:1:29305:9>
gcmin:lueshite	Lueshite	<https://www.mindat.org/1:1:2455:2>
gcmin:luetheite	Luetheite	<https://www.mindat.org/1:1:2456:9>
gcmin:luinaite-oh	Luinaite-(OH)	<https://www.mindat.org/1:1:39672:7>
gcmin:lukechangite-ce	Lukechangite-(Ce)	<https://www.mindat.org/1:1:7159:4>
gcmin:lukkulaisvaaraite	Lukkulaisvaaraite	<https://www.mindat.org/1:1:46061:5>
gcmin:lukrahnite	Lukrahnite	<https://www.mindat.org/1:1:11010:9>
gcmin:lulzacite	Lulzacite	<https://www.mindat.org/1:1:7058:0>
gcmin:lunokite	Lun'okite	<https://www.mindat.org/1:1:2457:6>
gcmin:lunijianlaite	Lunijianlaite	<https://www.mindat.org/1:1:2459:0>
gcmin:luobusaite	Luobusaite	<https://www.mindat.org/1:1:7677:3>
gcmin:lusernaite-y	Lusernaite-(Y)	<https://www.mindat.org/1:1:42734:6>
gcmin:luxembourgite	Luxembourgite	<https://www.mindat.org/1:1:53538:0>
gcmin:luzonite	Luzonite	<https://www.mindat.org/1:1:2461:3>
gcmin:lyonsite	Lyonsite	<https://www.mindat.org/1:1:2464:4>
gcmin:langbanite	Långbanite	<https://www.mindat.org/1:1:2319:7>
gcmin:langbanshyttanite	Långbanshyttanite	<https://www.mindat.org/1:1:41130:9>
gcmin:lavenite	Låvenite	<https://www.mindat.org/1:1:2462:0>
gcmin:levyclaudite	Lévyclaudite	<https://www.mindat.org/1:1:2387:6>
gcmin:levyne-ca	Lévyne-Ca	<https://www.mindat.org/1:1:7154:9>
gcmin:levyne-na	Lévyne-Na	<https://www.mindat.org/1:1:7155:6>
gcmin:lopezite	Lópezite	<https://www.mindat.org/1:1:2433:0>
gcmin:lollingite	Löllingite	<https://www.mindat.org/1:1:2426:2>
<https://w3id.org/geochem/1.0/mingroup/29303>	Löllingite Group	<https://www.mindat.org/1:1:29303:1>
gcmin:loweite	Löweite	<https://www.mindat.org/1:1:2463:7>
gcmin:luneburgite	Lüneburgite	<https://www.mindat.org/1:1:2458:3>
gcmin:macaulayite	Macaulayite	<https://www.mindat.org/1:1:2505:4>
gcmin:macdonaldite	Macdonaldite	<https://www.mindat.org/1:1:2506:1>
gcmin:macedonite	Macedonite	<https://www.mindat.org/1:1:2507:8>
gcmin:macfallite	Macfallite	<https://www.mindat.org/1:1:2508:5>
gcmin:machatschkiite	Machatschkiite	<https://www.mindat.org/1:1:2510:8>
gcmin:machiite	Machiite	<https://www.mindat.org/1:1:50775:8>
gcmin:mackayite	Mackayite	<https://www.mindat.org/1:1:2511:5>
gcmin:mackinawite	Mackinawite	<https://www.mindat.org/1:1:2512:2>
gcmin:macphersonite	Macphersonite	<https://www.mindat.org/1:1:2513:9>
gcmin:macquartite	Macquartite	<https://www.mindat.org/1:1:2514:6>
gcmin:madeiraite	Madeiraite	<https://www.mindat.org/1:1:55695:8>
gcmin:madocite	Madocite	<https://www.mindat.org/1:1:2517:7>
gcmin:magadiite	Magadiite	<https://www.mindat.org/1:1:2530:6>
gcmin:magbasite	Magbasite	<https://www.mindat.org/1:1:2531:3>
gcmin:maghagendorfite	Maghagendorfite	<https://www.mindat.org/1:1:2532:0>
gcmin:maghemite	Maghemite	<https://www.mindat.org/1:1:2533:7>
gcmin:maghrebite	Maghrebite	<https://www.mindat.org/1:1:28948:1>
<https://w3id.org/geochem/1.0/mingroup/46445>	Maghrebite Group	<https://www.mindat.org/1:1:46445:3>
gcmin:magnesio-arfvedsonite	Magnesio-arfvedsonite	<https://www.mindat.org/1:1:2537:5>
gcmin:magnesio-ferri-fluoro-hornblende	Magnesio-ferri-fluoro-hornblende	<https://www.mindat.org/1:1:43393:0>
gcmin:magnesio-fluoro-arfvedsonite	Magnesio-fluoro-arfvedsonite	<https://www.mindat.org/1:1:10334:9>
gcmin:magnesio-fluoro-hastingsite	Magnesio-fluoro-hastingsite	<https://www.mindat.org/1:1:27442:5>
gcmin:magnesio-foitite	Magnesio-foitite	<https://www.mindat.org/1:1:7162:4>
gcmin:magnesio-hastingsite	Magnesio-hastingsite	<https://www.mindat.org/1:1:2483:5>
gcmin:magnesio-hornblende	Magnesio-hornblende	<https://www.mindat.org/1:1:2524:5>
gcmin:magnesio-lucchesiite	Magnesio-lucchesiite	<https://www.mindat.org/1:1:53688:4>
gcmin:magnesio-riebeckite	Magnesio-riebeckite	<https://www.mindat.org/1:1:2518:4>
gcmin:magnesioaubertite	Magnesioaubertite	<https://www.mindat.org/1:1:2521:4>
gcmin:magnesiocarpholite	Magnesiocarpholite	<https://www.mindat.org/1:1:2500:9>
gcmin:magnesiochloritoid	Magnesiochloritoid	<https://www.mindat.org/1:1:2497:2>
gcmin:magnesiochlorophoenicite	Magnesiochlorophoenicite	<https://www.mindat.org/1:1:2499:6>
gcmin:magnesiochromite	Magnesiochromite	<https://www.mindat.org/1:1:2493:4>
gcmin:magnesiocopiapite	Magnesiocopiapite	<https://www.mindat.org/1:1:2486:6>
gcmin:magnesiocoulsonite	Magnesiocoulsonite	<https://www.mindat.org/1:1:2476:7>
gcmin:magnesiodumortierite	Magnesiodumortierite	<https://www.mindat.org/1:1:2473:6>
gcmin:magnesioferrite	Magnesioferrite	<https://www.mindat.org/1:1:2501:6>
gcmin:magnesiohulsite	Magnesiohulsite	<https://www.mindat.org/1:1:2498:9>
<https://w3id.org/geochem/1.0/mingroup/56065>	Magnesiohögbomite subgroup	<https://www.mindat.org/1:1:56065:0>
gcmin:magnesiohogbomite-2n3s	Magnesiohögbomite-2N3S	<https://www.mindat.org/1:1:11448:8>
gcmin:magnesiohogbomite-2n4s	Magnesiohögbomite-2N4S	<https://www.mindat.org/1:1:43330:1>
gcmin:magnesiohogbomite-6n12s	Magnesiohögbomite-6N12S	<https://www.mindat.org/1:1:55042:2>
gcmin:magnesiohogbomite-6n6s	Magnesiohögbomite-6N6S	<https://www.mindat.org/1:1:11447:9>
gcmin:magnesiokoritnigite	Magnesiokoritnigite	<https://www.mindat.org/1:1:43924:4>
gcmin:magnesioleydetite	Magnesioleydetite	<https://www.mindat.org/1:1:52172:1>
gcmin:magnesioneptunite	Magnesioneptunite	<https://www.mindat.org/1:1:39449:1>
<https://w3id.org/geochem/1.0/mingroup/56069>	Magnesionigerite subgroup	<https://www.mindat.org/1:1:56069:6>
gcmin:magnesionigerite-6n6s	Magnesionigerite-6N6S	<https://www.mindat.org/1:1:11445:1>
gcmin:magnesiopascoite	Magnesiopascoite	<https://www.mindat.org/1:1:32206:9>
gcmin:magnesiorowlandite-y	Magnesiorowlandite-(Y)	<https://www.mindat.org/1:1:42701:8>
gcmin:magnesiostaurolite	Magnesiostaurolite	<https://www.mindat.org/1:1:2479:8>
<https://w3id.org/geochem/1.0/mingroup/56071>	Magnesiotaaffeite subgroup	<https://www.mindat.org/1:1:56071:1>
gcmin:magnesiotaaffeite-2n2s	Magnesiotaaffeite-2N'2S	<https://www.mindat.org/1:1:3863:4>
gcmin:magnesiotaaffeite-6n3s	Magnesiotaaffeite-6N'3S	<https://www.mindat.org/1:1:2816:1>
gcmin:magnesiovesuvianite	Magnesiovesuvianite	<https://www.mindat.org/1:1:47594:5>
gcmin:magnesiovoltaite	Magnesiovoltaite	<https://www.mindat.org/1:1:47023:2>
gcmin:magnesiozippeite	Magnesiozippeite	<https://www.mindat.org/1:1:2474:3>
gcmin:magnesite	Magnesite	<https://www.mindat.org/1:1:2482:8>
gcmin:magnesium	Magnesium	<https://www.mindat.org/1:1:45888:7>
<https://w3id.org/geochem/1.0/mingroup/43524>	Magnesium-iron-manganese Amphibole Subgroup	<https://www.mindat.org/1:1:43524:8>
gcmin:magnetite	Magnetite	<https://www.mindat.org/1:1:2538:2>
gcmin:magnetoplumbite	Magnetoplumbite	<https://www.mindat.org/1:1:2539:9>
<https://w3id.org/geochem/1.0/mingroup/29306>	Magnetoplumbite Group	<https://www.mindat.org/1:1:29306:8>
<https://w3id.org/geochem/1.0/mingroup/55418>	Magnetoplumbite Group	<https://www.mindat.org/1:1:55418:1>
gcmin:magnioursilite	Magnioursilite	<https://www.mindat.org/1:1:11332:8>
gcmin:magnolite	Magnolite	<https://www.mindat.org/1:1:2542:9>
gcmin:magnussonite	Magnussonite	<https://www.mindat.org/1:1:2543:6>
gcmin:mahnertite	Mahnertite	<https://www.mindat.org/1:1:7165:5>
gcmin:maikainite	Maikainite	<https://www.mindat.org/1:1:29014:0>
gcmin:majakite	Majakite	<https://www.mindat.org/1:1:2545:0>
gcmin:majorite	Majorite	<https://www.mindat.org/1:1:2546:7>
gcmin:makarochkinite	Makarochkinite	<https://www.mindat.org/1:1:2547:4>
gcmin:makatite	Makatite	<https://www.mindat.org/1:1:2548:1>
gcmin:makovickyite	Makovickyite	<https://www.mindat.org/1:1:2549:8>
gcmin:malachite	Malachite	<https://www.mindat.org/1:1:2550:4>
gcmin:malanite	Malanite	<https://www.mindat.org/1:1:2551:1>
gcmin:malayaite	Malayaite	<https://www.mindat.org/1:1:2552:8>
gcmin:maldonite	Maldonite	<https://www.mindat.org/1:1:2553:5>
gcmin:maleevite	Maleevite	<https://www.mindat.org/1:1:25698:8>
gcmin:maletoyvayamite	Maletoyvayamite	<https://www.mindat.org/1:1:53684:8>
gcmin:malhmoodite	Malhmoodite	<https://www.mindat.org/1:1:2544:3>
<https://w3id.org/geochem/1.0/mingroup/55995>	Malhmoodite Group	<https://www.mindat.org/1:1:55995:5>
gcmin:malinkoite	Malinkoite	<https://www.mindat.org/1:1:10317:2>
gcmin:malladrite	Malladrite	<https://www.mindat.org/1:1:2554:2>
gcmin:mallardite	Mallardite	<https://www.mindat.org/1:1:2555:9>
gcmin:mallestigite	Mallestigite	<https://www.mindat.org/1:1:7020:7>
gcmin:malyshevite	Malyshevite	<https://www.mindat.org/1:1:29140:4>
gcmin:mambertiite	Mambertiite	<https://www.mindat.org/1:1:46012:9>
gcmin:mammothite	Mammothite	<https://www.mindat.org/1:1:2556:6>
gcmin:manaevite-ce	Manaevite-(Ce)	<https://www.mindat.org/1:1:53139:3>
gcmin:manaksite	Manaksite	<https://www.mindat.org/1:1:2558:0>
gcmin:manandonite	Manandonite	<https://www.mindat.org/1:1:2559:7>
gcmin:mandarinoite	Mandarinoite	<https://www.mindat.org/1:1:2561:0>
gcmin:maneckiite	Maneckiite	<https://www.mindat.org/1:1:46818:5>
gcmin:manganarsite	Manganarsite	<https://www.mindat.org/1:1:2468:2>
gcmin:manganbabingtonite	Manganbabingtonite	<https://www.mindat.org/1:1:2494:1>
gcmin:manganbelyankinite	Manganbelyankinite	<https://www.mindat.org/1:1:2492:7>
gcmin:manganberzeliite	Manganberzeliite	<https://www.mindat.org/1:1:2480:4>
gcmin:mangangordonite	Mangangordonite	<https://www.mindat.org/1:1:2469:9>
gcmin:manganhumite	Manganhumite	<https://www.mindat.org/1:1:2470:5>
<https://w3id.org/geochem/1.0/mingroup/46187>	Manganhumite Subgroup	<https://www.mindat.org/1:1:46187:2>
gcmin:mangani-obertiite	Mangani-obertiite	<https://www.mindat.org/1:1:27572:5>
gcmin:manganiakasakaite-la	Manganiakasakaite-(La)	<https://www.mindat.org/1:1:51965:6>
gcmin:manganiandrosite-ce	Manganiandrosite-(Ce)	<https://www.mindat.org/1:1:26382:7>
gcmin:manganiandrosite-la	Manganiandrosite-(La)	<https://www.mindat.org/1:1:6801:3>
gcmin:manganiceladonite	Manganiceladonite	<https://www.mindat.org/1:1:46811:2>
gcmin:manganilvaite	Manganilvaite	<https://www.mindat.org/1:1:26363:2>
gcmin:manganite	Manganite	<https://www.mindat.org/1:1:2519:1>
gcmin:manganlotharmeyerite	Manganlotharmeyerite	<https://www.mindat.org/1:1:11206:4>
gcmin:mangano-ferri-eckermannite	Mangano-ferri-eckermannite	<https://www.mindat.org/1:1:2267:1>
gcmin:mangano-mangani-ungarettiite	Mangano-mangani-ungarettiite	<https://www.mindat.org/1:1:4094:1>
gcmin:manganoblodite	Manganoblödite	<https://www.mindat.org/1:1:43343:5>
gcmin:manganochromite	Manganochromite	<https://www.mindat.org/1:1:2475:0>
gcmin:manganoeudialyte	Manganoeudialyte	<https://www.mindat.org/1:1:39640:8>
gcmin:manganohornesite	Manganohörnesite	<https://www.mindat.org/1:1:2495:8>
gcmin:manganokhomyakovite	Manganokhomyakovite	<https://www.mindat.org/1:1:7169:3>
gcmin:manganokukisvumite	Manganokukisvumite	<https://www.mindat.org/1:1:27386:0>
gcmin:manganolangbeinite	Manganolangbeinite	<https://www.mindat.org/1:1:2485:9>
gcmin:manganonaujakasite	Manganonaujakasite	<https://www.mindat.org/1:1:7097:9>
gcmin:manganoneptunite	Manganoneptunite	<https://www.mindat.org/1:1:2564:1>
gcmin:manganonordite-ce	Manganonordite-(Ce)	<https://www.mindat.org/1:1:7170:9>
gcmin:manganoquadratite	Manganoquadratite	<https://www.mindat.org/1:1:41604:9>
gcmin:manganosegelerite	Manganosegelerite	<https://www.mindat.org/1:1:2471:2>
gcmin:manganosite	Manganosite	<https://www.mindat.org/1:1:2503:0>
gcmin:manganostibite	Manganostibite	<https://www.mindat.org/1:1:2528:3>
gcmin:manganotychite	Manganotychite	<https://www.mindat.org/1:1:2529:0>
gcmin:manganvesuvianite	Manganvesuvianite	<https://www.mindat.org/1:1:11475:2>
gcmin:mangazeite	Mangazeite	<https://www.mindat.org/1:1:28888:0>
gcmin:manitobaite	Manitobaite	<https://www.mindat.org/1:1:39331:3>
<https://w3id.org/geochem/1.0/mingroup/53888>	Manitobaite Group	<https://www.mindat.org/1:1:53888:2>
gcmin:manjiroite	Manjiroite	<https://www.mindat.org/1:1:2566:5>
gcmin:mannardite	Mannardite	<https://www.mindat.org/1:1:2567:2>
gcmin:mansfieldite	Mansfieldite	<https://www.mindat.org/1:1:2568:9>
gcmin:mantienneite	Mantienneite	<https://www.mindat.org/1:1:2569:6>
gcmin:maoniupingite-ce	Maoniupingite-(Ce)	<https://www.mindat.org/1:1:27512:3>
gcmin:mapimite	Mapimite	<https://www.mindat.org/1:1:2570:2>
gcmin:mapiquiroite	Mapiquiroite	<https://www.mindat.org/1:1:43876:8>
gcmin:marathonite	Marathonite	<https://www.mindat.org/1:1:50772:1>
gcmin:marcasite	Marcasite	<https://www.mindat.org/1:1:2571:9>
<https://w3id.org/geochem/1.0/mingroup/29308>	Marcasite Group	<https://www.mindat.org/1:1:29308:6>
gcmin:marcobaldiite	Marcobaldiite	<https://www.mindat.org/1:1:47600:5>
gcmin:margaritasite	Margaritasite	<https://www.mindat.org/1:1:2572:6>
gcmin:margarite	Margarite	<https://www.mindat.org/1:1:2573:3>
gcmin:margarosanite	Margarosanite	<https://www.mindat.org/1:1:2574:0>
<https://w3id.org/geochem/1.0/mingroup/55046>	Margarosanite Group	<https://www.mindat.org/1:1:55046:8>
gcmin:marialite	Marialite	<https://www.mindat.org/1:1:2575:7>
gcmin:marianoite	Marianoite	<https://www.mindat.org/1:1:28995:9>
gcmin:maricopaite	Maricopaite	<https://www.mindat.org/1:1:2577:1>
gcmin:mariinskite	Mariinskite	<https://www.mindat.org/1:1:42842:4>
gcmin:marinellite	Marinellite	<https://www.mindat.org/1:1:25638:6>
gcmin:maricite	Mari?ite	<https://www.mindat.org/1:1:2576:4>
gcmin:markascherite	Markascherite	<https://www.mindat.org/1:1:41105:3>
gcmin:markcooperite	Markcooperite	<https://www.mindat.org/1:1:39671:8>
gcmin:markhininite	Markhininite	<https://www.mindat.org/1:1:43569:1>
gcmin:marklite	Marklite	<https://www.mindat.org/1:1:46877:8>
gcmin:marokite	Marokite	<https://www.mindat.org/1:1:2578:8>
<https://w3id.org/geochem/1.0/mingroup/54112>	Marokite Supergroup	<https://www.mindat.org/1:1:54112:3>
gcmin:marrite	Marrite	<https://www.mindat.org/1:1:2579:5>
gcmin:marrucciite	Marrucciite	<https://www.mindat.org/1:1:29260:7>
gcmin:marshite	Marshite	<https://www.mindat.org/1:1:2580:1>
gcmin:marsturite	Marsturite	<https://www.mindat.org/1:1:2581:8>
gcmin:marthozite	Marthozite	<https://www.mindat.org/1:1:2582:5>
gcmin:martinite	Martinite	<https://www.mindat.org/1:1:26345:6>
gcmin:martyite	Martyite	<https://www.mindat.org/1:1:32207:8>
gcmin:marumoite	Marumoite	<https://www.mindat.org/1:1:26404:8>
gcmin:maruyamaite	Maruyamaite	<https://www.mindat.org/1:1:46075:8>
gcmin:marecottite	Marécottite	<https://www.mindat.org/1:1:27152:5>
gcmin:mascagnite	Mascagnite	<https://www.mindat.org/1:1:2584:9>
gcmin:maslovite	Maslovite	<https://www.mindat.org/1:1:2585:6>
gcmin:massicot	Massicot	<https://www.mindat.org/1:1:2587:0>
