"locality","count"
"Mountain Loop Highway, Mount Baker National Forest","1"
"Mountain Mine","1"
"Mountain Parkway","2"
"Mountain View Mine","2"
"Moursund property","1"
"Mousa","1"
"mouth-Camariabou R.","1"
"mouth-Dry Wallibou","1"
"mouth-Wairibishy R.","1"
"mouth of Lairikai","2"
"Mouth, Old Woman Creek National Estuarine Research Reserve","16"
"Movico","3"
"Movico Field","2"
"Mowbowra","2"
"Mowbray Mine","2"
"Mowry Mine","1"
"Moyoro","1"
"MP-100019","3"
"MP-100020","3"
"MP-100021","3"
"MP-100057","3"
"MP-100068","3"
"MP-100166","3"
"MP-100167","3"
"MP-100201","3"
"MP-100379","3"
"MP-100598","3"
"MP-100607","3"
"MP-100656","3"
"MP-100667","3"
"MP-100670","3"
"MP-100747","3"
"MP-100749","3"
"MP-100785","3"
"MP-100819","3"
"MP-100981","3"
"MP-100984","3"
"MP-101022","3"
"MP-101142","3"
"MP-101143","3"
"MP-101276","3"
"MP-101336","3"
"MP-101527","3"
"MP-101583","3"
"MP-101584","3"
"MP-101897","3"
"MP-101898","3"
"MP-101915","3"
"MP-101929","3"
"MP-102055","3"
"MP-102063","3"
"MP-102203","3"
"MP-102277","3"
"MP-102281","3"
"MP-102321","3"
"MP-102322","3"
"MP-102327","3"
"MP-102337","2"
"MP-102338","5"
"MP-102340","3"
"MP-102358","3"
"MP-102385","3"
"MP-102398","3"
"MP-102420","3"
"MP-102534","3"
"MP-102600","3"
"MP-102602","3"
"MP-102695","3"
"MP-102901","3"
"MP-102944","3"
"MP-103021","3"
"MP-103034","3"
"MP-103089","3"
"MP-103149","3"
"MP-103224","3"
"MP-103357","3"
"MP-103380","3"
"MP-103531","3"
"MP-103594","3"
"MP-103805","3"
"MP-103975","3"
"MP-104218","3"
"MP PLAISIR","1"
"Mr. Narayanan's Leases","1"
"MSG 10th stop 3","2"
"MT  DESIR","1"
"MT ALEXACDER","2"
"MT CALEBASSE","1"
"MT CARMEL","1"
"Mt Darline","1"
"Mt Etinde","1"
"MT GAY QUARRY","1"
"Mt Howden","1"
"Mt Lemmon","6"
"Mt Lindesay 1","1"
"MT NESBIT","3"
"MT PELEE","2"
"MT PIMART","1"
"MT PLEASANT","2"
"MT PLEASANT BAY","1"
"Mt Raraterepa","2"
"MT ROSE","1"
"Mt Rubellite","1"
"MT ST CATHERINE","3"
"Mt Victoria peak","1"
"Mt.","2"
"Mt. Abbott","6"
"Mt. Acuto Ragazze","1"
"Mt. Ahito","2"
"Mt. Alexander","9"
"Mt. Alluaiv mine","1"
"Mt. Anakie","1"
"Mt. Antero","41"
"Mt. Apatite","62"
"Mt. Arci","1"
"Mt. Baker","3"
"Mt. Balbo","1"
"Mt. Ballou","31"
"Mt. Barton","2"
"Mt. Bernon","1"
"Mt. Bird","75"
"Mt. Bischoff Mine","3"
"Mt. Bity","4"
"Mt. Blanco","9"
"Mt. Bonnie","1"
"Mt. Brandhopf","1"
"Mt. Brooke","14"
"Mt. Browning","2"
"Mt. Brussilof Mine","5"
"Mt. Cafabri","2"
"Mt. Cameroon volcano","26"
"Mt. Camizard","1"
"Mt. Campione","5"
"Mt. Campleman, Patuxent Range, Pensacola Mountains","2"
"Mt. Caporciano","2"
"Mt. Carbuncle","1"
"Mt. Carmel","11"
"Mt. Carmel Junction, Utah","5"
"Mt. Catini","4"
"Mt. Cerboli","2"
"Mt. Charlotte Mine","2"
"Mt. Cimini","3"
"Mt. Cooper","2"
"Mt. Diablo","5"
"Mt. Diablo Mine","3"
"Mt. Dore","1"
"Mt. Erebus","36"
"Mt. Etinde","5"
"Mt. Etna","6"
"Mt. Eveslogchorr","1"
"Mt. Farrell","1"
"Mt. Fico","2"
"Mt. Flora","9"
"Mt. Foster","7"
"Mt. Gabbia","1"
"Mt. Garnet","1"
"Mt. Grace","4"
"Mt. Gunson","1"
"Mt. Hamilton","3"
"Mt. Hardy","1"
"Mt. Hay","1"
"Mt. Hayden","1"
"Mt. Ida Road","2"
"Mt. Isa Mine","1"
"Mt. Joy Estate","1"
"Mt. Karnasurt","1"
"Mt. Laurel Group","1"
"Mt. Leura","1"
"Mt. Leyshon Mine","2"
"Mt. Lindesay 1","3"
"Mt. Lowell","1"
"Mt. Lyell Mines","3"
"mt. malosa","3"
"Mt. Malosa","1"
"Mt. Marie","33"
"Mt. McClure","2"
"Mt. Mica","226"
"Mt. Monzoni","34"
"Mt. Nakkaalaaq","1"
"Mt. Nokalak","1"
"Mt. Olive Church","2"
"Mt. Olive Quarry","6"
"Mt. Olivia","5"
"Mt. Ory","1"
"Mt. Painter","9"
"Mt. Paterno","1"
"Mt. Pawtuckaway","1"
"Mt. Pendragon","5"
"Mt. Penn","1"
"Mt. Petlock","54"
"Mt. Pisgah","19"
"Mt. Piz Ault","1"
"Mt. Pleasant caldera","2"
"Mt. Pleasant, Eastover type locality","1"
"Mt. Profeit","2"
"Mt. Ramasso","3"
"Mt. Rosa","5"
"Mt. Rosso","2"
"Mt. Rotella","1"
"Mt. Roth","14"
"Mt. Royal Montreal","2"
"Mt. Royale","1"
"Mt. Rubellite","44"
"Mt. Saraceno","1"
"Mt. Scopi","1"
"Mt. Scora","1"
"Mt. Semiol","1"
"Mt. Silvestri","1"
"Mt. Smrcek","1"
"Mt. Somma","143"
"Mt. Spann","13"
"Mt. Spohn","44"
"Mt. Susana","5"
"Mt. Tachtarvumchorr","1"
"Mt. Tateyama","1"
"Mt. Terra Nova","1"
"Mt. Terror","35"
"Mt. Tiriolo","1"
"Mt. Tom","6"
"Mt. Tom Price","1"
"Mt. Tom Quarry","1"
"Mt. Vernon Quarry","15"
"Mt. Vesuvius","138"
"Mt. Vienza","1"
"Mt. Viezena","4"
"Mt. Viezeno","1"
"Mt. Vorondolo","2"
"Mt. Vulture","1"
"Mt. Washington","3"
"Mt. Watson Prospect","2"
"Mt. Wells Mine","2"
"Mt. Yukspor","1"
"Mt. Zidar","1"
"Mt. Zion Gas","23"
"Mt. Zion Oil","5"
"Mt. Zion Peninsula","1"
"Mt.Anakie E.","2"
"mt.mica","3"
"Mt.Tateyama","1"
"Mt.Yakushi","1"
"MtCarroll_IL","12"
"Mte. Sto. Croce","1"
"Mtn. Boy Claim","1"
"Mtn. Boy Claim No. 2","1"
"Mtn. Gate Mine","1"
"Mtn. Pass","2"
"Mtn. Peak Mine","2"
"Muchacho Mtns.","1"
"Muckle Bluff","11"
"Mud","1"
"Mud Creek Gas","4"
"Mud Creek Oil","5"
"Mud Lake","1"
"Mudd Lake","1"
"Muddy Creek","16"
"Muddy Creek Basin","6"
"Mudikondan","1"
"Mudu Peak","8"
"Mufulira Mine","1"
"Mugrau","1"
"Muhajirabad Sodiwal","1"
"Muhammad Nagar","1"
"Muiane Mine","4"
"Muika","2"
"Mujina pullout","6"
"Mulakvisl (26)","2"
"Mulakvisl (27)","1"
"Mulakvisl (29)","3"
"Mulakvisl (30)","2"
"Mulatberg Near Predazzo","2"
"Mulde Tegelbruk 1","1"
"Muldrow Glacier","9"
"Mule Creek","1"
"Mule Springs","2"
"Mullica Hill","2"
"Mulvany Property","1"
"Mulzer Bros. Quarry","5"
"Mulzer Bros. Quarry, Derby","6"
"Muncie Stone & Lime Co.","19"
"Muncie Stone Co.","1"
"Muncie Stone Co. Quarry","1"
"Municipal Quarry","2"
"Munigua","50"
"Munmorah State Conservation Area","2"
"Munshi Hospital","1"
"Munson Shoals / Mussel Shoals","7"
"Munster","1"
"Munsterthal","1"
"Munzig","1"
"Munzig Near Meissen","1"
"Munzig Near Meisson","1"
"Mupine","2"
"Murat","1"
"Murature point","1"
"Murdock Hill","1"
"Muria Vein","1"
"Muriel Lake, Labrador","2"
"Murphy's Cove","1"
"Murphys","1"
"Murphysboro_IL","17"
"Murray Bay","1"
"Murray Canyon","11"
"Murray Hill","1"
"Murray Hill Road","1"
"Murray Landing","7"
"Muruananchok Hills","1"
"Murun Massif","1"
"Murun Syenite Massif","1"
"Mururata","1"
"Musanze district, close to Musanze town.","1"
"Musanze Distrit. Kimonyi","1"
"Muscatatuck State School Quarry","5"
"Muscolunge Lake","1"
"Musen","4"
"Museum Pit","3"
"Musgrove Creek","51"
"Mush River tributary","4"
"Mush Valley","21"
"Mushishimano","1"
"Mushroom","5"
"Mushtaq Colony","1"
"Mushtaq Town","1"
"Muslim Abad","1"
"Muslim Park Rajgarh","1"
"Muso Mine","2"
"Muso Mine Bogota","1"
"Musoma-Mara greenstone belt","81"
"Musonoi Mine","16"
"Mussa Alps","5"
"Mussartut","1"
"Mussel Creek","2"
"Mussen","2"
"Mustard Patch","76"
"Muzo","1"
"MV-D1","22"
"MV-D10","5"
"MV-D11","1"
"MV-D3","8"
"MV-D4","10"
"MV-D6","11"
"MV-D7","7"
"MV-D8","4"
"Mvent","5"
"Myrarhvammur (60)","3"
"Myrdalssandur (102)","1"
"Mysore","1"
"Mystery Mine","1"
"Mystic River Quarries","2"
"N' Chwanning Mine","1"
"N'chwaning","1"
"N'Chwaning","9"
"N'chwaning 1 Mine","11"
"N'Chwaning 1 Mine","31"
"N'chwaning 2  Mine","2"
"N'Chwaning 2 Mine","14"
"N'Chwaning II mine","1"
"N'Chwaning II Mine","1"
"N'chwaning Mine","2"
"N'Chwaning mine","1"
"N'Chwaning Mine","1"
"N-Block Sabzazar","2"
"N-Block Samnabad","1"
"N-Soufriere Village","2"
"N ANSE A COLAS","1"
"N ANSE BELLEVILLE","2"
"N BAILLE ARGENT","1"
"N BAILLIF","2"
"N bank of lake","1"
"N BELLEVUE","1"
"N cliff section","1"
"N coast","2"
"N E OF F W LAKE","1"
"N edge-Trois Pitons","8"
"N end-Grande Savanne","9"
"N end-Hnausar","1"
"N end of Eskihlid","1"
"N flank near to MC12","5"
"N FORT DE FRANCE","1"
"N FROMAGER","3"
"N LA COQUE","2"
"N LA POMPE","1"
"N LE CARBET","1"
"N LUNION","1"
"N MARIGOT","1"
"N of Avia  caldera","1"
"N of Barmur","1"
"N OF BELAIR","1"
"N of Borth","1"
"N OF BYLANDS","1"
"N OF CALIVINY","2"
"N of Chapultenango","4"
"N OF FAUGOURG","1"
"N OF FONTENOY","1"
"N OF HAPPY HILL","1"
"N of Hopton","1"
"N of Hraunvotn","1"
"N of Inferno","2"
"N of Jct N83 & N816","3"
"N of Johnson Seamount","1"
"N of Johnson Seamount Group","6"
"N of Johnson Seamount Group ","1"
"N OF LA SAGESSE","1"
"N of Lake Carinola","1"
"N of Ljosufjoll","1"
"N of Macoucheri","3"
"N of Madragone","3"
"N OF MT ROYAL","2"
"N OF NEW WORKS","1"
"N of Odessa","2"
"N of Ottaviano (1km)","3"
"N of Ottaviano(quar)","15"
"N OF PT MICHEL","1"
"N of San Carlo","7"
"N OF SOUFRIERE","3"
"N OF ST REMY","1"
"N of Sumiapa","4"
"N OF SWEETS","1"
"N of Tindafell","1"
"N of Trinidad","1"
"N of Valagja","1"
"N OF WOBORN","1"
"N part of Blafjoll","1"
"N PERES BLANCS","2"
"N POINTE NOIRE","1"
"N ridge-Ans Bouleau","9"
"N shore-Laufdalsvatn","2"
"n Side I-64- 3/4m W Veechdale Interchange","1"
"N side landing cove","1"
"n Side of Bluegrass Pkwy Rd Cut","1"
"N slope Blafjoll","1"
"N Terzigno quarry","2"
"N. Mountain","1"
"N. road 21 S end of Hugo Lake","3"
"N.B.H.C. Mine","6"
"N.J. Mill Site","1"
"N.Y.C., Haddam Neck Ct, Gilsum Nh","1"
"N3 area","4"
"NA","10"
"NA070-Seep","1"
"Nabi Bux Park","1"
"Nabi Park","1"
"Nacetin","1"
"Nacoochee Placers","1"
"Nad. De Mapura Mine","1"
"Nadaleen Trend","2"
"Nadeem Park","1"
"Nadia Ghee Mill","1"
"Nadwat","1"
"Naguila Mine","2"
"Naheola type locality","11"
"Naheola type locality, Naheola Landing","2"
"Naica mine","1"
"Naica Mine","23"
"Naipa Mine","2"
"Nakase Mine","1"
"Nakaze Mine","2"
"Nakblak Mine","1"
"Nakina River","1"
"Nalakianala","1"
"Nallihan Section","13"
"Nally & Boone Quarry","3"
"Nally, Ballard & Cato","13"
"Namanaokeakua","1"
"Name of the specific place where your sample was collected. This could be the  name of a mine, a volcanic field, a vent field, or similar","3"
"Namib Desert","1"
"Namibe Basin","68"
"Nammal Dam section","19"
"Namorads, Aleudejo","1"
"Namshrann","1"
"Nanafalia type locality","12"
"Nanakuli Quarry","1"
"Nanchang ","1"
"Nancy Mine","2"
"Nangamiro","1"
"Nanisivik Mine","6"
"Nankoweap Canyon, N21-52-section1","32"
"Nankoweap Canyon, N21-52-section2","9"
"Nanna Pegmatite","1"
"Nanque","1"
"Napier Rd","1"
"Napier Road","1"
"Naples","8"
"Naples auto.& quarry","2"
"Naples autostrada","2"
"Naples autostrada II","2"
"Naples Beach, California","2"
"Napoklu(Madikeri)","1"
"Napoli Ponti Rossi","3"
"Napping Bear Bluff","1"
"Napudet","7"
"Naqing","98"
"Nara Nature Park","16"
"Naraguta Tin Mines","1"
"Naraguta Tin Mines Ltd.","1"
"Naranjo","1"
"Narao","27"
"Narayangaon","1"
"Narcenski Bani","1"
"Nargis Block","1"
"Naroleon Lime Co.","1"
"Narrow Gap Creek","1"
"narrow unplowed strip, drains N","1"
"Narssarssuk Pegmatite","87"
"Nasaco Mine","1"
"Nash Corner auger hole","5"
"Nashua River","1"
"Nasir Bagh","1"
"Nassau","1"
"Nassau Mtns.","8"
"Nat'l Lead Co. Mine Tahawus Essex Co.","1"
"Natas Mine","2"
"Natchez_MS","12"
"Natchitoches at Cane River","1"
"Nathaniel Huffman #1","12"
"Nathaniel Huffman #2","3"
"National Association Petroleum Co. #1-a Meurer","1"
"National Association Petroleum Co. #1-b Foust","1"
"National Association Petroleum Co. 2-comm Killion","2"
"National Belle Mine","2"
"National Forest Road 11 near meadow Cr.","4"
"National Forest Road 11 near Six Cr.","4"
"National Forest Section","6"
"National Lead Company","1"
"National Mine","4"
"National Quarry","8"
"National Ravi No.1","1"
"National Ravi No.2","1"
"Natividad Mine","5"
"Natividade","1"
"Natural Bridge","3"
"Naujakasik","9"
"Naujakasik Tunugdliarfik","1"
"Nausea Knob","2"
"Nauvoo","16"
"Navaho #5 mine","6"
"Naval Weapons Station","4"
"Navarrette Peak","9"
"Navidad Mine","1"
"navisbach near matrei & insel river","1"
"Nawa Kot","1"
"Nawaz Shareef Colony","1"
"Naxos","1"
"Naxos Island","4"
"Naya Ban","26"
"NC Highway Department of Transportation quarry","3"
"Ncanga crater","2"
"NE-Frostastadavatn","1"
"NE-Jokulheimar hut","2"
"NE Domadalshrann","2"
"NE INDUSTRY BAY","1"
"NE Lau Basin","391"
"NE Lau Spreading Center","15"
"NE lava lobe","1"
"NE of Clayton","2"
"NE of Clubhouse Crossroads","1"
"NE of Danzey, west of Oakley Grove Church","1"
"NE of Grasleysufjoll","1"
"Ne Of Killyflugh","1"
"NE of Molifell","1"
"NE OF PRETORIA","1"
"NE OF REQUIN BAY","1"
"NE of Ryland Corner","5"
"NE rift zone","2"
"NE shore-Oskjuvatn","2"
"NE side of river rd.","1"
"NE Tarlong","10"
"near 130km post","4"
"near 131.5km post","3"
"near Ahurei","4"
"near Alder Springs T.H.","1"
"Near Alta Vista","1"
"near Anatonu","1"
"Near Andermatt","1"
"Near BAE Gabriel de Castilla (MT. Kirkwood)","6"
"near Belvedere Beach","2"
"Near Berne","1"
"near Boha","3"
"Near Burnier","1"
"Near Campitello Val Di Fassa","1"
"near Carnes Crossroads","8"
"Near Case Quarry","1"
"Near Cline Falls","3"
"near Coheelee Creek covered bridge","21"
"near Corbara","1"
"near crater rim","1"
"near Cruce Bribri","8"
"Near Custer","1"
"Near Dahkla Oasis, Western Desert, Egypt","1"
"Near diatomite mine on Buckhorn Dr","2"
"Near Elk Mtn. Black Hills","1"
"near entrance to Deep Canyon, off Lwr Bridge Wy","2"
"Near Farmhouse in Buckhorn Canyon","4"
"Near Fiesch","3"
"near Fishguard","1"
"near fork in draw, slight bench","1"
"Near Frafra Oasis, Western Desert, Egypt","1"
"near Froeaa Gruva (mine)","2"
"Near Geissen","1"
"Near Giessen","1"
"Near Glenrock","1"
"Near Golconda","1"
"near Grey Creek","1"
"near Gum Swamp","4"
"Near Honduran Border","1"
"near Huger","4"
"near Hutchins Landing","9"
"near Jackson Bluff on Ochlockonee River","3"
"near Joplin","1"
"Near junction to San Juan and La Esparanza","1"
"NEAR KINDACE","1"
"Near Kingston","1"
"near Kushiwah Creek","1"
"Near La Libertad","1"
"Near La Zarza Rio Tinto Dist.","1"
"Near LaPuerta","1"
"near Lee Long Bridge","3"
"near letterston","1"
"near Lewis Crossroads","9"
"Near Leydsdorp","1"
"Near Lion Camp, Western Desert, Egypt","1"
"Near Magistral","1"
"near Mahanatona","1"
"Near Mayen","1"
"Near Medford","1"
"near Meta","1"
"near MGL1111-MCS14","1"
"near Moncks Corner","7"
"near Mount Murphy","1"
"Near Mount Murphy","1"
"near mouth-Nyidalur","1"
"Near mouth of Fitz Creek, Kachemak Bay","6"
"near Mt. Avic, Aosta Valley","5"
"Near Nabburg","1"
"near Nash Corner","2"
"Near Nicaraguan border","1"
"near Nikolski","1"
"near Nouvelle Decouverte","1"
"near Oak Hill type locality","1"
"near Oi Marai,on the beach","1"
"near Oi Marai,on the beach[607]","1"
"near Oi Marai,on the beach[608]","2"
"near Old Fort Dorchester","1"
"near Oskjuvatn","1"
"Near Paoli","1"
"Near peterlumbo Hill","1"
"near Pigeon House Corner","4"
"near Polaris Factory","2"
"Near Pontevedra","1"
"near Poplar","1"
"Near Powell Butte Prineville Area Crook Co.","1"
"near Prestwood Bridge","32"
"Near Prineville","1"
"near Quartzsite, AZ","2"
"near Rapae Motel","1"
"near road in Kringla","1"
"near Roo","1"
"near rte 17 bridge over Edisto River","1"
"near S. M. di Pozzo","2"
"near Sampit","1"
"near Sanganguey volcano","4"
"Near Sayd Mill","1"
"Near Schelingen Kaiserstuhlgebirge","1"
"Near Schellgaden","1"
"Near Schwarzenberg","2"
"near Shoal Creek","2"
"Near Somoto","2"
"near St. Johns Church","7"
"near Steelhead Falls","5"
"Near Steelhead Falls","4"
"Near Steelhead Falls TH (Box Canyon Rd.)","4"
"near summit camp","1"
"Near Templeton San Luis Obispo Co.","1"
"Near Teofilo Ontonis","1"
"Near Teria Station","1"
"near the top of Sourdough Hill","2"
"Near Tintic","1"
"Near Tocantins","1"
"Near Tola","1"
"near Trinidad (road cut)","1"
"near Tuckabum Creek","1"
"Near Wadi Hammamat, eastern Desert, Egypt","1"
"near Wickams Crossing","3"
"near Wilson Pond","3"
"near Zuun-Arts Mount","31"
"Nebilungen Valley","19"
"Nechako","3"
"Nechako River","26"
"Nedigh Quarry","1"
"Needle","4"
"Needles","72"
"Needmore Quarry","11"
"Neelam Block","1"
"Negro Hill","28"
"Nehalem bank","2"
"Nehalem Bank","2"
"Neharpura","1"
"Nehru Park","1"
"Neighboring Pool to VLR Groundwater Station (GW3, vent #6)","1"
"Neison Mine","1"
"Nejanilini Lake","1"
"Nekempte/Bako","11"
"Nellas","1"
"Nelson Farm","3"
"Nelson Gulch","1"
"Nentsberry Mine","3"
"Neos Kafkasos","2"
"Nepsedek Lake, Davis Lake pluton","1"
"Neptune Mine","1"
"Neptune Tunnel","1"
"Neptunes Bellows","19"
"Ness of Hillswick","1"
"Netta Mine","1"
"Nettles Branch","1"
"Netzelbuch","1"
"Neu Stassfurt","1"
"Neudorf","2"
"Neudorf Harz","1"
"Neue Hoffnung Mine","2"
"Neuen Morgenstern Mine","3"
"Neugluck Mine","1"
"Neurode","1"
"Neuschwaben Mine","1"
"Neuse type locality","5"
"Neusohl","1"
"Neustadtel Schneeberg","1"
"Nevada Queen Mine","1"
"Nevado Mine","1"
"Nevel Mine","10"
"Nevel Mine (twin Tunnel) Newry","1"
"Nevel Quarry","15"
"Nevis Peak","3"
"New (bayless) Kinkle's Quarry","1"
"New 55 - South of US-10","2"
"New Akbari Gate","1"
"New Ali Park","1"
"New Almaden Mine","6"
"New Amianthas Mine","1"
"New Bhati Gate","1"
"New Boston Section","26"
"New Brancepeth Colliery","5"
"New Brooklyn Park # 2","10"
"New Brooklyn Park #2","23"
"New Caledonie","66"
"new castle canadian co.","1"
"New City Quarry","1"
"New Cornelia Mine","8"
"New Cornwall Mine","1"
"New Crater","1"
"NEW CRATER","1"
"New Cut - Ky 55- S of US 150","1"
"New Cut - Ky 55- S of US 151","1"
"New Cut - Ky 55- S of US 152","1"
"New Cut - Ky 55- S of US 153","1"
"New Egypt","3"
"New England District","1"
"New General Hospital","1"
"New Glencrieff vein","13"
"New Grove","1"
"New Hall","1"
"New Hanif Park","1"
"New Hazelton Mine","1"
"New Idria Mine","10"
"New Idria Mines","1"
"New Insco","1"
"New Iqbal park","1"
"New Jersey Zinc Co.","1"
"New LOS","1"
"New Madrid core","28"
"New Malones Dam","1"
"New Milo Mine","1"
"New Oregon Road","12"
"New Orleans","218"
"New Parkside Mine","1"
"New Perkin section (Rd. cut hwy. 60)","1"
"New Pit","1"
"New Point Stone Co.","11"
"New Quarry","2"
"New Rambler Mine","1"
"new rd. to Boeri","1"
"New Ross Limestone Company","5"
"New Ross Mine","2"
"New Ross pluton","3"
"NEW SANDY BEACH","1"
"New Shaft","2"
"New Shopping Center","1"
"New Street Quarries","32"
"New Street Quarry","3"
"New Street Quarry (lower)","1"
"New Street Quarry (upper)","4"
"New Street Quarry West Paterson","1"
"New Water Mountains","1"
"New Wheal Kitty","1"
"New Windser Park","1"
"New York","1"
"New York City Water Tunnel # 3","679"
"New York City Water Tunnel #3","456"
"New York Mine","1"
"Newar Station","1"
"Newark Basin","1"
"Newark Lake","1"
"Newcastle Emlyn","10"
"Newelt Reisengebirge","1"
"Newgate Mine","1"
"Newgrange (Austin Downey)","1"
"Newgrange (Austin Downey), Boyne Valley","12"
"Newhall Development","1"
"Newhaven","1"
"Newington Plantation","1"
"Newlin","1"
"Newport Mine","1"
"Newport News Park 2 core","16"
"Newry","2"
"Newry Hill","2"
"Newry Mine","9"
"Newton","7"
"Newton County Stone Co.","55"
"Newton Mores, woodland, off A9 away from road","1"
"Newton Upper Falls","1"
"Newtonville","5"
"Newtown Fairfield","1"
"Nez Perce-Clearwater National Forest","5"
"Nezdenice","1"
"Ngangla Ring Co","3"
"Ngerbuds el Bad","3"
"Nghramasainia Caldera, South Shore","1"
"Ngimoruitai","1"
"Ngimoruitai Hills","35"
"Niagara Quarry","1"
"Niari Valley","1"
"Nicapa","4"
"Nicapa road","12"
"Nicapa Valley","1"
"Niccioleta Quarry","1"
"Niccola Secci Mine","2"
"Nicholas Quarry","1"
"Nichols Quarry","1"
"Nicholson Mine","1"
"Nicholson Mine Rd","1"
"Nicholson Mines","1"
"Nickel Mine","1"
"Nickel Mtn.","1"
"Nickel Plate Mine","3"
"Nickel Works","1"
"Nicolas Rocks","1"
"Nicolay Mine","1"
"Nicoll Quarry","11"
"Nicoya Peninsula","29"
"Nieder-schlettenbach","2"
"Nieder-schlettenbach Lauterthal","1"
"Niederhafels","1"
"Niedermendig","2"
"Niedermendig Eifel","2"
"Niedermendig Eifel Mtns.","1"
"Niedermendig Near Andennach Eifel","1"
"Niedermendig On The Rhine","2"
"Niederschelden On the Sieg","1"
"Niederschlema","1"
"Nifu Mine","1"
"Nigger Hill","2"
"Nigger Rock","1"
"Nijar","2"
"Nikka North Quarry","2"
"Nikolaevskiy Mine","5"
"Nikolai Mine","1"
"Nikolaja - Maximilianowsk Mine","3"
"Nikumaroro Island","1"
"Nimrod Glacier","111"
"Ninepin Branch","1"
"Ninuluk Bluff","48"
"Niobec Mine","1"
"Nipissing","1"
"Nipissing Mine","2"
"Nipomo San Luis Obispo Co.","5"
"Nipsco #1 Ames","6"
"Nipsco #1 Bollenbacher","52"
"Nipsco #1 James Leroy","21"
"Nipsco #1 Leuenberger","2"
"Nipsco #1 Stichter","36"
"Nipsco #1 Taelman","65"
"Nipsco #2 Leffel","17"
"Nipsco #2 Pheil","3"
"Nisar Art Complex","1"
"Nisar Scheme","1"
"Nishi-Jo'o","2"
"Nishi-Jokyo","14"
"Nishi-Shoho","2"
"Nishi Aizu Chu (yama)","1"
"Nishtar Colony Near Police Station","1"
"Nishtar Colony Near Tuti Tanky","1"
"Nishter Block","1"
"Nitzelbuch Mine","1"
"Niua volcano","35"
"Nivitigala","1"
"Nizam abad","1"
"nizhni tagil (nischne tagilsk)","1"
"Nizhniy Tagil Mine","1"
"Niznaslana","1"
"NNE Lido di Locida","2"
"NNE Lido di Locida S","2"
"NNE of Carson next to Butterworth Pond","1"
"no locality","9"
"No. 2 Vein 125' Level E. Section Eldorado Mine","1"
"No. 3 Mine","1"
"No. 4 Mine","13"
"No.7 Shaft","1"
"Noble Pit","6"
"Nobles Mine","1"
"Nobles Nob Mine","1"
"Noche Buena Mine","3"
"Noda-tamagawa Mine","4"
"Noda-tamagawa Mine Tamagawa-mura Kunoe-gun Iwate Pref.","1"
"Noda Tamagawa Mine","8"
"Nodo-tamagawa Mine","1"
"Nor.-Kerlingarhnukur","2"
"Nordenskiold Land","1"
"Nordmark","6"
"Norfolk","29"
"Norman County","1"
"Normandie Mine","1"
"Normanton Down","2"
"Norra Karr","8"
"Norrie - Aurora Mine","1"
"Norris Bridge","4"
"Norro Pegmatite","1"
"Norseman area, Shire of DUNDAS","1"
"Norske Love Mine","1"
"Norte De Minas","1"
"North Atlantic","48"
"North Baffin Island","67"
"North Bald Face Mtn.","1"
"North Barnett","2"
"North Basin, Ross Sea","1"
"North Bayou Jonas","1"
"North Belle Isle Mine","8"
"North Blowhorn Creek Gilmer Gas","1"
"North Blowhorn Creek Oil","86"
"North Bluff","2"
"North Cascades Highway","16"
"North Central Gulf - Mobile Area Field","8"
"North Chatham","2"
"North Choctaw Ridge","13"
"North Coast of Little Cayman Island","1"
"North coast, north flank of Takawangha","3"
"North Conway","3"
"North Cooper's Landing","1"
"North Dauphin Island Field","4"
"North Delchamps","3"
"North Diamond #2 mine","1"
"North Excel","10"
"North Fairview Gas","1"
"North Fairview Oil","9"
"North Fayette","10"
"North Fiji Basin","138"
"North Fork","1"
"North Fork Lake Creek","13"
"North Frisco City","16"
"North Gardiner Mine","2"
"North Geneva","1"
"North Goonbarrow Pit","3"
"North Groton","3"
"North Guilford","1"
"North Hawaiian Ridge","1"
"North Heron Bayou","1"
"North Higdon Church","1"
"North Hill","1"
"North Home Mine","2"
"North if Hawaiian Ridge","1"
"North Island","6"
"North Kearsarge Mine","2"
"North Kennedy","1"
"North Lily Mine","2"
"North Lipari","1"
"North Lipez","1"
"North Lokichar Basin","10"
"North Lyell Mine","1"
"North Magnolia River","3"
"North Military Grove","5"
"North Mine","10"
"North Moat Mtn.","3"
"North Moat Mtn. Carroll Co.","1"
"North Mon Louis Island","2"
"North Mongolia","1"
"North Monroeville","8"
"North Mtn. Mine","2"
"north northeast of Ridgeville","1"
"North of Amchitka Island","50"
"north of Basic City","3"
"North of Blanchard R.","2"
"north of Boha","1"
"north of Cainhoy Road","3"
"north of Earn River","2"
"north of Fatama","4"
"north of Fordville","2"
"North of Gareloi Island","7"
"north of Givhans Ferry State Park","3"
"North of Gracias","2"
"North of Hawaiian Islands","1"
"North of Hawaiian Ridge","79"
"North of Hawaiian RIdge","1"
"North of Hawaiin Ridge","1"
"North of Kingman Reef","3"
"North of Koniuji Island","10"
"north of Lake Tana","5"
"North of Lake Victoria, Uganda","1"
"North of Lime Peak","1"
"North of Lulusar","3"
"north of Netherboro","6"
"north of North Santee","1"
"North of Norwhich Bluffs","3"
"North of O","1"
"north of Red Bank Road","5"
"North of Seguam Island","27"
"north of Smith","7"
"north of Sol Legare Island","5"
"North of Tafu","7"
"North of Teslin Moutain","1"
"North of the Johnson Seamount Group","1"
