"primary_location_name","count"
"Asuncion","3"
"Asunta Mine","6"
"Asyvvozh Quarry","2"
"At Cabeco da Bola, W flank of Pico, small scoria quarry","1"
"At Cabouco Velho, Street E of Caldeira at Road junction to Ribeirinha, 2 m thick lavaflow","1"
"At Canada dos Morros, at road from raod 1-1 to Silveira Pequena, 200m S of geodetic point 165m high above sea level, outcrop lava flow","1"
"At coastline BaÃ­a da Fonte, lavaflow on the coastline, ~4 m thick","1"
"At Coastline of BaÃ­a da Mina, at the street, lavaflow (~0.5m thick) ","1"
"At Coastline of Biscoito Bravo, large outcrop (~13m high), with mudflows, and a large tarchytic lavaflow","1"
"At Faro das Contendas, local cut through scoria cone Contendas, quarry, several eruptions a) older than b)","2"
"At Farol da Folga, coastline, several lava flows (shield stage?), and pyroclastics, also several xenoliths","2"
"At Ladeira da Pena, SW graben shoulder, two lavaflows, AZT-03-91 basement, AZT-03-92 top","2"
"At NE graben shoulder, N. of PrÃ¡ia da Vitoria, at the road to Ponta da MÃ¡ Merenda, from top AZT-03-55 to base AZT-03-66, flow sequence","9"
"At Ponta da Baixa do Barreiro, coastline outcrop pf lava flow (~2m thick)","1"
"At River Ribeira da Lapa, S of Faja do Pico Carneiro, lava flow","2"
"At Road 1-1 between Ladeira Grande and Amaro, outcrop at road, lavaflow (~1m thick)","1"
"At Road 1-1 south of village Bagacinas, before Doze Ribeiras, cut trough scoria cone","1"
"At Road 1-1, at BaÃ­a de Vila MarÃ­a, outcrop at coastline, lavaflow (~1.5m thick)","1"
"At Road 1-1, at Cabo do Raminho, 75 NE of river Ribeira do Veiga, lava fragment in scoria","1"
"At Road 1-2 , in Ribeira do Gabo, small road outcrop","1"
"At Road 1-2 at junction with road to Santa Cruz, fresh lavaflow (0.75 m thick)","1"
"At Road 1-2 Cabeco da Prainha, small cut trough scoria cone","1"
"At Road 1-2, 1km east of AZG-03-13, north of Branca, maybe lava of Pico Timao, fresh lavaflow (~1.5m thick) (equivalent of -13?)","1"
"At Road 1-2, after Mirateca, cut trough lavaflow (2m thick), ","1"
"At Road 1-2, at Ponta Rasa, outcrop on the road (~1.5 m thick)","1"
"At Road 1-2, before Portinha, outcrop on the street, lava flow (~1m thick)","1"
"At Road 1-2, circa 1 km north of Cruz da Portela, lavaflow ABOVE pumice layer (AZG-03-24) (~1.5 m thick), on the road to Praia","1"
"At Road 1-2, east of Ariffe, outcrop on the street, lavaflow (~2 m thick)","1"
"At Road 1-2, east of Ruivo before Biscoitos on the road, lava flow outcrop (~1m thick)","1"
"At Road 1-2, in Limeira, in curve, two lavaflows (~1m thick)","2"
"At Road 1-2, north of Carapacho, 1000m behind serpentine, ~1 m thick lavaflow","1"
"At Road 1-2, north of Carapacho, 500m behind serpentine, ~1 m thick lavaflow","1"
"At Road 1-2, north of Faja, village entrance, road outcrop, ~1m thick lavaflow","1"
"At Road 1-2, S of Serretinha, fresh lava outcrop (~2m thick) at coastline","1"
"At Road 1-2, short before Terra Tapada, two flows cropping out at roadside (~1 m thick)","2"
"At Road 1-2, South of Cabeco do Cima, small lavaflow outcrop on the street, ~1m thick","1"
"At Road 1-2, south of Serre Branca, outcrop on the street, 1m thick lavaflow","1"
"At Road 1-2, village entrance of Limeira, road outcrop, ~1m thick lavaflow","1"
"At Road 1-2, W of Feiteira, road outcrop, lava flow (~0.5m thick)","1"
"At Road 1010 after Ribeirinha, direction to Pico da Brasleira, ~1 km behind village","1"
"At Road 1044, Canada das Fontes, N of Fontes, at road, small outcrop, pyroclastic deposits","1"
"At Road 1044, E of Serreta, basaltic lava flow (~1.5 m thick) (AZT-03-71), covered by pyroclastics units (AZT-03-70) (~3m thick)","2"
"At Road 3-1 (Altares-Angra), 250m NW of wastewater treatment plant","1"
"At Road 3-1, 200m south of road junction with Road 5-2, roadcut through scoria cone, Bagacina ","1"
"At Road 3-2, ahead of junction with road 1022 N of Quatro Canadas, lava flow (~2 m thick), at dirt track junction","1"
"At Road 5-2, northern inner caldeira wall of Guilherme Moniz caldera, ahead of Carvao, lava flow (~2.5m thick), drill holes of geophysics","1"
"At Road 5-2, northern inner caldeira wall of Guilherme Moniz caldera, S of Pico do Areeiro, road outcrop, young lava flow (>0.5m)","1"
"At Road 518, ahead of junction with 519 at Canada das Covas, lava flow outcrop (2.5m thick)","1"
"At Road Cruz da Portela at road junction between Road 1-2 and road to Restinga lighthouse, small pyroclastics outcrop with scoria, pumice and glassy scoria","3"
"At Road to Santa Cruz/Ribeiras, outcrop on the street","1"
"At Serra Branca (SW-Graciosa), N of Parque EÃ³lico da Graciosa, at NW crater rim of Calderiniha, scoria layers","2"
"At Serra do Cume, N of Penedinhos, at small road, lava flow outcrop (~1m thick)","1"
"At Serra do Cume, W of Penedinhos, at Parvao, 392m high above sea level, at small road, lava flow outcrop (~2m thick)","1"
"At Serrado Do Gato, Caldeira units, outcrop on street, 1m thick flow","1"
"At sightseeing parking  Ribeira Funta, lavaflow on the street","1"
"At the street between Areiras and Cedros, ~ 2 m thick lavaflow","1"
"At the street junction between Praia da Norte and Zona do Misterio, lavaflow (1 m thick)","1"
"At the street to Porto da Praia (Almoxarife), street outcrop, 0.5 m thick flow","1"
"Atakor","4"
"Atalaya Mine","1"
"Atalaya Ore Body","1"
"Atchafalaya River","3"
"Atchison Reservior","1"
"Athens Mantled Gneiss Dome","1"
"Athona","3"
"Athrotadpole Pool","1"
"Atitlan","2"
"Atitlan Caldera","2"
"Atkinson Mine","1"
"Atlanta","6"
"Atlanta Mine","10"
"Atlanta Mine No. 10","2"
"Atlanta Mining Company","1"
"Atlante Mine","7"
"Atlante Mine No. 4","1"
"Atlante No. 2 Mine","1"
"Atlantic","194"
"Atlantic Mine","3"
"Atlantic Ocean","8569"
"Atlantic Ocean?","1"
"Atlantic Sud","39"
"AtlanticOcean","126"
"Atlantis Fracture Zone","2"
"Atlantis Mine","1"
"Atlas Mine","3"
"Atlas Mine No. 2","4"
"Atlas Quarry","2"
"ATMOS field site","200"
"Atolia Mg. Co., 50 Ft. Level","3"
"Atolia Mine","2"
"Atolia Mining Co., Union Shaft # 1","2"
"Atom Claims","1"
"Atomic King Mine No. 2","4"
"Atosanobori Mine","3"
"Atrevida Mine","1"
"Atriceps Island","2"
"Attu Canyons","30"
"Atuhualpa Mine","1"
"Atwater's Quarry","1"
"Atwater Quarry","2"
"Au Fu District","2"
"Au Glaize Stone Company Quarry","14"
"Au Phu Mine","2"
"Aubrey Ladwig Mine","1"
"Auburn Lake","1"
"Auburn Mine","5"
"Aucanquilcha","4"
"Auchenheath Mine","1"
"Aucilla River","9"
"Audhild Bay / Emma Fiord","2"
"Audrey Island","1"
"Audrey Ladwig Mine","2"
"Aufeas","1"
"Aufhausen Quarry","12"
"Augen Bluffs","1"
"Aughenbaugh Peak","42"
"Augier Quarry","1"
"augur sample (9.3 cm) from top hill above deflation","1"
"augur sample from across fence in grazed, scoured land","1"
"augur sample from scoured zone","1"
"augur sample in freeway easement, grassy area","1"
"augur sample inside fence in plowed field, no lag portion","1"
"augur sample of sand sheet (9.3 cm)","1"
"augur sample outside fence, grass removed","1"
"Augusta Basin","4"
"Augusta Creek","3"
"Augusta Escarpment","2"
"Auguste Victoria Mine","8"
"Augustine","8"
"Aujela Mine","1"
"Auld & Burger's Quarry","1"
"Auld And Cruyer's Quarry","2"
"Auld And Cruyers Quarry","1"
"Aultman Kimberlite","2"
"Aultvullin Quarry","1"
"Aunor Mine","2"
"Auntie Rhonda Center","1"
"Aupha mine","1"
"Auplia Escarpment","1"
"Aurora","19"
"Aurora Heights","58"
"Aurora Mine","20"
"Aurora Quarry","5"
"Aurum","11"
"Ausable Forks","3"
"Austin Lake","1"
"Austin Mine","1"
"Australia Blue Asbestos Company","25"
"Autrey Mine","1"
"Autunian basin","32"
"Autunite No. 8 Claim","2"
"Ava Ranga Uka","4"
"Avachinsky","14"
"Avak Impact Crater","1"
"Avalanche Mine","1"
"Avalanche Ridge","28"
"Aveiro","1"
"Aventura Mine","4"
"Avery","34"
"Avery Mine","1"
"Averys Mine","1"
"Aviator Glacier","6"
"Avicaya District","6"
"Avicaya Mine","32"
"Avila Gireaux Mine","3"
"Avoca Claim","3"
"Avon Diatremes","12"
"Avondale Mine","2"
"Avondale Quarry","2"
"Avondale Rock Quarry","1"
"Awahokomo","1"
"Awaji-Shima Island","1"
"Awatere","1"
"AWC 405B upland forest","9"
"Axberg mine","1"
"Axial 2011 flow","45"
"Axial 2011 Flow","16"
"Axial 2015 flow","6"
"Axial 2015 Mid-north Rift","22"
"Axial 2015 North Rift","28"
"Axial Ashes","2"
"Axial CASM and North Rift","15"
"Axial Deep South Rift","21"
"Axial E Caldera Wall","6"
"Axial East Flank","9"
"Axial high on main spreading axis of CLSC","1"
"Axial Lava Pond","89"
"Axial N Lava Pond","1"
"Axial N Rift Andesite Cones","27"
"Axial N Rift high Mg cone","2"
"Axial N Rift High MgO Cone","5"
"Axial N Rift lava ponds","19"
"Axial NE 2011 flow","6"
"Axial NE 2011 Flow","19"
"Axial NE Caldera Wall","2"
"Axial NW Caldera Wall","20"
"Axial NW flank","10"
"Axial S Lava Pond Complex","16"
"Axial S Rift","4"
"Axial S Rift 2011 Pillow Ridge","43"
"Axial S Rift Lava Ponds","33"
"Axial Seamount","459"
"Axial Seamount summit caldera","284"
"Axial South Rift East","14"
"Axial SW Caldera Wall","5"
"Axial Upper S Rift 2011 flow","23"
"Axial Upper S Rift 2011, 1998","11"
"Axial Upper South Rift","13"
"Axial Volcano","37"
"Axial Volcano 1998 Flow ","1"
"Axial Volcano 2011 flow","5"
"Axial Volcano N rim","1"
"Axial W Caldera Wall","20"
"Axial W Flank","19"
"Axolotl Mine","1"
"Ayeinm Mine","1"
"Ayer Granite","1"
"Ayle Burn Mine","1"
"Ayle Burn Mine Dump","1"
"Ayr Lake","6"
"Ayras mine","1"
"Ayres Mine","1"
"Ayutla Volcanic Field","11"
"Azalea Mine","3"
"Azerbaijan Volcanics","4"
"Aziro Basalt Group","2"
"Azores archipelago","340"
"Aztec Mine","6"
"Aztec Mountain","27"
"Aztec Obsidian Mine","2"
"Aztec Obsidian Mines","1"
"Azteca Mine","7"
"Azufre-Planchon-Peteroa Volcanic Complex","93"
"Azufres, Los","2"
"Azul Bog","1"
"Azul Mine","21"
"Azules Arroya Mine","4"
"Azules Arroyo Mine","7"
"Azuma","1"
"Azuma Mine","1"
"Azure Mine","4"
"Azurite Mine","15"
"B-C Mine","1"
"B & B Mine","1"
"B And B Antimony Deposit","1"
"B And B Claim","1"
"B And B Mine","1"
"B And H Proprietary Mine","8"
"B And O Railroad Cut At Wit","2"
"B And Tidwell Mine","1"
"B Jones Permafrost","1"
"B Vein, 514 Ft. Level","1"
"B. Caldwell Min","1"
"B.B. Mine","1"
"B.F. Merediths Quarry","1"
"Babaohaishuiku","2"
"Babelthuap Island","1"
"Babilonia Mine, Babilonia Vein, 1590 Meter Level","3"
"Babilonia Mine, Cobre Vein","3"
"Babilonia Mine, Guadalupe Vein","7"
"Babilonia Mine, Mi Carmen Vein","3"
"Babis Spur","1"
"Babson Farm Quarry","1"
"Baby Claim","1"
"Baby Elephant Mine","1"
"Baby Elephant No.1 Claim","3"
"Baby Loon Lake","4"
"Bacan","13"
"Baccu Mine","2"
"Bache Peninsula","2"
"Bachelor","3"
"Bachelor Mine","36"
"Bachman Iron Mine","7"
"Bachman Mine","1"
"Bachman Quarry","1"
"Back Pay Mine","1"
"Back West","5"
"Backer Islands","15"
"Bacoachi, Sonora, Mexico","1"
"Bacu Arrodas Mine","1"
"Bad River","4"
"Bad River Slough","3"
"Bad Vermilion Lake","4"
"Badberg-Badloch Quarry","2"
"Badger Claim","2"
"Badger Claim Mine","4"
"Badger Mine","7"
"Badger Mine, Edith May Vein","1"
"Badi Nam Co","1"
"Badwater Turtleback","28"
"Baejarvotn","6"
"Baffin","12"
"Baffin Bay","40"
"Baffin Guyot, Walvis Ridge","1"
"Baffin Island","2"
"Bagala Mines","1"
"Baganaoer","4"
"Bagashute","2"
"Bagdad","2"
"Bagdad-Roosevelt Mine","1"
"Bagdad-Roosevelt Mine, 2 Mi Ne","1"
"Bagdad-Roosevelt Mine, S Of","1"
"Bagdad-Roosevelt Mine, Se Of","1"
"Bagdad Copper Mine","6"
"Bagdad Mine","6"
"Bagdad Mine (Surface)","2"
"Baggy Green","2"
"Bahamas","685"
"Bahen And Companys Quarry","1"
"Bahia Ainsworth","3"
"Bahia Brooks","19"
"Bahia Capitan Canepa","2"
"Bahia Crossley","3"
"Bahia Flinders","2"
"Bahia Parry","7"
"Bahia Pia","46"
"Bahia Valentin","2"
"Bahia Yendegaia","13"
"Bahler Hill","1"
"Bahutabei","2"
"Bahutanan","2"
"Baia Conceicao","3"
"Baia Grande","1"
"Baia Sprie","2"
"Baifun Lamproite","1"
"Bailey Mine","12"
"Bailey Nunatak","7"
"Bailey Quarry","5"
"Bailey Ridge","4"
"Bailey Rocks","5"
"Baileys Island","3"
"Bailnnoer","1"
"Baird No. 3 Mine","1"
"Baird Number 2 Mine","1"
"Baisley Elkhorn Mine","3"
"Baiyinnaogacha","2"
"Baiyun Obo Mine","1"
"Bajia Yendegaia","1"
"Bajo Mine","1"
"Bajo Tempisque Hills","8"
"Bakakin Gold Mine","1"
"Bakal Iron Ore Deposit","2"
"Bakal Iron Ore Deposit, Obye Dinenny Mine","2"
"Baker","4"
"Baker-Mcgrath Mine","2"
"Baker And Sullivan Mine","1"
"Baker Diggings","2"
"Baker Diggings Mine","1"
"Baker Island","5"
"Baker Mine","62"
"Baker Mountain","1"
"Baker Quarry","3"
"Baker Ridge","4"
"Baker Rocks","7"
"Bakeyao","2"
"Bakhoor Mine","3"
"Bakken Quarry","1"
"Balade Mine","1"
"Balaena Islets","7"
"Balagasi","2"
"Balaghat","1"
"Balaklala Mine","6"
"Balangero Asbestos Deposit","2"
"Balbach Mine","3"
"Balch Mine","1"
"Balcoll Mine","1"
"Bald Eagle Claim","2"
"Bald Eagle Claim, near","1"
"Bald Eagle Mine","2"
"Bald Jesse Mine","2"
"Bald Knob Manganese Prospect","9"
"Bald Knob Mine","2"
"Bald Knob Mn deposit","15"
"Bald Mountain","10"
"Bald Mountain, High Uintas","1"
"Bald Mtn. Tunnel Dump","1"
"Bald Mtn. Tunnel, Dump","1"
"Bald Ridge Mine","1"
"Baldet Mine","1"
"Baldi Hill Mine","1"
"Baldissero","2"
"Baldissero Massif","12"
"Baldissero Ultramafic Complex","11"
"Baldwin Lake","2"
"Baldwin Prospect","2"
"Baldy District","2"
"Baldy Tunnel","1"
"Balfour Quarry","1"
"Balfour Quarry, Harris Granite Co","3"
"Balham Valley","10"
"Balhanna Mine","1"
"Bali Loc Mine","1"
"Balinsky Mine","1"
"Ball's Mine","1"
"Ball Eye Quarry","1"
"Ball Mountain","1"
"Ballachulish aureole","25"
"Ballarat","1"
"BALLARAT 21199","1"
"Ballard Barite Mine","6"
"Ballard Mine","50"
"Ballard Quarry","2"
"Ballaret Mine","1"
"Ballarino Mine","1"
"Ballena Mine","1"
"Balleswidden Mine","1"
"Ballew (Near)","1"
"Balliet Brothers Mine","1"
"Ballou Quarry","2"
"Balls Corundum Mine","1"
"Ballynulto Quarry","1"
"Balmaceda Mine","1"
"Balmain Colliery","1"
"Balmat Mine","4"
"Balmuccia","20"
"Balmuccia Massif","7"
"Balmuccia Ultramafic Complex","7"
"Balsam Gap Quarry","4"
"Balsam Lake","1"
"Baltic Mine","7"
"Baltic Sea","47"
"Baltimore-N End","1"
"Baltimore And Victoria Mine","1"
"Baltimore Consolidated Mine","2"
"Baltimore Extension (?)","1"
"Baltimore Gabbro","8"
"Baltimore Gneiss","1"
"Baltimore Mine","2"
"Baltimore No 1 Mine","1"
"Baltimore Water Tunnel Dump","31"
"Baltra Island","6"
"Balut Island; Mindanao Island","1"
"Bam Co","2"
"Bambili","1"
"Bamble Apatite Mines","1"
"Bambolla mine","1"
"Bambollita Mine","25"
"Bamboo_Coral_Site","2"
"Bamford Mine","1"
"Bamle Apatite Mines","1"
"Bampfylde Mine","1"
"Ban Miao Zhi Mine","2"
"Banco Condor","3"
"Banco De Mexico Mine","2"
"Banco Joao de Castro","18"
"Bancroft Bay","8"
"Bancroft Mine","1"
"Band B Mine Or Big 8 Mine","1"
"Band d-e","1"
"Banda Api","7"
"Banda Neira","1"
"Banda Sea","6"
"Banda Sea South of Ambon","1"
"Bandai","3"
"Bandai-Atami","1"
"Bandaretta Mine","1"
"Bandera Crater","13"
"Banding","1"
"Bang Lake","4"
"Bangka Island","2"
"Bangs And Gaynors Quarries","1"
"Banif Iron Formation","1"
"Bank Arroyo","2"
"Bank Of Hyko Mine","1"
"Banker Mine","1"
"Banker Pond","1"
"Banks Peninsula","1"
"Bannack","1"
"Banner Mine","10"
"Banner Tunnel","1"
"Bannock Road","1"
"Bannock State Park","1"
"Banta Hill Mine","1"
"Bantazi mine","1"
"Banya del Boc","28"
"Banzai Lake-Baker Island","1"
"Banzett Mine","1"
"Baquelas Mine","1"
"Bar Harbor","1"
"Bar Kat Mine","1"
"Barabosa Mine","1"
"Baraga Company Quarry","1"
"Barahona","2"
"Baranof Island","4"
"Barba","22"
"Barbados Island","1"
"Barbara J Mine","1"
"Barbara J. Mine","3"
"Barbara Mine","2"
"Barbaro Point","2"
"Barbee And Walker Mine","1"
"Barber's Bay","1"
"Barber Irelands Trap Quarry","5"
"Barberton Mountain Land","1"
"Barbot Quarry","1"
"Barbuda","4"
"Barbutt Mine","1"
"Barcelona Mine","1"
"Barcelona Mine No. 1","1"
"Bárcena","42"
"Barclay Quarry","1"
"Bardarbunga","1"
"Bare Hills copper mine","1"
"Bare Hills Mine","10"
"Bare Mountain Canyon","1"
"Bareface Bluff","2"
"Barega Mine","1"
"Barenbad Gold Mine","1"
"Barger Quarry","4"
"Bargine Bay","11"
"Baringo/Tugen/Barsemoi","1"
"Barite Hill gold mine","1"
"Bark Bay-Lake Superior","17"
"Barker And Sons Quarry","1"
"Barker Mine","12"
"Barlow Mine","7"
"Barlow Pass Volcanics","1"
"Barnes Ice Falls","2"
"Barnes Mine","1"
"Barnes Peak","18"
"Barnett Mine","1"
"Barney Beds","3"
"Barney Marble Co","1"
"Barney Marble Co Quarry","3"
"Barnhardt Vein","1"
"Barns","2"
"Barnum Mine","4"
"Barombi","1"
"Barombi Mbo","8"
"Baron Humboldt Mine","1"
"Baronick Glacier","2"
"Barora","3"
"Barr Mine","11"
"Barranca Mine","16"
"Barranca Tin Mine","1"
"Barreiros","5"
"Barren Basin, Albany–Fraser Orogen","1"
"Barren Island","51"
"Barren River Road","2"
"Barrett lake","2"
"Barrett Lake","4"
"Barrett Mfg Co Quarry","2"
"Barrett Prospect Pit","1"
"Barrhill loess","3"
"Barrick Bros Quarry","1"
"Barrick Mercur Gold Mine","3"
"Barrick Mercur mine","1"
"Barringer Hill","2"
"Barrios Mine","1"
"Barron Mine","3"
"Barrosso","4"
"Barry Harvey Quarry","1"
"Barry Quarry","1"
"Barstow Mine","5"
"Barter Bluff","5"
"Bartlett Mountain","1"
"Bartolo Mine","1"
"Bartolome Island","2"
"Barton","4"
"Barton Garnet mine","1"
"Barton Mine","2"
"Barton Mines","1"
"Bartons Mine","3"
"Bartrum Glacier","1"
"Bartrum Plateau","3"
"Barundalai","2"
"Barva","80"
"Barva-Poás","24"
"Barvue Mine","1"
"Barwheli","3"
"Basa de la Mora","4"
"Basal Bisbee Group","1"
"Basalt Member Of Copper Harbor Conglomerate","2"
"Basalt Quarry","8"
"Base-Surge Deposit, Ellendale Field 81 Mile Vent","1"
"Base of  cliff, mouth of Sledgers Glacier","1"
"Base of cliff, mouth of Sledger's Glacier","2"
"Base of cliff, mouth of Sledgers","1"
"base of cliff, mouth of Sledgers Glacier","1"
"Base of cliff, mouth of Sledgers Glacier","6"
"Basement","8"
"Basement crust","43"
"Basic Reference Mine","6"
"Basic refractories mine","2"
"Basic Refractories Pit","1"
"Basic Refractory Quarry","14"
"Basil's Bog","2"
"Basin & Range Province","39"
"Basin And Range Province","228"
"Basin between Krusenstern and NN FZ","24"
"Basin Mine","1"
"Basin Plateau Pond","1"
"Basin Quarry","1"
"Basin Substation","2"
"Bass Canyon","1"
"Bass Lake","1"
"Bass Straits.","3"
"Basse-Terre Island","4"
"Basse-Terre, Guadeloupe","132"
"Basset Mine","1"
"Bassete Mine","1"
"Bassett Mine","19"
"Bassic Mine","1"
"Bassick Mine","14"
"Bassin versant de Duchêne","5"
"BASTANI","20"
"Bastard Reef","1"
"Bastenberg Mine","6"
"Bastion Hill","27"
"Bastnaes Mine","1"
"Bastnas Mine","7"
"Batalha mine","1"
"Batallack Mine","1"
"Batchelors Crater","1"
"Batchelors Hill Flow","1"
"Bateman Canyon Mine","2"
"Bates Mine","5"
"Bates Mountain Tuff","7"
"Bates Quarry","1"
"Batesville","23"
"Batfish Seamount","6"
"Bathhurst","1"
"Bathurst Island","3"
"Bathymetric Highs SE of Volcanologists M.","6"
"Batie Mine","3"
"Batiki","3"
"Batlares","1"
"Batopilas Mine","2"
"Batovi Kimberlite","1"
"Battaglia Bog","1"
"Battery Park Water Tunnel Dump","1"
"Battery Quarry","1"
"Battery Tunnel","5"
"Battle Creek Lake","1"
"Battle ground Lake","2"
"Battle Lake","5"
"Battle Mountain","34"
"Battle Mountain Mining Co.'s Mine","1"
"Battle Mt","4"
"Battle Mtn. Mine","1"
"Battlements Nunatak","7"
"Battleship Promontory","54"
"Batur","3"
"Bauhaus Mine","1"
"Baukow Mine","1"
"Bauloora Mine","1"
"Baumer","1"
"Baun Arrodas Mine","2"
"Bautenberg Mine","13"
"Bautsch Mine","1"
"Bauzot Mine","1"
"Bavarian Forest","15"
"Baviacera Mine","2"
"Bawana Mine","2"
"Bawean Island","67"
"Bay Horse","2"
"Bay Mine","1"
"Bay of Bengal","265"
"Bay of Biscay","1415"
"Bay Of Islands Complex","1"
"Bay Of Islands Mafic And Ultramafic Igneous Complex","5"
"Bay of Plenty","4"
"Bay Port quarry","2"
"Bay St Elaine Salt Dome","1"
"Bay State Mine","4"
"Bayan Nuur III","1"
"Bayan Obo","243"
"Bayan Obo (East Body)","262"
"Bayan Obo (Main Body)","184"
"Bayan Obo (West Body)","13"
"Bayanchagannaoer","2"
"Bayannaoer","2"
"Bayard Mine","1"
"Bayda Mine","2"
"Bayer-Mingolla Quarry","20"
"Bayerische Quarry","19"
"Bayerland Mine","3"
"Bayhorse Lake","2"
"Bayliss Quarry","4"
"Baylston Schist","1"
"Bayou Plaqemarine","1"
"Bayou Plaqemarine ","3"
"Bazhenovskii Mine","1"
"BB1 Mine","1"
"BBA North","1"
"BBA South","1"
"Bde Caåotidaå","4"
"Beach Mine","1"
"beach near Kit-4","1"
"Beacon Dome","3"
"Beacon Heights","5"
"Beacon Hill Mine","1"
"Beacon Sandstone","26"
"Beacon Valley","13"
"Beagh Mine","1"
"Beagle Channel","30"
"Beagle Island","3"
"Beall Island","1"
"Bean Lake","1"
"Bear Basin South Tunnel","1"
"Bear Canyon","1"
"Bear Canyon (San Antonio)","1"
"Bear Claim","1"
"Bear Creek","1"
"Bear Creek Mine","3"
"Bear Creek Mining Company Claims","2"
"Bear Creek Quarry","11"
"Bear Gulch lamproite","5"
"Bear Hill Mine","1"
"Bear Island","16"
"Bear Lake","7"
"Bear Lake Mine","9"
"Bear Peninsula","3"
"Bear Springs Mine","1"
"Bear Valley Creek","3"
"Bear/Feather River","4"
"Bearcat Ridge Pluton","2"
"Beard Peak","4"
"Beardmore Glacier","25"
"Beardmore Glacier, Queen Alexandra Range","153"
"Beardmore Glacier, Queen Alexandra Range?","2"
"Beardmore Glacier, Queen Elizabeth Range","124"
"Beardsley Mine","2"
"Beardy Falls Mine","1"
"Bearpaw Mountain Volcanics","2"
"Bearpaw Mountains","76"
"Bearpaw Mountains; Boxelder Butte Laccolith","1"
"Bearpaw MTNS","4"
"Beartooth Lake","1"
"Beasley Mine No. 2","1"
"Beasley No. 1 Mine","1"
"Beatrice Mine","4"
"Beatriz Mine","15"
"Beatty Seamount","2"
"Beauchetel Lake","2"
"Beaudoin Peak","1"
"Beaufort Island","6"
"Beaufort Range fault","180"
"Beaufrome Property","1"
"Beaupre Cove","3"
"Beauregard Mine","9"
"Beauty Claim Mine","1"
"Beauvoir Quarry","1"
"Beauvoir rare-metal granite","17"
"Beaver Carbonate Mine","5"
"Beaver Claim","1"
"Beaver Creek","4"
"Beaver Creek Pluton","20"
"Beaver Creek Quarry","42"
"Beaver Creek Quarry, S End","1"
"Beaver Creek Stock","1"
"Beaver Dam Church Site","2"
"Beaver Dam Mountains","16"
"Beaver Dam Quarries","1"
"Beaver Head Conglomerate","1"
"Beaver Hill Rd.","2"
"Beaver Inlet","60"
"Beaver Island","1"
"Beaver Lake","6"
"Beaver Mine","2"
