locality_id,locality.feature_type_id,province,county,city,country_id
1,,NULL,Achmatovsk,Achmatovsk,180
1,,NULL,NULL,Achmatovsk,180
1,,NULL,NULL,NULL,180
2,,Oregon,NULL,NULL,228
3,,Pennsylvania,Nesquehoning,Nesquehoning,228
4,,Massachusetts,Ware,Ware,228
5,189,Texas,Wood County,Alba (near),228
6,189,Oklahoma,Le Flore County,Bokoshe (near),228
7,,Kansas,Cherokee County,West Mineral,228
8,189,New York,Talcville,Talcville,228
9,189,Utah,Carbon County,Castle Gate (near),228
10,189,Primorskiy Kray,NULL,Dalnegorsk,180
11,189,Utah,Carbon County,NULL,228
12,189,West Virginia,Monongalia County,Dellslow,228
13,189,New York,Talcville,Talcville,228
14,193,Massachusetts,Westfield,Westfield,228
15,189,Qaraghandy Oblysy,NULL,NULL,110
16,,Maine,Hebron,Hebron,228
17,189,Kentucky,Crittenden County,Sturgis (near),228
18,189,West Virginia,Raleigh County,Affinity,228
19,,Huelva,Huelva,NULL,202
20,189,South Australia,Arkoola,Arkoola,13
21,189,Dzhezkazgan Oblast,NULL,NULL,110
22,189,Pennsylvania,Cambria County,Johnstown,228
25,189,Pennsylvania,Cambria County,Johnstown,228
27,189,Pennsylvania,Indiana County,Alverda,228
30,70,MN,Carlton ,NULL,228
32,,Colorado,NULL,NULL,228
33,97,NULL,NULL,NULL,NULL
34,189,Western Australia,NULL,Widgiemooltha,13
35,70,MN,Clearwater,NULL,228
36,,New Jersey,Atlantic Co,Oceanville,228
39,189,Arizona,Gila Co.,Harden,228
40,189,NULL,NULL,NULL,33
41,189,Nova Scotia,NULL,NULL,38
42,70,Minnesota,Hubbard,NULL,228
43,189,Primorskiy Kray,Dal'negorsk,Dal'negorsk,180
43,189,Primorskiy Kray,NULL,Dalnegorsk,180
44,,California,Death Valley,Death Valley,228
45,189,New Mexico,Grant Co.,NULL,228
46,228,NULL,NULL,NULL,227
47,189,NULL,NULL,NULL,150
50,,Virginia,NULL,NULL,228
51,189,NULL,NULL,NULL,180
51,189,Primorskiy Kray,NULL,NULL,180
52,189,England,Cumbria,Alston,227
53,221,Washington,Grant,NULL,228
54,228,Washington,Douglas,NULL,228
55,246,Washington,Grant,NULL,228
56,70,Alaska,Nome,NULL,228
57,70,Alaska,Nome,NULL,228
58,193,Arkansas,Garland Co.,NULL,228
58,193,Arkansas,Little Rock,Little Rock,228
58,193,Arkansas,Pulaski Co.,NULL,228
59,189,Georgia,NULL,NULL,228
60,189,California,San Bernardino Co.,Otto Mtn.,228
61,189,New South Wales,NULL,NULL,13
62,189,Arizona,NULL,NULL,228
63,189,NULL,NULL,NULL,228
64,189,Nevada,Mineral Co.,NULL,228
65,124,NULL,NULL,NULL,NULL
66,70,Nebraska,Dickinson,NULL,228
67,189,California,California,NULL,228
67,189,California,San Benito Co.,NULL,228
68,,NULL,NULL,NULL,38
70,101,Arizona,NULL,NULL,228
71,,Oregon,Port Orford,Port Orford,228
72,,,NULL,NULL,38
72,,Yukon,NULL,NULL,38
73,70,Ontario,NULL,NULL,38
74,70,Ontario,NULL,NULL,38
75,70,MN,St. Louis,NULL,228
76,70,MN,St. Louis,NULL,228
77,70,MN,St. Louis,NULL,228
78,256,Wyoming,NULL,NULL,228
79,,Arizona,Hillside,Hillside,228
80,,NULL,NULL,NULL,227
81,252,NULL,NULL,NULL,NULL
82,252,NULL,NULL,NULL,NULL
83,252,NULL,NULL,NULL,NULL
84,252,NULL,NULL,NULL,NULL
85,252,NULL,NULL,NULL,NULL
86,252,NULL,NULL,NULL,NULL
87,252,NULL,NULL,NULL,NULL
88,252,NULL,NULL,NULL,NULL
89,252,NULL,NULL,NULL,NULL
90,252,NULL,NULL,NULL,NULL
91,,New Mexico,Socorro Co.,Magdalena,228
93,,New Mexico,Socorro Co.,Magdalena,228
94,252,Hawaii,NULL,NULL,228
95,189,Bavaria,NULL,Hagendorf,81
95,189,NULL,NULL,NULL,NULL
96,189,Arizona,Gila Co.,NULL,228
96,189,Arizona,Hayden,Hayden,228
96,189,Arizona,NULL,Gila,228
96,189,Arizona,NULL,Hayden,228
96,189,Arizona,NULL,NULL,228
96,189,Arizona,Pinal Co.,NULL,228
97,189,New Hampshire,Grafton,Grafton,228
98,13,Western Australia,NULL,Ellendale,13
99,,New Mexico,Socorro Co.,Magdalena,228
100,70,Minnesota,Hubbard,NULL,228
101,189,Oblast Smolyan,NULL,NULL,33
103,189,New Mexico,NULL,Mining Districts,228
104,128,NULL,NULL,NULL,NULL
105,252,NULL,NULL,NULL,NULL
106,252,NULL,NULL,NULL,NULL
107,101,Arizona,NULL,NULL,228
110,189,Transvaal,Warmbaths,Warmbaths,200
111,193,Virginia,Buckingham Co.,Arvonia,228
111,193,Virginia,Buckingham Co.,NULL,228
112,189,Colorado,Lake Co.,Leadville,228
112,189,Colorado,Lake Co.,NULL,228
113,189,Nevada,NULL,NULL,228
114,189,NULL,NULL,NULL,163
115,189,NULL,NULL,NULL,74
116,189,New South Wales,NULL,NULL,13
117,193,Maine,West Paris,West Paris,228
118,189,New South Wales,NULL,NULL,13
119,189,Utah,Emery Co.,NULL,228
119,189,Utah,NULL,NULL,228
120,189,Nevada,Emery Co.,NULL,228
121,189,Arkansas,NULL,NULL,228
122,193,Indiana,Fayette,NULL,228
123,,Virginia,Petersburg (city),NULL,228
124,193,Maine,NULL,East Poland,228
125,189,Arkansas,NULL,NULL,228
126,189,Arizona,Yuma Co.,Castle Dome,228
127,189,NULL,NULL,NULL,74
128,189,Colorado,Leadville,Leadville,228
129,189,Arizona,Yuma Co.,Castle Dome,228
130,189,Northwest Territories,NULL,NULL,38
131,189,North Rhine-Westphalia,NULL,NULL,81
132,,NULL,NULL,NULL,21
132,,North Rhine-Westphalia,NULL,Altenberg,81
132,,North Rhine-Westphalia,NULL,NULL,81
132,,NULL,NULL,NULL,81
132,,Rhine,NULL,NULL,81
133,,NULL,NULL,NULL,224
134,,NULL,NULL,NULL,163
135,,NULL,NULL,NULL,21
136,,NULL,NULL,NULL,163
137,,Valais,NULL,NULL,209
138,,Aargau,NULL,NULL,209
139,11,NULL,NULL,NULL,NULL
140,,NULL,NULL,NULL,163
141,,NULL,NULL,NULL,256
141,,NULL,NULL,NULL,NULL
142,221,Apurimac,NULL,NULL,171
143,193,Gotland,NULL,NULL,208
144,193,Indiana,Jennings,NULL,228
145,193,Indiana,Jefferson,NULL,228
146,193,Indiana,Jasper,Remington,228
147,193,Indiana,Jennings,NULL,228
148,193,Maine,NULL,Waldoboro,228
149,,North Carolina,NULL,Jefferson,228
150,189,Kentucky,NULL,NULL,228
151,,Oruro,NULL,NULL,26
152,189,Tuscany,NULL,Monte Amiata District,106
153,,NULL,Abbaretz,Abbaretz,74
154,70,NULL,NULL,NULL,74
154,70,NULL,NULL,NULL,NULL
155,189,Baja California,NULL,NULL,140
155,189,Baja California Sur,Alamo,Alamo,140
156,,South Carolina,Abbeville Co.,NULL,228
157,189,Illinois,St. Clair Co.,Collinsville,228
158,189,Illinois,NULL,"Saint Clair, Collinsville",228
158,189,Illinois,St. Clair Co.,Collinsville,228
159,112,NULL,NULL,NULL,NULL
160,189,Idaho - Oregon,NULL,Soldier,228
162,193,Maine,NULL,North Sullivan,228
163,189,NULL,NULL,NULL,200
164,,Indiana,Perry,NULL,228
165,,NULL,NULL,NULL,227
166,,NULL,NULL,NULL,NULL
167,,NULL,NULL,Abd Al Ma'Asir,190
168,189,NULL,NULL,NULL,102
169,189,Colorado,Cripple Creek,Cripple Creek,228
170,13,NULL,NULL,NULL,217
171,185,Tenerife,NULL,NULL,202
172,,NULL,NULL,NULL,47
173,9,NULL,NULL,NULL,NULL
174,,NULL,NULL,NULL,NULL
175,189,NULL,Abenab,Abenab,150
175,189,NULL,Grootfontein,Grootfontein,150
175,189,NULL,NULL,NULL,150
175,189,NULL,NULL,Otavia,150
177,189,NULL,NULL,NULL,NULL
178,,NULL,Abenab,Abenab,150
178,,NULL,NULL,NULL,150
179,,New South Wales,NULL,NULL,13
180,,New South Wales,NULL,NULL,13
181,189,New Mexico,NULL,Mining Districts,228
182,193,Minnesota,NULL,Ortonville,228
183,,Scotland,NULL,NULL,227
184,,Mississippi,Monroe Co.,NULL,228
185,,Scotland,NULL,NULL,227
187,,England,NULL,NULL,227
187,,England,NULL,NULL,227
187,,NULL,NULL,NULL,227
187,,Scotland,NULL,NULL,227
188,189,Tasmania,NULL,NULL,13
188,189,Tasmania,Rossarden,Rossarden,13
189,189,Wales,NULL,NULL,227
190,,Oregon,NULL,NULL,228
191,189,Colorado,NULL,Rico,228
192,,Wyoming,NULL,NULL,228
193,,New Mexico,Rio Arriba Co.,NULL,228
194,,NULL,NULL,Munro Township,38
195,,Quebec,NULL,NULL,38
196,,Ontario,NULL,NULL,38
197,,NULL,NULL,NULL,129
198,,Wisconsin,NULL,NULL,228
198,193,Wisconsin,NULL,NULL,228
199,,Pennsylvania,Pennsylvania,NULL,228
200,,NULL,Abo,Abo,73
201,,Turku Ja Pori,NULL,NULL,73
202,189,NULL,NULL,NULL,82
203,,Texas,NULL,NULL,228
204,,New York,NULL,NULL,228
205,,NULL,NULL,NULL,190
206,,NULL,NULL,NULL,43
207,189,New York,Clinton Co.,Clintonville,228
208,189,New Hampshire,NULL,Groton,228
209,,Arizona,Cochise Co.,NULL,228
210,,Transilvania Region,NULL,NULL,179
211,,NULL,NULL,NULL,98
212,,Wyoming,NULL,NULL,228
214,,NULL,NULL,NULL,209
215,,NULL,NULL,Abtsberg,81
216,221,NULL,NULL,NULL,64
225,,NULL,NULL,NULL,159
227,173,NULL,NULL,NULL,NULL
228,70,Montana,Park,NULL,228
229,70,Montana,Park,NULL,228
231,189,Antofagasta,Guanaco,Guanaco,43
231,189,Atacama,NULL,NULL,43
232,189,Ca.,NULL,NULL,55
232,189,NULL,NULL,Manganeso Station,55
232,189,NULL,NULL,Mantaneso Station,55
233,,NULL,NULL,NULL,64
234,,NULL,NULL,NULL,87
235,,NULL,NULL,NULL,13
236,,Alabama,Lamar,NULL,228
237,,IL,NULL,NULL,228
238,189,Virginia,NULL,NULL,228
239,,NULL,NULL,Acaponeta,140
240,189,NULL,NULL,NULL,171
241,,NULL,Acari,Acari,171
243,112,NULL,NULL,NULL,NULL
244,185,NULL,NULL,NULL,89
245,70,Alaska,Fairbanks North Star,NULL,228
246,70,Alaska,Fairbanks North Star,NULL,228
247,189,New York,Middleville,Middleville,228
248,189,Washington,Chelan Co.,NULL,228
248,189,Washington,Kittitas Co.,NULL,228
248,189,Washington,Kittitas County,NULL,228
249,189,Colorado,Lake Co.,NULL,228
250,189,New Mexico,Socorro Co.,Socorro,228
251,189,Saskatchewan,Beaverlodge Lake,Beaverlodge Lake,38
252,189,North Rhine-Westphalia,NULL,NULL,81
253,,North Rhine-Westphalia,NULL,NULL,81
254,,Tirol,NULL,NULL,14
255,,Salzburg,NULL,NULL,14
256,,South Island,NULL,NULL,156
257,185,NULL,NULL,NULL,11
258,,NULL,NULL,NULL,11
259,,NULL,NULL,NULL,180
260,189,Chelyabinsk Oblast,NULL,NULL,180
260,,Chelyabinsk Oblast,NULL,NULL,180
260,189,NULL,NULL,NULL,180
261,,NULL,NULL,NULL,227
262,,Yakutia-Sakha Republic,NULL,NULL,180
263,,Yakutia-Sakha Republic,NULL,NULL,180
264,,Sicily,NULL,NULL,106
265,,Sicily,Sicily,NULL,106
266,189,NULL,NULL,Mibladen,147
266,189,NULL,NULL,NULL,147
267,,Sicily,NULL,NULL,106
268,70,Michigan,Alger,NULL,228
269,70,Michigan,Alger,NULL,228
270,189,Ontario,NULL,NULL,38
271,112,NULL,NULL,NULL,NULL
272,116,NULL,NULL,NULL,NULL
273,,Newfoundland,NULL,Recontre East,38
274,189,Arkansas,Hot Spring Co.,NULL,228
275,189,Wyoming,Sheridan County,Acme (near),228
276,,North Carolina,Columbus,NULL,228
277,,Aconcagua,NULL,NULL,43
278,,Sonora,NULL,NULL,140
279,,Guerrero,NULL,NULL,140
280,189,NULL,Hidalgo,NULL,140
280,189,NULL,NULL,NULL,140
281,,Latium,Rome,Rome,106
281,,Lazio,NULL,NULL,106
282,,South Australia,NULL,NULL,13
283,,Acre,NULL,NULL,30
284,,NULL,NULL,NULL,220
286,,NULL,NULL,Pergamon,220
287,189,Colorado,Lake Co.,Leadville,228
288,,Piedmont,NULL,NULL,106
292,,Potosi,Colquechaca,Colquechaca,26
293,,NULL,NULL,NULL,38
294,189,Maine,Acton,Acton,228
295,205,Piaui,NULL,NULL,30
296,97,NULL,NULL,NULL,NULL
297,,Piedmont,NULL,NULL,106
298,,New Hampshire,NULL,NULL,228
300,189,New South Wales,NULL,NULL,13
301,189,Idaho,Elmore Co.,NULL,228
303,189,Montana,NULL,Basin,228
303,189,Montana,NULL,NULL,228
304,,Oklahoma,NULL,NULL,228
305,,Antananarivo,Malakialina,Malakialina,129
306,,NULL,NULL,NULL,108
307,185,Alaska,NULL,Adak,228
307,185,Alaska,NULL,NULL,228
308,70,Övörkhangai Province,NULL,NULL,144
309,70,Övörkhangai Province,NULL,NULL,144
310,25,NULL,NULL,NULL,NULL
311,189,NULL,NULL,NULL,208
312,189,Bohemia Region,NULL,NULL,57
313,189,Saxony,Schneeberg,Schneeberg,81
315,,Arizona,NULL,NULL,228
315,112,Arizona,NULL,NULL,228
317,,NULL,NULL,Milos,84
318,,NULL,NULL,NULL,106
319,,NULL,NULL,Adamello,106
319,,Tirol,NULL,NULL,106
319,,Tyrol,NULL,NULL,106
320,,Transilvania Region,NULL,NULL,179
321,185,Washington,NULL,NULL,228
322,188,Vermont,Newfane,Newfane,228
322,188,Vermont,Windham Co.,NULL,228
323,,Colorado,NULL,Silverton,228
324,,Illinois,Adams Co.,NULL,228
325,,Pennsylvania,Adams Co.,NULL,228
326,,Alabama,Covington,NULL,228
327,,North Carolina,Alexander Co.,NULL,228
328,,Vermont,Newfane,Newfane,228
329,,Ontario,NULL,NULL,38
330,189,Arizona,Castle Dome District,Castle Dome District,228
330,189,Arizona,NULL,Castle Dome,228
330,189,Arizona,Yuma Co.,NULL,228
331,189,Colorado,Gladstone,Gladstone,228
331,189,Colorado,NULL,NULL,228
331,189,Colorado,San Juan Co.,NULL,228
332,189,Northern Cape,Hotazel,Hotazel,200
334,189,Oklahoma,Ottawa Co.,NULL,228
335,189,Ontario,Kirkland Lake,Kirkland Lake,38
335,189,Ontario,NULL,Boston Twp,38
336,189,North Carolina,Alexander Co.,Hiddenite,228
337,193,NULL,NULL,NULL,156
337,193,NULL,NULL,Rotorua,156
338,221,NULL,NULL,NULL,NULL
339,97,NULL,NULL,NULL,NULL
340,220,Nanuvat,NULL,NULL,38
341,193,Kentucky,Letcher,NULL,228
342,185,California,NULL,Healdsburg,228
343,,Massachusetts,NULL,NULL,228
345,189,California,Inyo Co.,NULL,228
346,,NULL,NULL,NULL,NULL
347,,NULL,NULL,NULL,NULL
348,189,Colorado,Fremont Co.,NULL,228
349,189,Illinois,NULL,NULL,228
350,189,Nevada,NULL,Tonapah Area,228
351,189,South Dakota,Pennington Co.,NULL,228
352,189,Wisconsin,NULL,NULL,228
353,193,North Carolina,NULL,NULL,228
354,,NULL,NULL,NULL,NULL
355,,NULL,NULL,NULL,69
356,,Maryland,Prince George's,NULL,228
357,205,Montana,Cascade Co.,NULL,228
358,220,NULL,NULL,NULL,8
359,189,Colorado,Lake Co.,Iron Hill,228
359,189,Colorado,Lake Co.,Leadville,228
359,189,Colorado,Lake County,Leadville(Near),228
360,189,New South Wales,NULL,NULL,13
361,189,State of Tasmania,West Coast,Dundas,13
361,189,Tasmania,Dundas,Dundas,13
361,189,Tasmania,NULL,Dundas,13
361,189,Tasmania,NULL,NULL,13
362,,Northern Territory,NULL,NULL,13
363,,South Australia,NULL,NULL,13
364,189,La Rioja,NULL,NULL,10
365,,California,San Bernardino Co.,NULL,228
366,189,Montana,Lewis And Clark Co.,Loeber Dist.,228
366,189,Montana,Lewis And Clark Co.,Red Mt,228
367,,NULL,NULL,NULL,81
368,9,Colorado,Lake County,NULL,228
369,,NULL,NULL,NULL,NULL
370,189,South Dakota,Lawrence Co.,Carbonate District,228
371,,Rhineland-Palatinate,NULL,NULL,81
371,193,Rhineland-Palatinate,NULL,NULL,81
372,189,Hautes-pyrenees,Hautes-pyrenees,NULL,74
373,,Midi-Pyrénées,Hautes-Pyrenees Dept.,NULL,74
374,,NULL,NULL,NULL,203
375,,Alabama,Wilcox,NULL,228
376,,Trentino-Alto Adige,NULL,NULL,106
377,,California,NULL,NULL,228
377,193,California,NULL,NULL,228
377,,New York,NULL,NULL,228
377,,NULL,NULL,NULL,228
378,,Nevada,Pershing Co.,NULL,228
379,,NULL,Madagascar,NULL,129
380,189,Arkansas,NULL,NULL,228
381,189,Arkansas,NULL,NULL,228
382,189,Idaho,Lemhi Co.,Gibbonsville,228
383,220,Alaska,NULL,Admiralty Island,228
383,220,Alaska,NULL,Funter Bay,228
383,220,Alaska,NULL,NULL,228
384,220,NULL,NULL,NULL,169
386,189,Oklahoma,NULL,"Picher, Oklahoma (Near)",228
387,,Kansas,NULL,NULL,228
390,,Washington,NULL,NULL,228
392,,NULL,NULL,Adolphseck Langenschwelbach,81
393,189,Lower Saxony,NULL,NULL,81
393,189,NULL,NULL,NULL,81
394,,Saxony,NULL,NULL,81
395,,Andalusia,NULL,NULL,202
396,,Souss-Massa Reg.,Tata Prov.,NULL,147
397,,NULL,NULL,NULL,NULL
399,,NULL,NULL,NULL,NULL
400,,NULL,NULL,NULL,NULL
401,189,Colorado,Gilpin Co.,NULL,228
402,,NULL,NULL,NULL,209
403,,Chita Oblast,NULL,NULL,180
403,,Chitinskaya Oblast,Borzya,Borzya,180
403,,Ural Region,Sverdlovskaya Oblast',Murzinka,180
408,,Siberia,Siberia,NULL,180
409,,Aduthurai,NULL,NULL,100
410,,South Dakota,South Dakota,NULL,228
411,70,Wisconsin,Washburn,NULL,228
412,189,Queensland,NULL,"Herberton, Irvine Bank",13
413,189,Michigan,Greenland,Greenland,228
413,189,Michigan,NULL,Mass,228
413,189,Michigan,Ontonagon Co.,NULL,228
414,,Nova Scotia,NULL,NULL,38
415,,Newfoundland,Baie Verte,Flatwater Pond,38
416,221,Tigrai,NULL,NULL,69
417,,Texas,NULL,NULL,228
418,,Aegean Islands,Serifos,Serifos,84
419,,Aegean Region,NULL,Biga,220
420,,Aegean Region,NULL,Kula,220
421,,Aegean Region,NULL,"Kara Tash, Asia Minor; Smyrna",220
421,,Aegean Region,NULL,Smyrna,220
422,252,NULL,NULL,NULL,84
422,252,NULL,NULL,Syra,84
423,,NULL,NULL,NULL,NULL
424,,NULL,NULL,NULL,NULL
425,,NULL,NULL,NULL,NULL
426,252,Southern Aegean,NULL,"Cyclades, Siros, Kyperusa",84
426,252,Southern Aegean,NULL,"Cyclades, Siros, Kyperusa-West",84
427,220,NULL,NULL,Kakoperato,84
427,220,NULL,NULL,Mount Stavro,84
428,185,Attica,NULL,Aegina,84
429,185,Attica,NULL,Aegina,84
430,185,Attica,NULL,Aegina,84
431,185,Attica,NULL,Aegina,84
432,185,Attica,NULL,Aegina,84
433,185,Attica,NULL,Aegina,84
434,,NULL,NULL,Aegina,84
435,,NULL,NULL,NULL,209
436,,Sardinia,NULL,NULL,106
437,,NULL,NULL,Aepfelskopf,81
438,,Valais,NULL,NULL,209
439,189,California,Inyo Co.,NULL,228
441,70,NULL,NULL,NULL,44
443,,NULL,NULL,NULL,101
444,189,California,Napa Co.,NULL,228
446,189,California,Napa Co.,Aetna Springs,228
446,189,California,Napa Co.,NULL,228
446,189,California,Napa Co.,Pope Valley,228
446,189,California,Napa Co.,"Pope Valley, Silver Bow",228
446,189,California,NULL,NULL,228
447,189,Tennessee,Marion Co.,NULL,228
448,97,NULL,NULL,NULL,NULL
449,171,NULL,NULL,NULL,69
450,,NULL,NULL,NULL,59
450,,Afar Region,NULL,Hayu,69
450,,Afar Region,NULL,Lower Miele,69
450,,Afar Region,NULL,NULL,69
450,,Afar Region,NULL,Sardo,69
450,,Afar Region,NULL,Semera,69
450,,Afar Region,NULL,Tendaho,69
450,,Afar Region,NULL,Upper Miele,69
451,,Afar,NULL,Melka Werer,69
452,,Afar,NULL,NULL,69
453,,Afar,NULL,NULL,69
454,,Afar,NULL,NULL,69
455,,Afar,NULL,NULL,69
456,,Afar,NULL,NULL,69
458,,Afar,NULL,NULL,69
459,,Afar,NULL,NULL,69
460,,Afar,NULL,NULL,69
461,,Afar,NULL,NULL,69
462,,Afar,NULL,NULL,69
463,,Afar,NULL,NULL,69
464,,Afar Region,NULL,Sardo,69
465,,Afar Region,NULL,Tendaho,69
466,,Afar Region,NULL,Tendaho,69
467,,Afar Region,NULL,Tendaho,69
468,,Afar Region,NULL,Tendaho,69
469,,Afar Region,NULL,Tendaho,69
470,,Afar Region,NULL,Lower Miele,69
471,,Afar Region,NULL,Upper Miele,69
472,,Afar Region,NULL,NULL,69
473,,Afar Region,NULL,NULL,69
474,,Afar Region,NULL,NULL,69
475,,Afar Region,NULL,NULL,69
476,,Afar Region,NULL,NULL,69
477,,Afar Region,NULL,Adaitu,69
478,,Afar Region,NULL,NULL,69
479,,Afar Region,NULL,Dedai,69
480,,Afar Region,NULL,Dedai,69
482,,Afar Region,NULL,NULL,69
483,,NULL,Afghanistan,NULL,1
483,,NULL,NULL,NULL,1
484,220,Alaska,NULL,NULL,228
485,,NULL,NULL,NULL,202
486,,NULL,NULL,NULL,99
487,,Africa,Africa,NULL,NULL
487,,NULL,NULL,NULL,NULL
487,,NULL,NULL,NULL,NULL
488,189,NULL,NULL,NULL,159
489,189,NULL,NULL,Nsuta,82
490,189,New Hampshire,Grafton Co.,NULL,228
490,189,New Hampshire,Oxford,"Rumford, Orange Township",228
491,189,NULL,NULL,Nsuta,82
491,189,NULL,NULL,NULL,82
492,,NULL,Afrod Banya,Afrod Banya,179
493,,NULL,NULL,NULL,102
494,,California,NULL,NULL,228
495,,Ontario,NULL,NULL,38
496,189,Ontario,NULL,NULL,38
497,209,Alaska,NULL,Haines,228
498,252,California,NULL,NULL,228
499,252,California,NULL,NULL,228
500,252,California,NULL,NULL,228
501,,Agadir,Tafraoute,Tafraoute,147
502,,California,San Diego Co.,NULL,228
503,173,NULL,NULL,NULL,NULL
504,,New York,NULL,NULL,228
505,189,Colorado,Lake Co.,Leadville,228
506,,Queensland,NULL,NULL,13
507,112,NULL,NULL,NULL,NULL
508,112,Arizona,Navajo Co.,Kayenta,228
508,112,Arizona,NULL,NULL,228
510,189,Ontario,NULL,NULL,38
511,,NULL,NULL,"Agay, Esterel",74
511,,Provence-Alpes-Côte d'Azur,Var Dept.,NULL,74
512,,NULL,NULL,NULL,85
513,,NULL,NULL,NULL,85
514,,NULL,NULL,NULL,NULL
515,189,Cape Province,NULL,NULL,200
516,221,Nunavut,NULL,NULL,38
517,189,NULL,NULL,NULL,147
517,,NULL,NULL,NULL,147
517,189,Souss-Massa-Draa,Ouarzazate,Tazenakht,147
518,,NULL,NULL,Aegina,84
519,,NULL,NULL,Aegina,84
520,,Central Greece & Euboea,Lavrion,Lavrion,84
521,189,Arizona,Pima Co.,NULL,228
522,189,Idaho - Montana,NULL,NULL,228
523,189,British Columbia,NULL,NULL,38
524,,Ontario,NULL,NULL,38
525,,California,California,NULL,228
526,189,Western Australia,Leinster,Leinster,13
527,,Western Australia,Kalgoorlie,Kalgoorlie,13
528,,NULL,NULL,NULL,108
529,,Sonora,NULL,NULL,140
530,,Emilia-Romagna,NULL,NULL,106
531,189,Chubu,NULL,Saltagan,108
532,189,NULL,NULL,NULL,147
533,,California,Los Angeles Co.,NULL,228
533,,California,NULL,NULL,228
534,,California,Los Angeles Co.,NULL,228
534,,California,NULL,NULL,228
535,,NULL,NULL,Agra,100
536,,NULL,NULL,NULL,NULL
537,,Sardinia,NULL,NULL,106
538,,NULL,NULL,NULL,NULL
539,,Vermont,NULL,Pittsfield,228
540,,Illinois/Iowa/Minnesota,NULL,NULL,228
540,,NULL,NULL,NULL,NULL
541,188,Hebei,LUANCHENG,Shijiazhuang,44
542,185,Agrigan,NULL,NULL,162
542,185,NULL,NULL,NULL,162
542,185,NULL,NULL,NULL,228
542,185,NULL,NULL,NULL,NULL
543,189,Sicily,NULL,NULL,106
544,,Sicily,NULL,NULL,106
545,,Sicily,NULL,NULL,106
546,,Sicily,NULL,NULL,106
547,,Sicily,NULL,NULL,106
548,,Sicily,NULL,NULL,106
549,,Sicily,NULL,NULL,106
550,,Sicilia,NULL,NULL,106
550,,Sicily,NULL,NULL,106
551,,NULL,NULL,NULL,163
552,193,Connecticut,Danbury,Danbury,228
553,185,NULL,NULL,NULL,89
554,189,Mendoza,NULL,NULL,10
555,,NULL,NULL,NULL,171
556,,NULL,NULL,NULL,171
557,189,Arizona,NULL,NULL,228
558,189,NULL,Danli,Danli,96
558,189,Arizona,Yavapai Co.,NULL,228
559,,Arizona,NULL,NULL,228
560,,Arizona,NULL,Stoddard,228
561,,NULL,NULL,NULL,140
562,,Minas Gerais,NULL,NULL,30
562,189,Minas Gerais,NULL,NULL,30
563,,Sonora,NULL,NULL,140
564,,Bahia,NULL,NULL,30
565,,Catamarca,Catamarca,NULL,10
566,,Minas Gerais,NULL,NULL,30
567,,NULL,NULL,NULL,30
568,189,NULL,NULL,NULL,52
569,189,Coahuila,Coahuila,NULL,140
569,189,Coahuila,NULL,NULL,140
570,,NULL,NULL,NULL,140
571,,Cordoba,NULL,NULL,10
572,189,Ontario,NULL,Cobalt,38
573,189,La Paz,NULL,NULL,26
574,189,NULL,NULL,NULL,43
575,70,Patagonia,NULL,NULL,10
576,,NULL,Bolivia,NULL,26
576,,NULL,NULL,Aguas Caliente,140
576,,NULL,NULL,Aguas Calientes,140
576,,NULL,NULL,NULL,140
576,,Zacatecas,NULL,NULL,140
577,,Aguascalientes,Calvillo,Calvillo,140
577,,Aguascalientes,Cavillo,Cavillo,140
577,,Aguascalientes,NULL,Aguascalientes,140
577,,Aguascalientes,NULL,NULL,140
577,,NULL,NULL,Aguascalien,140
577,,NULL,NULL,Aguascalientes,140
578,,Minas Gerais,NULL,NULL,30
579,189,Jujuy,NULL,NULL,10
580,227,San Juan,Jose Armando Bermudez National Park,NULL,61
582,96,NULL,NULL,NULL,NULL
583,185,NULL,NULL,NULL,101
584,189,Atacama,Tierra Amarilla,Tierra Amarilla,43
585,189,NULL,NULL,Luc Yen,234
586,193,NULL,NULL,NULL,163
587,,NULL,NULL,NULL,163
588,,NULL,NULL,NULL,163
589,,NULL,NULL,NULL,163
590,189,Hidalgo,NULL,Rea De Monte,140
590,189,Hidalgo,NULL,Real Del Monte,140
591,,NULL,NULL,NULL,85
592,134,Bitlis,Ahlat,NULL,220
593,189,NULL,NULL,NULL,102
594,,Maharashtra,NULL,NULL,100
594,,NULL,Ahmednagar,Ahmednagar,100
594,,NULL,NULL,NULL,100
595,189,Michigan,Keweenaw Co.,NULL,228
595,189,Michigan,Lake Superior,Lake Superior,228
595,189,Michigan,Michigan,NULL,228
595,189,Michigan,NULL,NULL,228
595,,Michigan,NULL,NULL,228
595,189,Michigan,Ontonagon Co. Or Houghton Co.,NULL,228
596,,NULL,NULL,Eifel,81
597,,NULL,Ahrn,Ahrn,14
598,,Tirol,NULL,NULL,14
598,,Tirol,Tirol,NULL,14
600,,Idaho,Clearwater Co.,NULL,228
600,,Idaho,Clearwater Co.,Orofino Area,228
601,248,Washington,NULL,NULL,228
602,227,Hawaii,Hawaii,NULL,228
603,227,Hawaii,Hawaii,NULL,228
604,227,Hawaii,Hawaii,NULL,228
605,189,Hidalgo,NULL,Real Del Monte,140
606,189,Chihuahua,Los Lamentos,Los Lamentos,140
606,189,Chihuahua,Los Lamentos District,Los Lamentos District,140
