locality_id,locality.feature_type_id,province,county,city,country_id
5883,,Montana,Hill Co.,NULL,228
5883,113,Montana,Hill Co.,NULL,228
5883,,Montana,Hill County,NULL,228
5883,113,Montana,NULL,NULL,228
5883,,Montana,NULL,NULL,228
5884,,NULL,NULL,NULL,NULL
5885,,NULL,NULL,NULL,NULL
5887,,California,Placer Co.,NULL,228
5888,,Maine,Newry,Newry,228
5890,189,Tennessee,Stewart Co.,NULL,228
5891,,Montana,Stillwater Co.,NULL,228
5892,,New Jersey,Franklin,Franklin,228
5893,227,Oregon,Jefferson,NULL,228
5894,227,Oregon,Jefferson,NULL,228
5895,227,Oregon,Jefferson,NULL,228
5897,248,California,NULL,Yuba City,228
5898,205,Washington,NULL,NULL,228
5899,112,NULL,NULL,NULL,NULL
5901,,NULL,NULL,NULL,NULL
5902,,NULL,NULL,NULL,NULL
5903,,NULL,NULL,NULL,NULL
5904,,Oregon,NULL,NULL,228
5905,189,Idaho,Custer Co.,NULL,228
5906,189,New South Wales,NULL,NULL,13
5907,205,Montana,Blaine Co.,NULL,228
5907,205,Montana,Chouteau Co.,NULL,228
5909,70,Wyoming,Park,NULL,228
5910,,Colorado,Mineral Co.,NULL,228
5911,,Idaho,NULL,NULL,228
5912,189,North Carolina,Macon Co.,NULL,228
5913,189,North Carolina,Macon Co.,NULL,228
5914,189,NULL,NULL,NULL,131
5915,189,California,San Bernardino Co.,NULL,228
5916,189,Ontario,NULL,NULL,38
5916,189,Ontario,Sudbury,Sudbury,38
5917,189,Antofagasta,NULL,NULL,43
5917,189,NULL,NULL,NULL,43
5918,,Nevada,NULL,NULL,228
5919,,Oregon,Lake Co.,NULL,228
5920,,Oregon,Lake Co.,NULL,228
5921,,Oregon,Lake Co.,NULL,228
5922,,Oregon,Lake Co.,NULL,228
5923,193,Massachusetts,Brighton,Brighton,228
5924,97,NULL,NULL,NULL,NULL
5925,,Nevada,NULL,NULL,228
5926,,New Jersey,NULL,NULL,228
5927,70,Quebec,NULL,NULL,38
5928,70,Quebec,NULL,NULL,38
5929,112,NULL,NULL,NULL,NULL
5931,220,NULL,NULL,NULL,NULL
5932,137,NULL,NULL,NULL,NULL
5933,56,British Columbia,NULL,NULL,38
5933,56,British Columbia,NULL,Port Alberni,38
5934,,NULL,NULL,NULL,74
5935,189,NULL,NULL,NULL,129
5936,,Burgundy,NULL,NULL,74
5937,,NULL,NULL,NULL,74
5938,,New South Wales Ca.,NULL,NULL,13
5939,,NULL,NULL,Beaumont,21
5940,,NULL,Beaumont,Beaumont,74
5941,,Texas,NULL,NULL,228
5942,224,NULL,NULL,NULL,NULL
5943,189,New Hampshire,Cheshire Co.,NULL,228
5943,189,New Hampshire,Gilsum,Gilsum,228
5943,189,New Hampshire,NULL,Alstead,228
5943,189,New Hampshire,NULL,NULL,228
5945,,NULL,NULL,NULL,86
5946,189,Alaska,NULL,Port Johnson,228
5947,,Nevada,Fletcher,Fletcher,228
5948,193,Auvergne,Allier Dept.,NULL,74
5949,205,NULL,NULL,NULL,74
5950,,NULL,NULL,NULL,74
5951,189,Utah,NULL,NULL,228
5952,189,Michigan,Marquette Co.,NULL,228
5954,,Alabama,Lamar,NULL,228
5955,,Alabama,Lamar,NULL,228
5956,205,Idaho,Clearwater Co.,Beaver Creek-Mallard Peak Area,228
5956,205,Idaho,Clearwater Co.,Boehls Butte Area,228
5956,205,Idaho,Clearwater Co.,Bungalow Area,228
5956,205,Idaho,Clearwater Co.,Mallard Peak Area,228
5956,205,Idaho,Clearwater Co.,NULL,228
5957,193,Montana,Hill Co.,NULL,228
5957,193,Montana,NULL,NULL,228
5960,205,Montana,Hill Co.,NULL,228
5961,,Colorado,Gunnison Co.,NULL,228
5962,,Idaho,Clearwater Co.,Bungalow Area,228
5964,,North Carolina,Spruce Pine,Spruce Pine,228
5965,248,Oregon,NULL,Troutdale,228
5967,,Utah,NULL,NULL,228
5968,,Colorado,Gunnison Co.,NULL,228
5969,,Colorado,Gunnison Co.,NULL,228
5970,,Colorado,Gunnison Co.,NULL,228
5971,,North Carolina,Mitchell Co.,NULL,228
5972,,Colorado,NULL,NULL,228
5973,,Colorado,NULL,NULL,228
5974,,Maryland,Frederick Co.,NULL,228
5975,189,Maryland,Frederick Co.,NULL,228
5976,113,NULL,NULL,NULL,NULL
5977,189,Maryland,Baltimore Co.,Cockeysville,228
5978,,Wyoming,Fremont Co.,NULL,228
5981,205,Montana,Beaverhead Co.,NULL,228
5982,,Wyoming,NULL,NULL,228
5983,,NULL,NULL,NULL,NULL
5984,220,Michigan,NULL,NULL,228
5985,,Utah,NULL,San Francisco,228
5986,,Utah,NULL,NULL,228
5987,70,Montana,Flathead,NULL,228
5988,70,Montana,Flathead,NULL,228
5989,70,Montana,Flathead,NULL,228
5990,70,Montana,Flathead,NULL,228
5991,70,Wisconsin,Oconto,NULL,228
5992,,New York,NULL,Geneseo,228
5993,,Connecticut,Haddam,Haddam,228
5995,189,Michigan,NULL,NULL,228
5996,189,South Carolina,Chesterfield Co.,NULL,228
5997,,Alberta,NULL,NULL,38
5998,205,Montana,Phillips Co.,NULL,228
5999,,Alaska,NULL,NULL,228
6000,70,NULL,NULL,NULL,228
6001,70,New Mexico,Colfax,NULL,228
6002,70,Arkansas,Benton,NULL,228
6003,,Pennsylvania,Clearfield Co.,NULL,228
6004,,Wyoming,NULL,NULL,228
6005,193,Georgia,NULL,Elberton,228
6006,,New Mexico,Sierra Co.,NULL,228
6007,,Montana,Beaverhead Co.,NULL,228
6009,,New Mexico,NULL,NULL,228
6010,,New Mexico,Catron Co.,NULL,228
6011,,New Mexico,Sierra Co.,NULL,228
6012,189,Ontario,NULL,NULL,38
6013,,Saskatchewan,NULL,NULL,38
6014,,Alabama,Lamar,NULL,228
6015,,NULL,NULL,NULL,241
6016,,Bechar,Gara-djebilet,Gara-djebilet,3
6017,,NULL,NULL,NULL,81
6018,,Wyoming,NULL,NULL,228
6019,,Wyoming,NULL,NULL,228
6020,189,Montana,Beaverhead Co.,NULL,228
6021,189,New Mexico,NULL,Mining Districts,228
6022,112,NULL,NULL,NULL,NULL
6023,193,Connecticut,Middlesex Co.,NULL,228
6023,193,Connecticut,NULL,NULL,228
6024,193,Wisconsin,NULL,Lancaster,228
6025,189,England,Cumbria,NULL,227
6026,,NULL,NULL,NULL,227
6027,193,Massachusetts,Berkshire Co.,Becket Twp,228
6028,205,Massachusetts,NULL,NULL,228
6029,,California,NULL,Nevada City,228
6030,,Missouri,NULL,NULL,228
6031,,California,California,NULL,228
6032,,Transilvania Region,NULL,NULL,179
6033,,California,NULL,Nevada City,228
6034,189,Wales,Glamorgan,NULL,227
6035,,Tennessee,Bedford Co.,NULL,228
6036,,Indiana,Lawrence,NULL,228
6037,193,Indiana,NULL,NULL,228
6038,,NULL,NULL,NULL,86
6039,193,New York,NULL,NULL,228
6040,189,England,Devon,NULL,227
6041,,Indiana,Lawrence Co.,NULL,228
6041,,Indiana,NULL,NULL,228
6042,,New York,NULL,NULL,228
6042,,New York,Westchester Co.,NULL,228
6043,,Ontario,Frontenac Co.,NULL,38
6043,,Ontario,Missisquoi Co.,NULL,38
6044,,Quebec,Frontenac Co.,NULL,38
6044,,Quebec,Missisquoi Co.,NULL,38
6045,,Texas,NULL,NULL,228
6046,,NULL,Bedilhao,Bedilhao,175
6048,,Hamersley,NULL,NULL,13
6049,70,Minnesota ,Polk,NULL,228
6051,,New York,Tompkins,NULL,228
6052,189,California,San Diego Co.,NULL,228
6053,70,Vermont,Rutland,NULL,228
6054,193,Oregon,Grant Co.,NULL,228
6055,,Oregon,NULL,NULL,228
6055,,Oregon,Oregon,NULL,228
6056,,North Carolina,Madison Co.,NULL,228
6057,189,Colorado,Custer Co.,NULL,228
6058,189,South Dakota,Custer Co.,NULL,228
6059,189,South Dakota,NULL,Custer,228
6060,205,Indiana,NULL,NULL,228
6061,,Virginia,Charles City,NULL,228
6062,189,California,NULL,NULL,228
6063,189,New York,Dutchess Co.,Union Vale,228
6065,189,Missouri,Granby,Granby,228
6065,189,Missouri,Newton Co.,NULL,228
6065,189,Missouri,NULL,Granby,228
6066,189,Missouri,Newton Co.,NULL,228
6067,189,England,Devon,NULL,227
6068,189,Montana,Silver Bow Co.,NULL,228
6070,,South Carolina,Charleston,NULL,228
6071,221,NY,NULL,NULL,228
6072,,NULL,NULL,NULL,NULL
6073,228,Washington,Douglas,NULL,228
6073,24,Washington,Douglas,NULL,228
6073,107,Washington,Grant,NULL,228
6073,228,Washington,Grant,NULL,228
6073,24,Washington,Grant,NULL,228
6073,134,Washington,Grant,NULL,228
6073,221,Washington,Grant,NULL,228
6073,134,NULL,NULL,NULL,NULL
6073,,NULL,NULL,NULL,NULL
6074,,NULL,Ambalabako,Ambalabako,129
6075,,NULL,NULL,NULL,129
6076,,Antsiranana,Vohemar,Vohemar,129
6077,,NULL,Madagascar,NULL,129
6077,,NULL,NULL,NULL,129
6078,,NULL,Madagascar,NULL,129
6079,185,New South Wales,NULL,NULL,13
6080,,NULL,NULL,"Begues, Barcelona",202
6081,189,Nevada,Lincoln Co.,Pahranegat District,228
6082,,NULL,NULL,NULL,129
6084,,Nordland,NULL,NULL,163
6086,,Colorado,La Garita,La Garita,228
6086,,Colorado,Saguache Co.,NULL,228
6087,189,Saxony,NULL,NULL,81
6088,193,Wisconsin,Marathon Co.,NULL,228
6088,,Wisconsin,Marathon Co.,NULL,228
6089,,NULL,NULL,NULL,221
6090,205,Scotland,NULL,NULL,227
6091,,NULL,NULL,NULL,81
6092,,NULL,NULL,NULL,175
6093,,Beira Prov,NULL,Ega,175
6093,,Beira Prov,NULL,NULL,175
6093,,Beira Prov,NULL,Penella,175
6093,,NULL,Beira,Beira,175
6093,,NULL,NULL,NULL,175
6094,,NULL,NULL,NULL,148
6095,113,NULL,NULL,NULL,NULL
6096,112,NULL,NULL,NULL,NULL
6097,189,NULL,NULL,Jerusalem (6 Miles Northwest Of),105
6098,189,NULL,NULL,Jerusalem,105
6099,,Inner Mongolia,Paoto,Paoto,44
6100,,NULL,Beja,Beja,175
6101,,NULL,NULL,NULL,175
6102,,NULL,Bejendjing,Bejendjing,44
6103,,Cornwall,Sancreed,Sancreed,227
6104,,NULL,NULL,Bejuca,168
6105,,Bekes,NULL,Szarvas,98
6106,,NULL,Madagascar,NULL,129
6107,220,NULL,NULL,NULL,163
6108,,NULL,NULL,NULL,110
6109,,NULL,NULL,NULL,110
6110,189,NULL,NULL,NULL,155
6111,,NULL,Belabanya,Belabanya,98
6112,,NULL,Belafa,Belafa,129
6113,,NULL,NULL,NULL,186
6115,,NULL,NULL,NULL,74
6116,,NULL,NULL,Belchen,74
6117,189,Colorado,Custer Co.,Leadville,228
6117,189,Colorado,Gilpin Co.,NULL,228
6118,189,Montana,Lewis And Clark Co.,Loeber Dist.,228
6119,189,Nevada,Clark Co.,NULL,228
6119,189,Nevada,NULL,NULL,228
6119,189,Nevada,Storey Co.,NULL,228
6120,189,New Mexico,NULL,NULL,228
6121,205,Massachusetts,NULL,NULL,228
6123,220,NULL,NULL,NULL,NULL
6124,189,Nevada,Lincoln Co.,NULL,228
6125,,Michigan,NULL,Belding,228
6126,189,NULL,NULL,NULL,100
6127,205,Khakassia,NULL,NULL,180
6128,,Para,NULL,NULL,30
6129,189,Sonora,NULL,Hermosillo,140
6130,205,Khakassia,NULL,NULL,180
6131,,Northern Ireland,Antrim,NULL,227
6132,,Northern Ireland,Antrim,NULL,227
6133,,Northern Ireland,Belfast,NULL,227
6134,,Northern Ireland,Antrim,NULL,227
6135,,Northern Ireland,Antrim,NULL,227
6136,,Shaba,NULL,NULL,49
6137,189,Colorado,Lake Co.,Leadville,228
6137,189,Colorado,Lake Co.,NULL,228
6138,,NULL,NULL,NULL,21
6140,,Idaho,Lemhi Co.,NULL,228
6141,70,Arkansas,Monroe,NULL,228
6142,112,NULL,NULL,NULL,NULL
6143,185,Oregon,NULL,NULL,228
6144,,NULL,NULL,NULL,180
6145,189,Kentucky,Crittenden County,Sturgis,228
6146,,Indiana,Posey,NULL,228
6147,,NULL,NULL,NULL,NULL
6148,,California,San Diego Co.,NULL,228
6149,248,NULL,NULL,NULL,NULL
6150,,Arizona,NULL,NULL,228
6151,209,British Columbia,NULL,NULL,38
6152,189,South Dakota,Lawrence Co.,Spruce Gulch,228
6153,193,Maine,NULL,NULL,228
6154,189,Tennessee,NULL,NULL,228
6155,189,NULL,NULL,NULL,NULL
6156,189,California,Lake Co.,NULL,228
6157,189,Colorado,Montrose Co.,NULL,228
6158,189,Maine,Minot,Minot,228
6158,189,Maine,Oxford Co.,NULL,228
6159,189,Montana,Beaverhead Co.,NULL,228
6159,189,Montana,NULL,NULL,228
6159,189,Montana,Silver Bow Co.,Butte,228
6160,189,Quebec,NULL,Thetford,38
6161,189,Virginia,NULL,NULL,228
6163,,Maine,Newry,Newry,228
6163,189,Maine,Oxford Co.,NULL,228
6164,193,Maine,Oxford Co.,NULL,228
6165,189,Idaho - Montana,NULL,NULL,228
6166,189,California,Napa Co.,Rutherford,228
6167,220,Newfoundland,NULL,NULL,38
6168,189,Washington,NULL,NULL,228
6169,189,California,Napa Co.,NULL,228
6169,189,California,Napa Co.,Rutherford,228
6170,,California,San Mateo Co.,NULL,228
6171,189,Arkansas,Sevier Co.,NULL,228
6172,,NULL,NULL,NULL,19
6173,,Matanzas,Bellamar,Bellamar,55
6174,,NULL,NULL,Bellambi,13
6175,189,NULL,NULL,Santa Clara,55
6176,248,New Hampshire,NULL,Dover,228
6178,189,South Australia,NULL,NULL,13
6179,189,NULL,NULL,NULL,74
6180,,NULL,Girona,NULL,202
6181,,NULL,NULL,NULL,100
6182,,NULL,NULL,NULL,100
6183,,NULL,Portugal,NULL,175
6184,,NULL,NULL,Mexico City,140
6185,189,NULL,NULL,Oficina Victoria,43
6187,,Mississippi,Jackson,Gautier South,228
6189,,Rhône-Alpes,Ain Dept.,NULL,74
6190,,Nevada,NULL,NULL,228
6191,220,Newfoundland,NULL,Recontre East,38
6192,,Nova Scotia,NULL,NULL,38
6193,,Texas,NULL,NULL,228
6194,189,Arizona,Yavapai Co.,NULL,228
6195,189,Nevada,Esmeralda Co.,NULL,228
6196,189,Montana,Jefferson Co.,NULL,228
6197,189,Montana,Jefferson Co.,NULL,228
6198,189,Colorado,NULL,Lake District,228
6199,189,Idaho,Owyhee Co.,NULL,228
6200,221,Kentucky,Warren,NULL,228
6201,189,Sonora,NULL,NULL,140
6202,189,Colorado,Lake Co.,Leadville,228
6203,189,Colorado,Lake Co.,Leadville,228
6204,220,NULL,NULL,NULL,86
6205,,NULL,NULL,NULL,74
6206,,NULL,NULL,Bellecombe,106
6207,,Val D'Aosta,NULL,NULL,106
6208,,Valle D'Aosta,NULL,NULL,106
6209,,NULL,NULL,NULL,136
6210,,NULL,NULL,NULL,186
6211,193,NULL,Ettringen,Ettringen,81
6211,193,NULL,NULL,NULL,81
6211,193,NULL,NULL,NULL,NULL
6213,193,Rhineland-Palatinate,NULL,NULL,81
6214,185,Rhineland-Palatinate,Eifel,NULL,81
6215,,NULL,NULL,NULL,NULL
6216,,Rhineland-Palatinate,NULL,NULL,81
6217,220,NULL,NULL,NULL,86
6218,189,Illinois,St. Clair Co.,Belleville,228
6219,,Ohio,NULL,NULL,228
6220,,Ohio,Erie Co.,NULL,228
6221,,NULL,NULL,NULL,86
6221,189,Scotland,Highland,NULL,227
6221,189,Scotland,NULL,NULL,227
6222,,NULL,NULL,NULL,NULL
6223,205,Massachusetts,NULL,Harris Pond,228
6224,189,Minnesota,NULL,NULL,228
6226,,NULL,NULL,NULL,NULL
6227,,Alabama,Mobile,NULL,228
6228,,NULL,NULL,Bellinzona,209
6229,,NULL,NULL,NULL,NULL
6230,,NULL,Bellisi Solfare,Bellisi Solfare,106
6231,,Marche,NULL,NULL,106
6232,,NULL,NULL,NULL,106
6233,,Tarragona,Tarragona,NULL,202
6234,189,Virginia,NULL,NULL,228
6235,,New Hampshire,NULL,NULL,228
6236,189,NULL,NULL,NULL,200
6237,189,NULL,NULL,NULL,200
6238,,Tasmania,Tasmania,NULL,13
6239,,Alabama,Monroe,Hybart,228
6239,,Alabama,Monroe,NULL,228
6240,205,Cape Province,NULL,NULL,200
6240,205,NULL,NULL,NULL,200
6241,,Cape,NULL,NULL,200
6241,189,Cape Province,NULL,Barkly West,200
6241,189,Cape Province,NULL,"Griqualand West, Barkly West, (Near)",200
6241,,Cape Province,NULL,Kimberley,200
6241,189,Cape Province,NULL,NULL,200
6241,,NULL,NULL,Bellsbank,200
6241,189,NULL,NULL,Kimberley Area,200
6242,,Highland,Strontian,Strontian,227
6243,,Catalonia,NULL,NULL,202
6244,,NULL,NULL,NULL,202
6245,,North Carolina,Cleveland Co.,NULL,228
6246,,Ohio,Seneca Co.,NULL,228
6247,,Valais,NULL,NULL,209
6248,189,Ontario,Henvey Twp.,Henvey Twp.,38
6249,,Andalusia,NULL,NULL,202
6250,,NULL,NULL,NULL,86
6251,,Ohio,Belmont Co.,NULL,228
6252,189,Nevada,White Pine Co.,NULL,228
6253,189,California,Inyo Co.,NULL,228
6254,189,Montana,Butte,Butte,228
6254,189,Montana,Lewis And Clark Co.,Marysville,228
6254,189,Montana,NULL,NULL,228
6254,189,Montana,Silver Bow Co.,NULL,228
6255,189,Nevada,NULL,NULL,228
6255,189,Nevada,Nye Co.,NULL,228
6256,189,Oregon,Baker Co.,NULL,228
6257,,Virginia,Loudoun Co.,Belmont Park,228
6258,189,Idaho,Blaine Co.,NULL,228
6259,193,Virginia,Loudoun Co.,NULL,228
6259,193,Virginia,Loudoun County,Leesburg,228
6259,193,Virginia,Staunton,Staunton,228
6260,,NULL,NULL,NULL,186
6261,189,Nevada,Nye Co.,Tonopah,228
6262,193,Virginia,Fairfax Co.,NULL,228
6262,193,Virginia,Loudoun Co.,NULL,228
6262,193,Virginia,NULL,NULL,228
6263,220,NULL,NULL,NULL,86
6264,,Nevada,NULL,NULL,228
6265,,NULL,Portugal,NULL,175
6266,,Minas Gerais,NULL,NULL,30
6267,,NULL,Madagascar,NULL,129
6268,,NULL,NULL,NULL,93
6269,,Alsace,NULL,Gebweiler,74
6270,,NULL,NULL,NULL,192
6271,205,Idaho,NULL,NULL,228
6272,,Alabama,Monroe,NULL,228
6273,,Cornwall,Roche,Roche,227
6274,189,England,Cornwall And Isles Of Scilly,NULL,227
6275,,Cornwall,Cornwall,NULL,227
6275,,England,Cornwall And Isles Of Scilly,NULL,227
6276,205,Tennessee,NULL,NULL,228
6277,189,Utah,NULL,Salt Lake City,228
6278,,Devon,Devon,NULL,227
6279,189,England,Devon,NULL,227
6280,189,Montana,Cascade Co.,NULL,228
6281,205,Idaho,Benewah Co.,Elk River-Clarkia Area,228
6281,205,Idaho,Benewah Co.,NULL,228
6281,205,Idaho,Clearwater Co.,Bungalow Area,228
6281,205,Idaho,Clearwater Co.,Dent Area,228
6281,205,Idaho,Clearwater Co.,Elk River Area,228
6281,205,Idaho,Clearwater Co.,Elk River-Clarkia Area,228
6281,205,Idaho,Clearwater Co.,Mallard Peak Area,228
6281,205,Idaho,Clearwater Co.,NULL,228
6281,205,Idaho,Clearwater Co.,Pierce Area,228
6281,205,Idaho,Latah Co.,NULL,228
6281,205,Idaho,NULL,NULL,228
6281,205,Idaho,Shoshone Co.,Elk River - Clarkia Area,228
6281,205,Idaho,Shoshone Co.,Elk River-Clarkia Area,228
6281,205,Idaho,Shoshone Co.,Fernwood Area,228
6281,205,Idaho,Shoshone Co.,Mallard Peak Area,228
6281,205,Idaho,Shoshone Co.,NULL,228
6281,205,Idaho,Shoshone Co.,Snow Peak Area,228
6281,205,Idaho,Shoshone Co.,St Joe River Area,228
6281,205,Idaho,Shoshone Co.,St Joe-St Maries Area,228
6282,189,South Australia,NULL,Puttapa,13
6283,193,Virginia,NULL,NULL,228
6283,193,Virginia,Wise Co.,NULL,228
6284,189,Scotland,NULL,NULL,227
6285,,North Carolina,Iredell Co.,NULL,228
6286,,Maryland,NULL,NULL,228
6286,,Maryland,Prince George's Co.,NULL,228
6287,189,Pennsylvania,Cumberland Co.,NULL,228
6288,97,NULL,NULL,NULL,NULL
6289,97,NULL,NULL,NULL,NULL
6290,,Buryatia Republic,NULL,NULL,180
6291,,Virginia,King George,Passapatanzy,228
6292,,Virginia,King George,Passapatanzy,228
6293,,Virginia,King George,NULL,228
6293,,Virginia,King George,Passapatanzy,228
6294,,Vermont,Lowell,Lowell,228
6295,,NULL,NULL,Belver,202
6296,189,New Jersey,Mercer Co.,Trenton,228
6297,189,Vermont,Orleans Co,NULL,228
6297,189,Vermont,Orleans Co.,NULL,228
6298,,Vermont,Lowell,Lowell,228
6299,,Oblast Kyustendil,NULL,NULL,33
6300,189,Idaho,Boise Co.,NULL,228
6301,,NULL,Madagascar,NULL,129
6302,189,Wales,NULL,NULL,227
6303,189,NULL,Bembe,Bembe,6
6304,189,Uige,Bembe,Bembe,6
6305,,NULL,NULL,NULL,49
6306,,NULL,NULL,NULL,NULL
6307,,NULL,NULL,NULL,81
6308,189,New Jersey,NULL,NULL,228
6309,,New Jersey,NULL,NULL,228
6310,221,KS,Ellis,NULL,228
6311,,NULL,NULL,NULL,163
6312,,NULL,NULL,NULL,NULL
6313,189,Colorado,Eagle Co.,NULL,228
6314,189,Colorado,Custer Co.,NULL,228
6315,189,Arkansas,Marion Co.,NULL,228
6316,189,Colorado,Teller Co.,NULL,228
6317,193,Arkansas,Blackrock,Blackrock,228
6318,,Queensland,NULL,NULL,13
6319,,Scotland,NULL,NULL,227
6320,189,Maryland,NULL,NULL,228
6321,,NULL,NULL,NULL,147
6322,189,Idaho,Idaho Co.,NULL,228
6323,,Sardinia,NULL,NULL,106
6324,70,Wisconsin,Burnett,NULL,228
6325,,NULL,NULL,NULL,13
6326,,Almeria,Almeria,NULL,202
6326,,Andalusia,Almeria,Almeria,202
6327,,NULL,NULL,NULL,220
6328,189,Gwynedd,Rhiw,Rhiw,227
6328,189,Wales,Gwynedd,Rhiw,227
6328,189,Wales,NULL,NULL,227
6329,,Toliara,Betroka,Betroka,129
6330,189,Montana,Stillwater Co.,NULL,228
6331,189,Montana,Stillwater Co.,NULL,228
6333,,Wyoming,NULL,NULL,228
6334,124,NULL,NULL,NULL,NULL
6335,,NULL,NULL,NULL,175
6336,189,Oklahoma,Picher,Picher,228
6337,189,Kansas,NULL,"Picher, Oklahoma (Near)",228
6338,189,Kansas,Cherokee Co.,NULL,228
6338,189,Kansas,NULL,"Picher, Oklahoma",228
6338,189,Kansas,Treece,Treece,228
6339,189,Oklahoma,Ottawa Co.,NULL,228
6340,113,Alaska,NULL,NULL,228
6341,,Victoria,Bendigo,Bendigo,13
6342,,Victoria,NULL,NULL,13
6343,134,Van,Muradiye,NULL,220
6344,134,Van,Muradiye,NULL,220
6345,134,Van,Muradiye,NULL,220
6346,,NULL,NULL,Bendorf,81
6346,,NULL,NULL,NULL,81
6347,,North Rhine-Westphalia,NULL,NULL,81
6348,,Idaho,Idaho,NULL,228
6350,,Toliara,Betroka,Betroka,129
6351,112,NULL,NULL,NULL,NULL
6352,,NULL,United Kingdom,NULL,227
6354,,Idaho,Benewah Co.,NULL,228
6356,205,Orange Free State,NULL,NULL,200
6357,189,Cape Province,NULL,Kimberley,200
6358,205,Cape Province,NULL,Kimberley,200
6359,,Cape Province,NULL,Kimberley,200
6360,,NULL,NULL,Benfontein,200
6361,,Otjozondjupa,NULL,NULL,150
6362,,NULL,NULL,NULL,NULL
6363,189,Michigan,Iron Co.,NULL,228
6363,189,Michigan,Iron River,Iron River,228
6363,189,Michigan,NULL,NULL,228
6363,189,Michigan,Stambaugh,Stambaugh,228
6363,189,Michigan,Stanbaugh,Stanbaugh,228
6364,,NULL,NULL,NULL,100
6365,189,NULL,NULL,NULL,172
6366,189,NULL,NULL,"Bontoc, Suyoc",172
6367,,Arizona,Coconino Co.,NULL,228
6368,,NULL,NULL,Akounak Stream,147
6368,,NULL,NULL,Central Oeud Lao,147
6368,,NULL,NULL,NULL,147
6368,,NULL,NULL,Oeud Mejahedid,147
6368,,NULL,NULL,Oeud M'Ter,147
6369,,NULL,NULL,NULL,NULL
6370,,NULL,NULL,NULL,64
6371,,Fes,NULL,NULL,147
6372,,NULL,NULL,NULL,64
6373,,NULL,Benibe,Benibe,6
6374,227,California,Solano,NULL,228
6375,227,California,Solano,NULL,228
6376,227,California,Solano,NULL,228
6377,227,California,Solano,NULL,228
6378,,NULL,NULL,NULL,3
6379,195,NULL,NULL,NULL,74
6379,,NULL,NULL,NULL,NULL
6380,189,California,San Benito Co.,NULL,228
6380,189,California,San Benito Co. (?),NULL,228
6381,189,Georgia,Sumter Co.,Andersonville,228
6382,189,Maine,Buckfield,Buckfield,228
6382,189,Maine,NULL,Buckfield,228
6383,189,New Mexico,Grant Co.,Hanover,228
6384,112,NULL,NULL,NULL,NULL
6385,220,Ontario,NULL,NULL,38
6386,189,Missouri,Franklin Co.,NULL,228
6387,,NULL,NULL,NULL,NULL
6388,193,Connecticut,Windham Co.,Sterling Station,228
6389,,Indiana,Dearborn,NULL,228
6390,189,Wyoming,NULL,NULL,228
6391,193,Maryland,Frederick Co.,Thurston,228
6392,,Maryland,Frederick Co.,Thurston,228
6393,,NULL,NULL,NULL,180
6394,189,maine,maine,NULL,228
6395,189,Arizona,Yuma Co.,NULL,228
6396,189,Maine,Buckfield,Buckfield,228
6396,189,maine,maine,NULL,228
6396,189,Maine,NULL,Buckfield,228
6396,189,Maine,NULL,NULL,228
6396,189,Maine,Oxford Co.,NULL,228
6397,189,New Mexico,Dona Ana Co.,NULL,228
6397,189,New Mexico,NULL,Mining Districts,228
6398,,NULL,NULL,NULL,NULL
6399,,NULL,NULL,NULL,NULL
6400,193,Hawaii,NULL,Buckfield,228
6401,193,Maine,Buckfield,Buckfield,228
6401,193,maine,maine,NULL,228
6401,193,Maine,NULL,Buckfeild,228
6401,193,Maine,NULL,NULL,228
6401,193,Maine,Oxford Co.,Buckfield,228
6402,,NULL,NULL,NULL,NULL
6403,189,New Mexico,Dona Ana Co.,Las Cruces,228
6403,189,New Mexico,NULL,Las Cruces,228
6404,,Nova Scotia,NULL,NULL,38
6405,189,New Mexico,Dona Ana Co.,Las Cruces,228
6406,189,Colorado,Teller Co.,NULL,228
6407,,New York,NULL,NULL,228
6408,189,Georgia,NULL,NULL,228
6409,,Vermont,Bennington Co.,NULL,228
6410,,NULL,Sweden,NULL,208
6411,112,NULL,NULL,NULL,NULL
6412,,Toliara,Betroka,Betroka,129
6413,,NULL,NULL,"Bensberg, (Rhenish Prussia)",81
6414,,NULL,NULL,NULL,81
6415,,NULL,NULL,NULL,81
6416,,North Rhine-Westphalia,NULL,NULL,81
6417,189,Illinois,Hardin Co.,NULL,228
6418,189,New York,NULL,Newton Falls,228
6418,189,New York,NULL,NULL,228
6418,189,New York,NULL,Star Lake,228
6418,189,New York,NULL,Twin Lakes,228
6418,189,New York,St. Lawrence Co.,NULL,228
6418,189,New York,Star Lake,Star Lake,228
6419,,New York,NULL,NULL,228
6420,189,New York,St Lawrence Co.,NULL,228
6421,189,NULL,NULL,NULL,241
6422,,Arizona,Cochise Co.,NULL,228
6423,,NULL,NULL,NULL,129
6424,193,NULL,NULL,NULL,81
6427,,Missouri,Benton Co.,NULL,228
6428,,Washington,Benton Co.,NULL,228
6429,189,Washington,King Co.,NULL,228
6432,189,Wisconsin,Lafayette Co.,Benton,228
6433,205,Colorado,NULL,NULL,228
6434,189,Arizona,NULL,NULL,228
6435,189,California,Mariposa Co.,NULL,228
6436,189,Montana,NULL,NULL,228
6437,,Colorado,Lake Co.,Leadville,228
6438,205,California,Butte Co.,Chico Creek,228
6438,205,Colorado,NULL,NULL,228
